"Forecast","Section","Field","Index","TTime","Direction","LowSpeed","HighSpeed","Mainly","Occasionally","ForaTime","Gusts","Showers","ChangeAdv","ChangeVerb","EllidedVerb","TimePhrase","Connective","StartPos","GustSpeed"
"18Nov2000_15.prn","4","wind10M",0,0,90.00,18,22,0,0,0,0,0,,,0,,,0,
"18Nov2000_15.prn","4","wind10M",1,12,157.50,22,28,0,0,0,0,0,,"veering",0,"by midday",,3,
"18Nov2000_15.prn","4","wind10M",2,24,135.00,12,18,0,0,0,0,0,,"backing",0,"by late evening",", then",9,
"18Nov2001_03.prn","2","wind10M",0,6,292.50,12,16,0,0,0,0,0,,,0,,,0,
"18Nov2001_03.prn","2","wind10M",1,9,315.00,12,16,0,0,0,0,0,,,0,"soon",,1,
"18Nov2001_03.prn","3","wind10M",0,0,315.00,12,16,0,0,0,0,0,,,0,,,0,
"18Nov2001_03.prn","3","wind10M",1,3,281.25,8,12,0,0,0,0,0,,,0,"soon",,3,
"18Nov2001_03.prn","3","wind10M",2,18,225.00,16,20,0,0,0,0,0,,"backing and increasing",0,"by evening","then",8,
"18Nov2001_03.prn","4","wind10M",0,0,213.75,16,20,0,0,0,0,0,,,0,,,0,
"18Nov2001_03.prn","4","wind10M",1,18,213.75,36,40,0,0,0,0,0,,"increasing",0,"by late afternoon",,4,
"18Nov2001_16.prn","2","wind10M",0,15,337.50,10,15,0,0,0,0,0,,,0,,,0,
"18Nov2001_16.prn","2","wind10M",1,6,337.50,0,10,0,0,0,0,0,,"decreasing",0,,,4,
"18Nov2001_16.prn","3","wind10M",0,6,337.50,0,10,0,0,0,0,0,,,0,,,0,
"18Nov2001_16.prn","3","wind10M",1,9,225.00,0,10,0,0,0,0,0,,,0,"soon",,5,
"18Nov2001_16.prn","3","wind10M",2,24,202.50,15,20,0,0,0,0,0,,,0,"later","and",7,
"18Nov2001_16.prn","4","wind10M",0,0,202.50,15,20,0,0,0,0,0,,,0,,,0,
"18Nov2001_16.prn","4","wind10M",1,24,202.50,35,40,0,0,0,1,0,,"rising",0,"later",,4,50
"18Oct2000_03.prn","2","wind10M",0,6,180.00,40,45,0,0,0,1,0,,,0,,,0,55
"18Oct2000_03.prn","2","wind10M",1,15,202.50,22,26,0,0,0,0,0,,"easing",0,"by mid afternoon",,5,
"18Oct2000_03.prn","2","wind10M",2,18,202.50,26,30,0,0,0,1,0,,"increasing",0,"by evening","then",12,40
"18Oct2000_03.prn","3","wind10M",0,0,202.50,26,30,0,0,0,1,0,,,0,,,0,38
"18Oct2000_03.prn","3","wind10M",1,15,202.50,20,24,0,0,0,1,0,,"easing",0,"by mid afternoon",,5,32
"18Oct2000_03.prn","4","wind10M",0,0,202.50,20,24,0,0,0,0,0,,,0,,,0,
"18Oct2000_03.prn","4","wind10M",1,24,135.00,12,16,0,0,0,0,0,"gradually","backing",0,"by late evening",,3,
"18Oct2000_13.prn","2","wind10M",0,15,202.50,22,28,0,0,0,0,0,,,0,,,0,
"18Oct2000_13.prn","2","wind10M",1,6,202.50,26,30,0,0,0,1,0,,"increasing",0,,,3,40
"18Oct2000_13.prn","4","wind10M",0,0,225.00,20,25,0,0,0,0,0,,,0,,,0,
"18Oct2000_13.prn","4","wind10M",1,12,202.50,18,22,0,0,0,0,0,,"backing",0,"by midday",,3,
"18Oct2000_13.prn","4","wind10M",2,24,157.50,24,28,0,0,0,0,0,,"backing",1,"later",", then",9,
"18Oct2001_01.prn","2","wind10M",0,6,135.00,12,18,0,0,0,0,0,,,0,,,0,
"18Oct2001_01.prn","2","wind10M",1,24,135.00,15,20,0,0,0,0,0,,"becoming",0,,,3,
"18Oct2001_01.prn","3","wind10M",0,0,135.00,15,20,0,0,0,0,0,,,0,,,0,
"18Oct2001_01.prn","3","wind10M",1,-99,112.50,10,15,0,0,1,0,0,,"easing and backing",0,,,3,
"18Oct2001_01.prn","4","wind10M",0,0,135.00,10,15,0,0,0,0,0,,,0,,,0,
"18Oct2001_01.prn","4","wind10M",1,24,112.50,20,25,0,0,0,0,0,,"becoming",0,"by end of period",,3,
"18Oct2001_14.prn","2","wind10M",0,15,135.00,12,18,0,0,0,0,0,,,0,,,0,
"18Oct2001_14.prn","2","wind10M",1,6,123.75,12,18,0,0,0,0,0,,"backing",0,,,3,
"18Oct2001_14.prn","3","wind10M",0,6,123.75,12,18,0,0,0,0,0,,,0,,,0,
"18Oct2001_14.prn","3","wind10M",1,24,123.75,8,12,0,0,0,0,0,,"easing",0,,,4,
"18Oct2001_14.prn","4","wind10M",0,0,123.75,8,12,0,0,0,0,0,,,0,,,0,
"18Oct2001_14.prn","4","wind10M",1,9,157.50,18,22,0,0,0,0,0,,"veering",0,"during morning",,4,
"18Sep2000_04.prn","2","wind10M",0,6,157.50,22,28,0,0,0,0,0,,,0,,,0,
"18Sep2000_04.prn","2","wind10M",1,15,157.50,26,32,0,0,1,0,0,,"increasing",0,"mid period",,3,
"18Sep2000_04.prn","3","wind10M",0,0,157.50,22,28,0,0,0,0,0,,,0,,,0,
"18Sep2000_04.prn","3","wind10M",1,15,135.00,18,22,0,0,0,0,0,,"backing",0,"by mid afternoon",,3,
"18Sep2000_04.prn","3","wind10M",2,24,135.00,22,28,0,0,0,0,0,,"freshening",0,"later",",",10,
"18Sep2000_04.prn","4","wind10M",0,0,135.00,22,28,0,0,0,0,0,,,0,,,0,
"18Sep2000_04.prn","4","wind10M",1,24,135.00,16,20,0,0,0,0,0,"gradually","easing",0,,,3,
"18Sep2000_16.prn","2","wind10M",0,15,157.50,32,36,0,0,0,1,0,,,0,,,0,45
"18Sep2000_16.prn","2","wind10M",1,24,157.50,22,26,0,0,0,0,0,,"decreasing",0,"tonight",,5,
"18Sep2000_16.prn","3","wind10M",0,6,157.50,22,26,0,0,0,0,0,,,0,,,0,
"18Sep2000_16.prn","3","wind10M",1,9,135.00,18,22,0,0,0,0,0,,"backing",0,"in morning",,3,
"18Sep2000_16.prn","3","wind10M",2,21,135.00,22,26,0,0,0,0,0,,"rising",0,"in evening","then",10,
"18Sep2000_16.prn","4","wind10M",0,0,112.50,22,26,0,0,0,0,0,,,0,,,0,
"18Sep2001_03.prn","2","wind10M",0,6,22.50,6,10,0,0,0,0,0,,,0,,,0,
"18Sep2001_03.prn","2","wind10M",1,18,45.00,14,18,0,0,0,0,0,,"veering",0,"by late afternoon",,3,
"18Sep2001_03.prn","3","wind10M",0,0,45.00,14,18,0,0,0,0,0,,,0,,,0,
"18Sep2001_03.prn","3","wind10M",1,-99,67.50,14,18,0,0,0,0,0,,"veering",0,,,3,
"18Sep2001_03.prn","3","wind10M",2,24,-99.00,2,6,0,0,0,0,0,,"falling",0,"by late evening","then",5,
"18Sep2001_03.prn","4","wind10M",0,0,-99.00,2,6,0,0,0,0,0,,,0,,,0,
"18Sep2001_03.prn","4","wind10M",1,3,315.00,2,6,0,0,0,0,0,,"setting",0,"soon",,3,
"18Sep2001_03.prn","4","wind10M",2,18,337.50,8,12,0,0,0,0,0,,"veering and increasing",0,"by evening","then",6,
"18Sep2001_16.prn","2","wind10M",0,15,45.00,14,18,0,0,0,0,0,,,0,,,0,
"18Sep2001_16.prn","2","wind10M",1,24,45.00,10,14,0,0,0,0,0,"gradually","decreasing",0,"tonight",,3,
"18Sep2001_16.prn","3","wind10M",0,6,45.00,10,14,0,0,0,0,0,,,0,,,0,
"18Sep2001_16.prn","3","wind10M",1,21,157.50,5,10,0,0,0,0,0,,"veering",0,"in evening",,3,
"19Apr2001_01.prn","2","wind10M",0,6,22.50,22,28,0,0,0,0,0,,,0,,,0,
"19Apr2001_01.prn","2","wind10M",1,24,22.50,14,18,0,0,0,0,0,"gradually","decreasing",0,"by end of period",,3,
"19Apr2001_01.prn","3","wind10M",0,0,22.50,14,18,0,0,0,0,0,,,0,,,0,
"19Apr2001_01.prn","3","wind10M",1,15,67.50,0,8,0,0,0,0,0,,"veering",0,"by mid afternoon",,3,
"19Apr2001_01.prn","3","wind10M",2,24,180.00,10,14,0,0,0,0,0,,"veering",1,"by midnight",", then",12,
"19Apr2001_01.prn","4","wind10M",0,0,180.00,10,14,0,0,0,0,0,,,0,,,0,
"19Apr2001_01.prn","4","wind10M",1,12,202.50,15,20,0,0,0,0,0,,"veering",0,"by midday",,3,
"19Apr2001_01.prn","4","wind10M",2,24,180.00,18,22,0,0,0,0,0,,"backing",0,"later",",",9,
"19Apr2001_14.prn","2","wind10M",0,15,11.25,18,22,0,0,0,0,0,,,0,,,0,
"19Apr2001_14.prn","2","wind10M",1,6,11.25,12,15,0,0,0,0,0,,"easing",0,"overnight",,4,
"19Apr2001_14.prn","3","wind10M",0,6,11.25,12,15,0,0,0,0,0,,,0,,,0,
"19Apr2001_14.prn","3","wind10M",1,9,11.25,0,8,0,0,0,0,0,,"easing",0,"soon",,4,
"19Apr2001_14.prn","3","wind10M",2,24,225.00,0,8,0,0,0,0,0,,"backing",0,"later",",",9,
"19Apr2001_14.prn","4","wind10M",0,0,225.00,0,8,0,0,0,0,0,,,0,,,0,
"19Apr2001_14.prn","4","wind10M",1,24,180.00,22,28,0,0,0,0,0,"gradually","increasing",0,,,4,
"19Apr2002_03.prn","2","wind10M",0,6,180.00,5,10,0,0,0,0,0,,,0,,,0,
"19Apr2002_03.prn","2","wind10M",1,21,180.00,10,14,0,0,0,0,0,,"increasing",0,"evening",,3,
"19Apr2002_03.prn","3","wind10M",0,0,180.00,10,14,0,0,0,0,0,,,0,,,0,
"19Apr2002_03.prn","3","wind10M",1,18,180.00,20,24,0,0,0,0,0,,"increasing",0,"by early evening",,3,
"19Apr2002_03.prn","4","wind10M",0,0,180.00,20,24,0,0,0,0,0,,,0,,,0,
"19Apr2002_03.prn","4","wind10M",1,21,180.00,28,32,0,0,0,0,0,,"increasing",0,"in evening",,3,
"19Apr2002_14.prn","2","wind10M",0,15,157.50,0,8,0,0,0,0,0,,,0,,,0,
"19Apr2002_14.prn","2","wind10M",1,6,157.50,10,15,0,0,0,0,0,,"increasing",0,"overnight",,5,
"19Apr2002_14.prn","3","wind10M",0,6,157.50,10,15,0,0,0,0,0,,,0,,,0,
"19Apr2002_14.prn","3","wind10M",1,24,157.50,20,25,0,0,0,0,0,"gradually","increasing",0,,,4,
"19Apr2002_14.prn","4","wind10M",0,0,157.50,20,25,0,0,0,0,0,,,0,,,0,
"19Apr2002_14.prn","4","wind10M",1,24,157.50,28,32,0,0,0,1,0,"gradually","increasing",0,,,4,42
"19Aug2001_14.prn","2","wind10M",0,15,135.00,15,20,0,0,0,0,0,,,0,,,0,
"19Aug2001_14.prn","2","wind10M",1,-99,112.50,22,28,0,0,0,1,0,,"increasing",0,,,3,38
"19Aug2001_14.prn","2","wind10M",2,6,157.50,18,22,0,0,0,0,0,,"veering",0,"later",",",10,
"19Aug2001_14.prn","3","wind10M",0,6,157.50,18,22,0,0,0,0,0,,,0,,,0,
"19Aug2001_14.prn","3","wind10M",1,15,247.50,18,22,0,0,0,0,0,,"veering",0,"during afternoon",,4,
"19Aug2001_14.prn","3","wind10M",2,24,202.50,12,18,0,0,0,0,0,,"backing",0,"later",",",10,
"19Aug2001_14.prn","4","wind10M",0,0,202.50,12,18,0,0,0,0,0,,,0,,,0,
"19Aug2001_14.prn","4","wind10M",1,9,191.25,22,28,0,0,0,0,0,,"increasing",0,"during morning",,4,
"19Dec2000_14.prn","2","wind10M",0,15,157.50,15,20,0,0,0,0,0,,,0,,,0,
"19Dec2000_14.prn","2","wind10M",1,6,157.50,32,38,0,0,0,0,0,"gradually","increasing",0,,,4,
"19Dec2000_14.prn","3","wind10M",0,6,157.50,32,38,0,0,0,0,0,,,0,,,0,
"19Dec2000_14.prn","3","wind10M",1,24,157.50,38,42,0,0,0,0,0,,"increasing",0,,,4,
"19Dec2000_14.prn","4","wind10M",0,0,157.50,38,42,0,0,0,0,0,,,0,,,0,
"19Dec2000_14.prn","4","wind10M",1,24,157.50,18,22,0,0,0,0,0,"gradually","easing",0,,,4,
"19Dec2001_02.prn","2","wind10M",0,6,337.50,34,38,0,0,0,1,0,,,0,,,0,50
"19Dec2001_02.prn","2","wind10M",1,12,0.00,34,38,0,0,0,1,0,,"veering",0,"by midday",,5,50
"19Dec2001_02.prn","2","wind10M",2,24,0.00,20,24,0,0,0,0,0,,"decreasing",0,"later evening","then",9,
"19Dec2001_02.prn","3","wind10M",0,0,0.00,20,24,0,0,0,0,0,,,0,,,0,
"19Dec2001_02.prn","3","wind10M",1,-99,0.00,16,20,0,0,0,0,0,,"easing",0,,,3,
"19Dec2001_02.prn","3","wind10M",2,12,270.00,30,34,0,0,0,0,0,,"backing",0,"by midday","then",6,
"19Dec2001_02.prn","3","wind10M",3,15,315.00,30,34,0,0,0,0,0,,"veering",0,"early pm",",",13,
"19Dec2001_02.prn","3","wind10M",4,24,315.00,40,45,0,0,0,1,0,,"rising",0,,"and",17,60
"19Dec2001_02.prn","4","wind10M",0,0,337.50,40,45,0,0,0,1,0,,,0,,,0,60
"19Dec2001_02.prn","4","wind10M",1,9,22.50,28,32,0,0,0,0,0,,"veering",0,"in morning",,5,
"19Dec2001_02.prn","4","wind10M",2,24,0.00,22,26,0,0,0,0,0,,"backing and easing",0,"later","then",12,
"19Dec2001_14.prn","2","wind10M",0,15,0.00,30,34,0,0,0,1,0,,,0,,,0,45
"19Dec2001_14.prn","2","wind10M",1,24,337.50,16,20,0,0,0,0,0,,"backing",0,"by midnight",,5,
"19Dec2001_14.prn","2","wind10M",2,6,270.00,18,22,0,0,0,0,0,,"backing",1,"by morning",", then",11,
"19Dec2001_14.prn","3","wind10M",0,6,270.00,18,22,0,0,0,0,0,,,0,,,0,
"19Dec2001_14.prn","3","wind10M",1,12,292.50,34,38,0,0,0,0,0,,"veering",0,"by midday",,3,
"19Dec2001_14.prn","3","wind10M",2,18,315.00,38,42,0,0,0,1,0,,"veering",1,"by evening",", then",9,55
"19Dec2001_14.prn","3","wind10M",3,24,337.50,34,38,0,0,0,0,0,,"veering",1,"by midnight",", and",17,
"19Dec2001_14.prn","4","wind10M",0,0,337.50,34,38,0,0,0,1,0,,,0,,,0,50
"19Dec2001_14.prn","4","wind10M",1,12,22.50,26,30,0,0,0,0,0,,"veering",0,"by midday",,5,
"19Dec2001_14.prn","4","wind10M",2,24,0.00,26,30,0,0,0,0,0,,"backing",0,,", then",11,
"19Feb2002_03.prn","2","wind10M",0,6,337.50,28,32,0,0,0,1,0,,,0,,,0,45
"19Feb2002_03.prn","2","wind10M",1,18,45.00,6,10,0,0,0,0,0,,"veering",0,"by late afternoon",,5,
"19Feb2002_03.prn","2","wind10M",2,24,112.50,16,20,0,0,0,0,0,,"veering",0,"by late evening","then",12,
"19Feb2002_03.prn","3","wind10M",0,0,112.50,16,20,0,0,0,0,0,,,0,,,0,
"19Feb2002_03.prn","3","wind10M",1,-99,90.00,28,32,0,0,0,0,0,,"backing",0,,,3,
"19Feb2002_03.prn","3","wind10M",2,24,337.50,8,12,0,0,0,0,0,"gradually","backing",0,"by late evening","then",7,
"19Feb2002_03.prn","4","wind10M",0,0,326.25,8,12,0,0,0,0,0,,,0,,,0,
"19Feb2002_03.prn","4","wind10M",1,12,225.00,26,30,0,0,0,0,0,,"backing",0,"by midday",,4,
"19Feb2002_03.prn","4","wind10M",2,24,292.50,12,16,0,0,0,0,0,,"veering",0,"by late evening","then",10,
"19Feb2002_14.prn","2","wind10M",0,15,337.50,20,24,0,0,0,1,1,,,0,,,0,35
"19Feb2002_14.prn","2","wind10M",1,21,112.50,6,12,0,0,0,0,0,,"veering",0,"evening",,8,
"19Feb2002_14.prn","2","wind10M",2,3,112.50,20,24,0,0,0,0,0,,"rising",0,"after midnight","then",14,
"19Feb2002_14.prn","3","wind10M",0,6,112.50,20,24,0,0,0,0,0,,,0,,,0,
"19Feb2002_14.prn","3","wind10M",1,9,45.00,24,28,0,0,0,0,0,,"backing",0,"in morning",,3,
"19Feb2002_14.prn","3","wind10M",2,24,337.50,12,16,0,0,0,0,0,,"backing and easing",0,"later in evening",",",10,
"19Feb2002_14.prn","4","wind10M",0,0,337.50,12,16,0,0,0,0,0,,,0,,,0,
"19Feb2002_14.prn","4","wind10M",1,9,202.50,30,34,0,0,0,0,0,,"backing",0,"in morning",,3,
"19Feb2002_14.prn","4","wind10M",2,15,292.50,16,20,0,0,0,0,0,,"veering",0,"early pm",",",10,
"19Feb2002_14.prn","4","wind10M",3,24,45.00,12,16,0,0,0,0,0,,"veering",0,"later","then",16,
"19Jan2001_01.prn","2","wind10M",0,6,157.50,8,12,0,0,0,0,0,,,0,,,0,
"19Jan2001_01.prn","2","wind10M",1,18,157.50,4,8,0,0,0,0,0,,"easing",0,"by evening",,3,
"19Jan2001_01.prn","3","wind10M",0,0,157.50,4,8,0,0,0,0,0,,,0,,,0,
"19Jan2001_01.prn","3","wind10M",1,3,-99.00,2,6,0,0,0,0,0,,,0,"soon",,3,
"19Jan2001_01.prn","3","wind10M",2,15,180.00,6,10,0,0,0,0,0,,"setting",0,"by mid afternoon","then",7,
"19Jan2001_01.prn","3","wind10M",3,24,157.50,18,22,0,0,0,0,0,,"increasing",0,"by late evening",,15,
"19Jan2001_01.prn","4","wind10M",0,0,157.50,18,22,0,0,0,0,0,,,0,,,0,
"19Jan2001_01.prn","4","wind10M",1,12,180.00,36,40,0,0,0,0,0,,"increasing",0,"by midday",,3,
"19Jan2001_01.prn","4","wind10M",2,24,202.50,28,32,0,0,0,0,0,,"veering",0,"by late evening","then",9,
"19Jan2001_16.prn","2","wind10M",0,15,180.00,8,12,0,0,0,0,0,,,0,,,0,
"19Jan2001_16.prn","3","wind10M",0,6,180.00,8,12,0,0,0,0,0,,,0,,,0,
"19Jan2001_16.prn","3","wind10M",1,21,157.50,18,22,0,0,0,0,0,,"backing and rising",0,"in evening",,3,
"19Jan2001_16.prn","4","wind10M",0,0,157.50,18,22,0,0,0,0,0,,,0,,,0,
"19Jan2001_16.prn","4","wind10M",1,12,157.50,32,38,0,0,0,0,0,,"rising",0,"by afternoon",,3,
"19Jul2000.prn","2","wind10M",0,6,292.50,12,16,0,0,0,0,0,,,0,,,0,
"19Jul2000.prn","2","wind10M",1,18,270.00,6,10,0,0,0,0,0,,"backing",0,"by evening",,3,
"19Jul2000.prn","3","wind10M",0,0,258.75,6,10,0,0,0,0,0,,,0,,,0,
"19Jul2000.prn","4","wind10M",0,0,247.50,6,10,0,0,0,0,0,,,0,,,0,
"19Jul2000.prn","4","wind10M",1,3,270.00,8,12,0,0,0,0,0,,,0,"soon",,3,
"19Jul2000.prn","4","wind10M",2,24,337.50,6,10,0,0,0,0,0,"gradually","veering",0,"by late evening","then",7,
"19Jul2001_04.prn","2","wind10M",0,6,22.50,26,30,0,0,0,0,0,,,0,,,0,
"19Jul2001_04.prn","3","wind10M",0,0,22.50,26,30,0,0,0,0,0,,,0,,,0,
"19Jul2001_04.prn","3","wind10M",1,9,22.50,22,26,0,0,0,0,0,,"easing",0,"in morning",,3,
"19Jul2001_04.prn","4","wind10M",0,0,22.50,22,26,0,0,0,0,0,,,0,,,0,
"19Jul2001_04.prn","4","wind10M",1,24,22.50,18,22,0,0,0,0,0,"gradually","easing",0,,,3,
"19Jul2001_13.prn","2","wind10M",0,15,11.25,25,30,0,0,0,0,0,,,0,,,0,
"19Jul2001_13.prn","2","wind10M",1,6,11.25,20,25,0,0,0,0,0,,"easing",0,"overnight",,4,
"19Jul2001_13.prn","3","wind10M",0,6,11.25,20,25,0,0,0,0,0,,,0,,,0,
"19Jul2001_13.prn","3","wind10M",1,24,45.00,20,25,0,0,0,0,0,,"becoming",0,,,4,
"19Jul2001_13.prn","4","wind10M",0,0,45.00,20,25,0,0,0,0,0,,,0,,,0,
"19Jul2001_13.prn","4","wind10M",1,18,67.50,10,15,0,0,0,0,0,,"easing",0,"by evening",,3,
"19Jun2001_13.prn","2","wind10M",0,15,180.00,25,30,0,0,0,0,0,,,0,,,0,
"19Jun2001_13.prn","2","wind10M",1,6,202.50,20,25,0,0,0,0,0,,"easing",0,"later",,3,
"19Jun2001_13.prn","3","wind10M",0,6,202.50,20,25,0,0,0,0,0,,,0,,,0,
"19Jun2001_13.prn","3","wind10M",1,24,247.50,8,12,0,0,0,0,0,"steadily","veering",0,,,4,
"19Jun2001_13.prn","4","wind10M",0,0,247.50,8,12,0,0,0,0,0,,,0,,,0,
"19Jun2001_13.prn","4","wind10M",1,24,337.50,8,12,0,0,0,0,0,,"veering",0,"by end of period",,4,
"19Mar2001_02.prn","2","wind10M",0,6,22.50,14,18,0,0,0,0,0,,,0,,,0,
"19Mar2001_02.prn","2","wind10M",1,18,0.00,18,22,0,0,0,1,0,,"backing",0,"by evening",,3,32
"19Mar2001_02.prn","3","wind10M",0,0,0.00,18,22,0,0,0,1,0,,,0,,,0,30
"19Mar2001_02.prn","3","wind10M",1,24,22.50,6,10,0,0,0,0,0,"gradually","veering",0,"by late evening",,5,
"19Mar2001_02.prn","4","wind10M",0,0,22.50,6,10,0,0,0,0,0,,,0,,,0,
"19Mar2001_02.prn","4","wind10M",1,12,67.50,4,8,0,0,0,0,0,"gradually","veering",0,"by afternoon",,3,
"19Mar2001_13.prn","2","wind10M",0,15,22.50,12,16,0,0,0,0,0,,,0,,,0,
"19Mar2001_13.prn","2","wind10M",1,24,0.00,16,20,0,0,0,1,0,,"backing",0,"by midnight",,3,30
"19Mar2001_13.prn","2","wind10M",2,6,0.00,12,16,0,0,0,0,0,,"easing",0,"by morning",", then",11,
"19Mar2001_13.prn","3","wind10M",0,6,0.00,12,16,0,0,0,0,0,,,0,,,0,
"19Mar2001_13.prn","3","wind10M",1,-99,0.00,14,18,0,0,1,0,0,,"freshening",0,,,3,
"19Mar2001_13.prn","4","wind10M",0,0,0.00,12,16,0,0,0,0,0,,,0,,,0,
"19Mar2001_13.prn","4","wind10M",1,12,22.50,10,14,0,0,0,0,0,,"veering",0,"by midday",,3,
"19Mar2001_13.prn","4","wind10M",2,24,45.00,0,8,0,0,0,0,0,,"veering",1,"by midnight",", and",9,
"19Mar2002_02.prn","2","wind10M",0,6,337.50,14,18,0,0,0,0,0,,,0,,,0,
"19Mar2002_02.prn","2","wind10M",1,15,22.50,22,26,0,0,0,1,0,,"veering",0,"by mid afternoon",,3,36
"19Mar2002_02.prn","2","wind10M",2,24,0.00,22,26,0,0,0,1,0,,"backing",0,"by late evening","then",12,36
"19Mar2002_02.prn","3","wind10M",0,0,0.00,22,26,0,0,0,1,0,,,0,,,0,36
"19Mar2002_02.prn","3","wind10M",1,18,0.00,14,18,0,0,0,0,0,,"easing",0,"by evening",,5,
"19Mar2002_02.prn","4","wind10M",0,0,11.25,14,18,0,0,0,0,0,,,0,,,0,
"19Mar2002_02.prn","4","wind10M",1,18,11.25,20,24,0,0,0,1,0,,"increasing",0,"by evening",,4,32
"19Mar2002_13.prn","2","wind10M",0,15,11.25,20,25,0,0,0,0,0,,,0,,,0,
"19Mar2002_13.prn","2","wind10M",1,6,11.25,15,20,0,0,0,0,0,,"easing",0,"overnight",,4,
"19Mar2002_13.prn","3","wind10M",0,6,11.25,15,20,0,0,0,0,0,,,0,,,0,
"19Mar2002_13.prn","3","wind10M",1,24,11.25,12,15,0,0,0,0,0,,"easing",0,,,4,
"19Mar2002_13.prn","4","wind10M",0,0,11.25,12,15,0,0,0,0,0,,,0,,,0,
"19Mar2002_13.prn","4","wind10M",1,24,11.25,15,18,0,0,0,0,0,,"increasing",0,"later",,4,
"19May2001_13.prn","2","wind10M",0,15,247.50,0,10,0,0,0,0,0,,,0,,,0,
"19May2001_13.prn","2","wind10M",1,6,315.00,15,20,0,0,0,0,0,,"veering",0,"later",,5,
"19May2001_13.prn","3","wind10M",0,6,315.00,15,20,0,0,0,0,0,,,0,,,0,
"19May2001_13.prn","3","wind10M",1,24,247.50,0,10,0,0,0,0,0,,"backing and easing",0,,,3,
"19May2001_13.prn","4","wind10M",0,0,247.50,0,10,0,0,0,0,0,,,0,,,0,
"19May2001_13.prn","4","wind10M",1,12,202.50,18,22,0,0,0,0,0,,"backing",0,"by midday",,5,
"19May2001_13.prn","4","wind10M",2,24,247.50,18,22,0,0,0,0,0,,"veering",0,,"then",12,
"19Nov2000_02.prn","2","wind10M",0,6,123.75,16,20,0,0,0,0,0,,,0,,,0,
"19Nov2000_02.prn","3","wind10M",0,0,123.75,16,20,0,0,0,0,0,,,0,,,0,
"19Nov2000_02.prn","3","wind10M",1,3,123.75,20,24,0,0,0,0,0,,,0,"soon",,4,
"19Nov2000_02.prn","3","wind10M",2,24,123.75,14,18,0,0,0,0,0,,"easing",0,"by late evening","then",7,
"19Nov2000_02.prn","4","wind10M",0,0,135.00,14,18,0,0,0,0,0,,,0,,,0,
"19Nov2000_02.prn","4","wind10M",1,12,135.00,20,24,0,0,0,0,0,,"increasing",0,"by midday",,3,
"19Nov2001_02.prn","2","wind10M",0,6,292.50,4,8,0,0,0,0,0,,,0,,,0,
"19Nov2001_02.prn","2","wind10M",1,18,225.00,16,20,0,0,0,0,0,,"backing",0,"by evening",,3,
"19Nov2001_02.prn","3","wind10M",0,0,225.00,16,20,0,0,0,0,0,,,0,,,0,
"19Nov2001_02.prn","3","wind10M",1,12,202.50,34,38,0,0,0,0,0,,"backing",0,"by midday",,3,
"19Nov2001_02.prn","3","wind10M",2,24,247.50,22,26,0,0,0,0,0,,"veering",0,"late evening","then",9,
"19Nov2001_02.prn","4","wind10M",0,0,236.25,22,26,0,0,0,0,0,,,0,,,0,
"19Nov2001_02.prn","4","wind10M",1,24,303.75,26,30,0,0,0,1,0,"gradually","veering",0,"by late evening",,4,40
"19Nov2001_13.prn","2","wind10M",0,15,225.00,10,15,0,0,0,0,0,,,0,,,0,
"19Nov2001_13.prn","2","wind10M",1,6,202.50,28,32,0,0,0,0,0,"steadily","rising",0,,,3,
"19Nov2001_13.prn","3","wind10M",0,6,202.50,28,32,0,0,0,0,0,,,0,,,0,
"19Nov2001_13.prn","3","wind10M",1,9,202.50,30,35,0,0,0,1,0,,,0,"soon",,4,43
"19Nov2001_13.prn","3","wind10M",2,-99,247.50,15,20,0,0,0,0,0,,"veering",0,,"then",11,
"19Nov2001_13.prn","3","wind10M",3,24,225.00,22,28,0,0,0,0,0,,"rising",0,"by end of period",".",18,
"19Nov2001_13.prn","4","wind10M",0,0,225.00,22,28,0,0,0,0,0,,,0,,,0,
"19Nov2001_13.prn","4","wind10M",1,12,270.00,32,38,0,0,0,1,0,,"veering",0,"by midday",,3,48
"19Nov2001_13.prn","4","wind10M",2,24,315.00,32,38,0,0,0,1,0,,"veering",1,"later","and",11,48
"19Oct2000_04.prn","2","wind10M",0,6,202.50,22,26,0,0,0,1,0,,,0,,,0,38
"19Oct2000_04.prn","2","wind10M",1,21,202.50,18,22,0,0,0,0,0,,"easing",0,"evening",,5,
"19Oct2000_04.prn","3","wind10M",0,0,202.50,18,22,0,0,0,0,0,,,0,,,0,
"19Oct2000_04.prn","3","wind10M",1,9,180.00,18,22,0,0,0,0,0,,"backing",0,"in morning",,3,
"19Oct2000_04.prn","3","wind10M",2,21,157.50,24,28,0,0,0,0,0,,"backing and rising",0,"in evening","then",8,
"19Oct2000_04.prn","4","wind10M",0,0,157.50,24,28,0,0,0,0,0,,,0,,,0,
"19Oct2000_04.prn","4","wind10M",1,-99,157.50,32,36,0,0,1,0,0,,"rising",0,,,3,
"19Oct2000_04.prn","4","wind10M",2,12,180.00,22,26,0,0,0,0,0,,"veering",0,"by midday","then",9,
"19Oct2000_04.prn","4","wind10M",3,24,225.00,26,30,0,0,0,1,0,,"veering",0,"later",",",16,40
"19Oct2000_14.prn","2","wind10M",0,15,202.50,15,20,0,0,0,0,0,,,0,,,0,
"19Oct2000_14.prn","2","wind10M",1,6,202.50,18,22,0,0,0,0,0,,"becoming",0,,,4,
