"filename","starttime","forecasttime","ftype"
"17Jan2001_21.mmo",17/1/2001 12:00:00,17/1/2001 12:00:00,"normal"
"17Jan2002_08.mmo",17/1/2002 01:00:00,17/1/2002 03:00:00,"normal"
"17Jan2002_21.mmo",17/1/2002 12:00:00,17/1/2002 12:00:00,"normal"
"17Jul2000.mmo",17/7/2000 13:00:00,17/7/2000 13:00:00,"normal"
"17Jul2001_09.mmo",17/7/2001 02:00:00,17/7/2001 04:00:00,"normal"
"17Jul2001_21.mmo",17/7/2001 13:00:00,17/7/2001 13:00:00,"normal"
"17Jun2000.mmo",17/6/2000 13:00:00,17/6/2000 13:00:00,"normal"
"17Jun2001_09.mmo",17/6/2001 02:00:00,17/6/2001 04:00:00,"normal"
"17Jun2001_21.mmo",17/6/2001 13:00:00,17/6/2001 13:00:00,"normal"
"17Mar2001_10.mmo",17/3/2001 01:00:00,17/3/2001 03:00:00,"normal"
"17Mar2001_21.mmo",17/3/2001 12:00:00,17/3/2001 12:00:00,"normal"
"17Mar2002_08.mmo",17/3/2002 01:00:00,17/3/2002 03:00:00,"normal"
"17Mar2002_20.mmo",17/3/2002 12:00:00,17/3/2002 12:00:00,"normal"
"17May2001_09.mmo",17/5/2001 02:00:00,17/5/2001 04:00:00,"normal"
"17May2001_21.mmo",17/5/2001 13:00:00,17/5/2001 13:00:00,"normal"
"17Nov2000_08.mmo",17/11/2000 01:00:00,17/11/2000 03:00:00,"normal"
"17Nov2000_21.mmo",17/11/2000 12:00:00,17/11/2000 12:00:00,"normal"
"17Nov2001_09.mmo",17/11/2001 01:00:00,17/11/2001 03:00:00,"normal"
"17Nov2001_21.mmo",17/11/2001 12:00:00,17/11/2001 12:00:00,"normal"
"17Oct2000_09.mmo",17/10/2000 02:00:00,17/10/2000 04:00:00,"normal"
"17Oct2001_08.mmo",17/10/2001 02:00:00,17/10/2001 04:00:00,"normal"
"17Oct2001_21.mmo",17/10/2001 13:00:00,17/10/2001 13:00:00,"normal"
"17Sep2000_09.mmo",17/9/2000 02:00:00,17/9/2000 04:00:00,"normal"
"17Sep2000_23.mmo",17/9/2000 13:00:00,17/9/2000 13:00:00,"normal"
"17Sep2001_09.mmo",17/9/2001 02:00:00,17/9/2001 04:00:00,"normal"
"17Sep2001_21.mmo",17/9/2001 13:00:00,17/9/2001 13:00:00,"normal"
"18Apr2001_09.mmo",18/4/2001 02:00:00,18/4/2001 04:00:00,"normal"
"18Apr2001_22.mmo",18/4/2001 13:00:00,18/4/2001 13:00:00,"normal"
"18Apr2002_01.mmo",18/4/2002 02:00:00,18/4/2002 04:00:00,"normal"
"18Apr2002_09.mmo",18/4/2002 02:00:00,18/4/2002 04:00:00,"duplicate"
"18Apr2002_21.mmo",18/4/2002 13:00:00,18/4/2002 13:00:00,"normal"
"18Aug2000_00.mmo",17/8/2000 13:00:00,17/8/2000 13:00:00,"normal"
"18Aug2000_09.mmo",18/8/2000 02:00:00,18/8/2000 04:00:00,"normal"
"18Aug2000_23.mmo",18/8/2000 13:00:00,18/8/2000 13:00:00,"normal"
"18Aug2001_09.mmo",18/8/2001 02:00:00,18/8/2001 04:00:00,"normal"
"18Aug2001_22.mmo",18/8/2001 13:00:00,18/8/2001 13:00:00,"normal"
"18Dec2000_09.mmo",18/12/2000 01:00:00,18/12/2000 03:00:00,"normal"
"18Dec2000_21.mmo",18/12/2000 12:00:00,18/12/2000 12:00:00,"normal"
"18Dec2001_09.mmo",18/12/2001 01:00:00,18/12/2001 03:00:00,"normal"
"18Dec2001_20.mmo",18/12/2001 12:00:00,18/12/2001 12:00:00,"normal"
"18Feb2001_09.mmo",18/2/2001 01:00:00,18/2/2001 03:00:00,"normal"
"18Feb2001_21.mmo",18/2/2001 12:00:00,18/2/2001 12:00:00,"normal"
"18Feb2002_08.mmo",18/2/2002 01:00:00,18/2/2002 03:00:00,"normal"
"18Feb2002_20.mmo",18/2/2002 12:00:00,18/2/2002 12:00:00,"normal"
"18Jan2001_21.mmo",18/1/2001 12:00:00,18/1/2001 12:00:00,"normal"
"18Jan2002_08.mmo",18/1/2002 01:00:00,18/1/2002 03:00:00,"normal"
"18Jan2002_20.mmo",18/1/2002 12:00:00,18/1/2002 12:00:00,"normal"
"18Jul2001_09.mmo",18/7/2001 02:00:00,18/7/2001 04:00:00,"normal"
"18Jun2000.mmo",18/6/2000 13:00:00,18/6/2000 13:00:00,"normal"
"18Jun2001_09.mmo",18/6/2001 02:00:00,18/6/2001 04:00:00,"normal"
"18Jun2001_22.mmo",18/6/2001 13:00:00,18/6/2001 13:00:00,"normal"
"18Mar2001_10.mmo",18/3/2001 01:00:00,18/3/2001 03:00:00,"normal"
"18Mar2001_21.mmo",18/3/2001 12:00:00,18/3/2001 12:00:00,"normal"
"18Mar2002_08.mmo",18/3/2002 01:00:00,18/3/2002 03:00:00,"normal"
"18Mar2002_20.mmo",18/3/2002 12:00:00,18/3/2002 12:00:00,"normal"
"18May2001_09.mmo",18/5/2001 02:00:00,18/5/2001 04:00:00,"normal"
"18May2001_21.mmo",18/5/2001 13:00:00,18/5/2001 13:00:00,"normal"
"18Nov2000_10.mmo",18/11/2000 01:00:00,18/11/2000 03:00:00,"normal"
"18Nov2000_21.mmo",18/11/2000 12:00:00,18/11/2000 12:00:00,"normal"
"18Nov2001_09.mmo",18/11/2001 01:00:00,18/11/2001 03:00:00,"normal"
"18Nov2001_20.mmo",18/11/2001 12:00:00,18/11/2001 12:00:00,"normal"
"18Oct2000_00.mmo",17/10/2000 13:00:00,17/10/2000 13:00:00,"normal"
"18Oct2000_09.mmo",18/10/2000 02:00:00,18/10/2000 04:00:00,"normal"
"18Oct2000_22.mmo",18/10/2000 13:00:00,18/10/2000 13:00:00,"normal"
"18Oct2001_08.mmo",18/10/2001 02:00:00,18/10/2001 04:00:00,"normal"
"18Oct2001_21.mmo",18/10/2001 13:00:00,18/10/2001 13:00:00,"normal"
"18Sep2000_09.mmo",18/9/2000 02:00:00,18/9/2000 04:00:00,"normal"
"18Sep2000_23.mmo",18/9/2000 13:00:00,18/9/2000 13:00:00,"normal"
"18Sep2001_09.mmo",18/9/2001 02:00:00,18/9/2001 04:00:00,"normal"
"19Apr2001_22.mmo",19/4/2001 13:00:00,19/4/2001 13:00:00,"normal"
"19Apr2002_09.mmo",19/4/2002 02:00:00,19/4/2002 04:00:00,"normal"
"19Apr2002_21.mmo",19/4/2002 13:00:00,19/4/2002 13:00:00,"normal"
"19Aug2000_09.mmo",19/8/2000 02:00:00,19/8/2000 04:00:00,"normal"
"19Aug2001_09.mmo",19/8/2001 02:00:00,19/8/2001 04:00:00,"normal"
"19Aug2001_21.mmo",19/8/2001 13:00:00,19/8/2001 13:00:00,"normal"
"19Dec2000_09.mmo",19/12/2000 01:00:00,19/12/2000 03:00:00,"normal"
"19Dec2000_21.mmo",19/12/2000 12:00:00,19/12/2000 12:00:00,"normal"
"19Dec2001_09.mmo",19/12/2001 01:00:00,19/12/2001 03:00:00,"normal"
"19Dec2001_21.mmo",19/12/2001 12:00:00,19/12/2001 12:00:00,"normal"
"19Feb2001_09.mmo",19/2/2001 01:00:00,19/2/2001 03:00:00,"normal"
"19Feb2001_21.mmo",19/2/2001 12:00:00,19/2/2001 12:00:00,"normal"
"19Feb2002_09.mmo",19/2/2002 01:00:00,19/2/2002 03:00:00,"normal"
"19Feb2002_21.mmo",19/2/2002 12:00:00,19/2/2002 12:00:00,"normal"
"19Jan2001_09.mmo",19/1/2001 01:00:00,19/1/2001 03:00:00,"normal"
"19Jan2001_21.mmo",19/1/2001 12:00:00,19/1/2001 12:00:00,"normal"
"19Jul2000.mmo",18/7/2000 13:00:00,18/7/2000 13:00:00,"normal"
"19Jul2001_09.mmo",19/7/2001 02:00:00,19/7/2001 04:00:00,"normal"
"19Jul2001_21.mmo",19/7/2001 13:00:00,19/7/2001 13:00:00,"normal"
"19Jun2000.mmo",19/6/2000 13:00:00,19/6/2000 13:00:00,"normal"
"19Jun2001_09.mmo",,,"empty"
"19Jun2001_20.mmo",19/6/2001 13:00:00,19/6/2001 13:00:00,"normal"
"19Mar2001_10.mmo",19/3/2001 01:00:00,19/3/2001 03:00:00,"normal"
"19Mar2001_22.mmo",19/3/2001 12:00:00,19/3/2001 12:00:00,"normal"
"19Mar2002_08.mmo",19/3/2002 01:00:00,19/3/2002 03:00:00,"normal"
"19Mar2002_20.mmo",19/3/2002 12:00:00,19/3/2002 12:00:00,"normal"
"19May2001_09.mmo",19/5/2001 02:00:00,19/5/2001 04:00:00,"normal"
"19May2001_21.mmo",19/5/2001 13:00:00,19/5/2001 13:00:00,"normal"
"19Nov2000_09.mmo",19/11/2000 01:00:00,19/11/2000 03:00:00,"normal"
"19Nov2000_21.mmo",19/11/2000 12:00:00,19/11/2000 12:00:00,"normal"
"19Nov2001_09.mmo",19/11/2001 01:00:00,19/11/2001 03:00:00,"normal"
"19Nov2001_21.mmo",19/11/2001 12:00:00,19/11/2001 12:00:00,"normal"
"19Oct2000_09.mmo",19/10/2000 02:00:00,19/10/2000 04:00:00,"normal"
"19Oct2001_09.mmo",19/10/2001 02:00:00,19/10/2001 04:00:00,"normal"
"19Oct2001_21.mmo",19/10/2001 13:00:00,19/10/2001 13:00:00,"normal"
"19Sep2000_09.mmo",19/9/2000 02:00:00,19/9/2000 04:00:00,"normal"
"19Sep2000_22.mmo",19/9/2000 13:00:00,19/9/2000 13:00:00,"normal"
"19Sep2001_09.mmo",19/9/2001 02:00:00,19/9/2001 04:00:00,"normal"
"19Sep2001_21.mmo",19/9/2001 13:00:00,19/9/2001 13:00:00,"normal"
"1Apr2001_09.mmo",1/4/2001 02:00:00,1/4/2001 04:00:00,"normal"
"1Apr2001_22.mmo",1/4/2001 13:00:00,1/4/2001 13:00:00,"normal"
"1Apr2002_09.mmo",1/4/2002 02:00:00,1/4/2002 04:00:00,"normal"
"1Apr2002_21.mmo",1/4/2002 13:00:00,1/4/2002 13:00:00,"normal"
"1Aug2000_09.mmo",1/8/2000 02:00:00,1/8/2000 04:00:00,"normal"
"1Aug2000_23.mmo",1/8/2000 13:00:00,1/8/2000 13:00:00,"normal"
"1Aug2001_09.mmo",1/8/2001 02:00:00,1/8/2001 04:00:00,"normal"
"1Aug2001_22.mmo",1/8/2001 13:00:00,1/8/2001 13:00:00,"normal"
"1Dec2000_08.mmo",1/12/2000 01:00:00,1/12/2000 03:00:00,"normal"
"1Dec2000_21.mmo",1/12/2000 12:00:00,1/12/2000 12:00:00,"normal"
"1Dec2001_09.mmo",1/12/2001 01:00:00,1/12/2001 03:00:00,"normal"
"1Dec2001_21.mmo",1/12/2001 12:00:00,1/12/2001 12:00:00,"normal"
"1Feb2001_09.mmo",1/2/2001 01:00:00,1/2/2001 03:00:00,"normal"
"1Feb2001_21.mmo",1/2/2001 12:00:00,1/2/2001 12:00:00,"normal"
"1Feb2002_08.mmo",1/2/2002 01:00:00,1/2/2002 03:00:00,"normal"
"1Feb2002_20.mmo",1/2/2002 12:00:00,1/2/2002 12:00:00,"normal"
"1Jan2001_09.mmo",1/1/2001 01:00:00,1/1/2001 03:00:00,"normal"
"1Jan2001_21.mmo",1/1/2001 12:00:00,1/1/2001 12:00:00,"normal"
"1Jan2002_09.mmo",1/1/2002 01:00:00,1/1/2002 03:00:00,"normal"
"1Jan2002_20.mmo",1/1/2002 12:00:00,1/1/2002 12:00:00,"normal"
"1Jul2000.mmo",1/7/2000 13:00:00,1/7/2000 13:00:00,"normal"
"1Jul2001_09.mmo",1/7/2001 02:00:00,1/7/2001 04:00:00,"normal"
"1Jul2001_21.mmo",1/7/2001 13:00:00,1/7/2001 13:00:00,"normal"
"1Jun2001_09.mmo",1/6/2001 02:00:00,1/6/2001 04:00:00,"normal"
"1Jun2001_21.mmo",1/6/2001 13:00:00,1/6/2001 13:00:00,"normal"
"1Mar2001_09.mmo",1/3/2001 01:00:00,1/3/2001 03:00:00,"normal"
"1Mar2001_21.mmo",1/3/2001 12:00:00,1/3/2001 12:00:00,"normal"
"1Mar2002_09.mmo",1/3/2002 01:00:00,1/3/2002 03:00:00,"normal"
"1Mar2002_21.mmo",1/3/2002 12:00:00,1/3/2002 12:00:00,"normal"
"1May2001_09.mmo",1/5/2001 02:00:00,1/5/2001 04:00:00,"normal"
"1May2001_21.mmo",1/5/2001 13:00:00,1/5/2001 13:00:00,"normal"
"1May2002_09.mmo",1/5/2002 02:00:00,1/5/2002 04:00:00,"normal"
"1May2002_21.mmo",1/5/2002 13:00:00,1/5/2002 13:00:00,"normal"
"1Nov2000_10.mmo",1/11/2000 01:00:00,1/11/2000 03:00:00,"normal"
"1Nov2000_21.mmo",1/11/2000 12:00:00,1/11/2000 12:00:00,"normal"
"1Nov2001_08.mmo",1/11/2001 01:00:00,1/11/2001 03:00:00,"normal"
"1Nov2001_21.mmo",1/11/2001 12:00:00,1/11/2001 12:00:00,"normal"
"1Oct2000_00.mmo",30/9/2000 13:00:00,30/9/2000 13:00:00,"normal"
"1Oct2000_10.mmo",1/10/2000 02:00:00,1/10/2000 04:00:00,"normal"
"1Oct2000_23.mmo",1/10/2000 13:00:00,1/10/2000 13:00:00,"normal"
"1Oct2001_09.mmo",1/10/2001 02:00:00,1/10/2001 04:00:00,"normal"
"1Oct2001_21.mmo",1/10/2001 13:00:00,1/10/2001 13:00:00,"normal"
"1Sep2000_11.mmo",1/9/2000 02:00:00,1/9/2000 04:00:00,"normal"
"1Sep2001_09.mmo",1/9/2001 02:00:00,1/9/2001 04:00:00,"normal"
"1Sep2001_21.mmo",1/9/2001 13:00:00,1/9/2001 13:00:00,"normal"
"20Apr2001_09.mmo",20/4/2001 02:00:00,20/4/2001 04:00:00,"normal"
"20Apr2001_22.mmo",20/4/2001 13:00:00,20/4/2001 13:00:00,"normal"
"20Apr2002_09.mmo",20/4/2002 02:00:00,20/4/2002 04:00:00,"normal"
"20Apr2002_21.mmo",20/4/2002 13:00:00,20/4/2002 13:00:00,"normal"
"20Aug2000_00.mmo",19/8/2000 13:00:00,19/8/2000 13:00:00,"normal"
"20Aug2000_09.mmo",20/8/2000 02:00:00,20/8/2000 04:00:00,"normal"
"20Aug2000_23.mmo",20/8/2000 13:00:00,20/8/2000 13:00:00,"normal"
"20Aug2001_09.mmo",20/8/2001 02:00:00,20/8/2001 04:00:00,"normal"
"20Aug2001_21.mmo",20/8/2001 13:00:00,20/8/2001 13:00:00,"normal"
"20Dec2000_09.mmo",20/12/2000 01:00:00,20/12/2000 03:00:00,"normal"
"20Dec2000_21.mmo",20/12/2000 12:00:00,20/12/2000 12:00:00,"normal"
"20Dec2001_09.mmo",20/12/2001 01:00:00,20/12/2001 03:00:00,"normal"
"20Dec2001_21.mmo",20/12/2001 12:00:00,20/12/2001 12:00:00,"normal"
"20Feb2001_09.mmo",20/2/2001 01:00:00,20/2/2001 03:00:00,"normal"
"20Feb2001_21.mmo",20/2/2001 12:00:00,20/2/2001 12:00:00,"normal"
"20Feb2002_08.mmo",20/2/2002 01:00:00,20/2/2002 03:00:00,"normal"
"20Jan2001_10.mmo",20/1/2001 01:00:00,20/1/2001 03:00:00,"normal"
"20Jan2001_21.mmo",20/1/2001 12:00:00,20/1/2001 12:00:00,"normal"
"20Jan2002_21.mmo",20/1/2002 12:00:00,20/1/2002 12:00:00,"normal"
"20Jul2000_2.mmo",19/7/2000 02:00:00,19/7/2000 04:00:00,"normal"
"20Jul2000_23.mmo",20/7/2000 13:00:00,20/7/2000 13:00:00,"normal"
"20Jul2001_09.mmo",20/7/2001 02:00:00,20/7/2001 04:00:00,"normal"
"20Jul2001_21.mmo",20/7/2001 13:00:00,20/7/2001 13:00:00,"normal"
"20Jun2000.mmo",20/6/2000 13:00:00,20/6/2000 13:00:00,"normal"
"20Jun2001_09.mmo",20/6/2001 02:00:00,20/6/2001 04:00:00,"normal"
"20Jun2001_22.mmo",20/6/2001 13:00:00,20/6/2001 13:00:00,"normal"
"20Mar2001_10.mmo",20/3/2001 01:00:00,20/3/2001 03:00:00,"normal"
"20Mar2001_21.mmo",20/3/2001 12:00:00,20/3/2001 12:00:00,"normal"
"20Mar2002_08.mmo",20/3/2002 01:00:00,20/3/2002 03:00:00,"normal"
"20Mar2002_20.mmo",20/3/2002 12:00:00,20/3/2002 12:00:00,"normal"
"20May2001_09.mmo",20/5/2001 02:00:00,20/5/2001 04:00:00,"normal"
"20May2001_21.mmo",20/5/2001 13:00:00,20/5/2001 13:00:00,"normal"
"20Nov2000_09.mmo",20/11/2000 01:00:00,20/11/2000 03:00:00,"normal"
"20Nov2000_21.mmo",20/11/2000 12:00:00,20/11/2000 12:00:00,"normal"
"20Nov2001_08.mmo",20/11/2001 01:00:00,20/11/2001 03:00:00,"normal"
"20Nov2001_21.mmo",20/11/2001 12:00:00,20/11/2001 12:00:00,"normal"
"20Oct2000_00.mmo",19/10/2000 13:00:00,19/10/2000 13:00:00,"normal"
"20Oct2000_09.mmo",20/10/2000 02:00:00,20/10/2000 04:00:00,"normal"
"20Oct2000_23.mmo",20/10/2000 13:00:00,20/10/2000 13:00:00,"normal"
"20Oct2001_09.mmo",20/10/2001 02:00:00,20/10/2001 04:00:00,"normal"
"20Oct2001_21.mmo",20/10/2001 13:00:00,20/10/2001 13:00:00,"normal"
"20Sep2000_09.mmo",20/9/2000 02:00:00,20/9/2000 04:00:00,"normal"
"20Sep2000_23.mmo",20/9/2000 13:00:00,20/9/2000 13:00:00,"normal"
"20Sep2001_09.mmo",20/9/2001 02:00:00,20/9/2001 04:00:00,"normal"
"20Sep2001_21.mmo",20/9/2001 13:00:00,20/9/2001 13:00:00,"normal"
"21Apr2001_10.mmo",21/4/2001 02:00:00,21/4/2001 04:00:00,"normal"
"21Apr2002_10.mmo",21/4/2002 02:00:00,21/4/2002 04:00:00,"normal"
"21Apr2002_21.mmo",21/4/2002 13:00:00,21/4/2002 13:00:00,"normal"
"21Aug2000_09.mmo",21/8/2000 02:00:00,21/8/2000 04:00:00,"normal"
"21Aug2001_09.mmo",21/8/2001 02:00:00,21/8/2001 04:00:00,"normal"
"21Aug2001_21.mmo",21/8/2001 13:00:00,21/8/2001 13:00:00,"normal"
"21Dec2000_09.mmo",21/12/2000 01:00:00,21/12/2000 03:00:00,"normal"
"21Dec2001_09.mmo",21/12/2001 01:00:00,21/12/2001 03:00:00,"normal"
"21Dec2001_21.mmo",21/12/2001 12:00:00,21/12/2001 12:00:00,"normal"
"21Feb2001_10.mmo",21/2/2001 01:00:00,21/2/2001 03:00:00,"normal"
"21Feb2001_22.mmo",21/2/2001 12:00:00,21/2/2001 12:00:00,"normal"
"21Feb2002_09.mmo",21/2/2002 01:00:00,21/2/2002 03:00:00,"normal"
"21Feb2002_20.mmo",21/2/2002 12:00:00,21/2/2002 12:00:00,"normal"
"21Jan2001_09.mmo",21/1/2001 01:00:00,21/1/2001 03:00:00,"normal"
"21Jan2001_21.mmo",21/1/2001 12:00:00,21/1/2001 12:00:00,"normal"
"21Jan2002_09.mmo",21/1/2002 01:00:00,21/1/2002 03:00:00,"normal"
"21Jan2002_21.mmo",21/1/2002 12:00:00,21/1/2002 12:00:00,"normal"
"21Jul2000_23.mmo",21/7/2000 13:00:00,21/7/2000 13:00:00,"normal"
"21Jul2001_09.mmo",21/7/2001 02:00:00,21/7/2001 04:00:00,"normal"
"21Jul2001_21.mmo",21/7/2001 13:00:00,21/7/2001 13:00:00,"normal"
"21Jun2000.mmo",21/6/2000 13:00:00,21/6/2000 13:00:00,"normal"
"21Jun2001_09.mmo",21/6/2001 02:00:00,21/6/2001 04:00:00,"normal"
"21Jun2001_21.mmo",21/6/2001 13:00:00,21/6/2001 13:00:00,"normal"
"21Mar2001_10.mmo",21/3/2001 01:00:00,21/3/2001 03:00:00,"normal"
"21Mar2001_22.mmo",21/3/2001 12:00:00,21/3/2001 12:00:00,"normal"
"21Mar2002_08.mmo",21/3/2002 01:00:00,21/3/2002 03:00:00,"normal"
"21Mar2002_21.mmo",21/3/2002 12:00:00,21/3/2002 12:00:00,"normal"
"21May2001_09.mmo",21/5/2001 02:00:00,21/5/2001 04:00:00,"normal"
"21May2001_21.mmo",21/5/2001 13:00:00,21/5/2001 13:00:00,"normal"
"21Nov2000_09.mmo",21/11/2000 01:00:00,21/11/2000 03:00:00,"normal"
"21Nov2000_21.mmo",21/11/2000 12:00:00,21/11/2000 12:00:00,"normal"
"21Nov2001_09.mmo",21/11/2001 01:00:00,21/11/2001 03:00:00,"normal"
"21Nov2001_20.mmo",21/11/2001 12:00:00,21/11/2001 12:00:00,"normal"
"21Oct2000_09.mmo",21/10/2000 02:00:00,21/10/2000 04:00:00,"normal"
"21Oct2000_23.mmo",21/10/2000 13:00:00,21/10/2000 13:00:00,"normal"
"21Oct2001_09.mmo",21/10/2001 02:00:00,21/10/2001 04:00:00,"normal"
"21Oct2001_21.mmo",21/10/2001 13:00:00,21/10/2001 13:00:00,"normal"
"21Sep2000_09.mmo",21/9/2000 02:00:00,21/9/2000 04:00:00,"normal"
"21Sep2000_23.mmo",21/9/2000 13:00:00,21/9/2000 13:00:00,"normal"
"21Sep2001_09.mmo",21/9/2001 02:00:00,21/9/2001 04:00:00,"normal"
"21Sep2001_21.mmo",21/9/2001 13:00:00,21/9/2001 13:00:00,"normal"
"22Apr2001_22.mmo",22/4/2001 13:00:00,22/4/2001 13:00:00,"normal"
"22Apr2002_10.mmo",22/4/2002 02:00:00,22/4/2002 04:00:00,"normal"
"22Apr2002_21.mmo",22/4/2002 13:00:00,22/4/2002 13:00:00,"normal"
"22Aug2000_00.mmo",21/8/2000 13:00:00,21/8/2000 13:00:00,"normal"
"22Aug2000_10.mmo",22/8/2000 02:00:00,22/8/2000 04:00:00,"normal"
"22Aug2000_23.mmo",22/8/2000 13:00:00,22/8/2000 13:00:00,"normal"
"22Aug2001_09.mmo",22/8/2001 02:00:00,22/8/2001 04:00:00,"normal"
"22Aug2001_21.mmo",22/8/2001 13:00:00,22/8/2001 13:00:00,"normal"
"22Dec2000_01.mmo",22/12/2000 12:00:00,22/12/2000 12:00:00,"normal"
"22Dec2000_10.mmo",22/12/2000 01:00:00,22/12/2000 03:00:00,"normal"
"22Dec2000_12.mmo",22/12/2000 01:00:00,22/12/2000 03:00:00,"duplicate"
"22Dec2000_21.mmo",22/12/2000 12:00:00,22/12/2000 12:00:00,"duplicate"
"22Dec2001_09.mmo",22/12/2001 01:00:00,22/12/2001 03:00:00,"normal"
"22Dec2001_21.mmo",22/12/2001 12:00:00,22/12/2001 12:00:00,"normal"
"22Feb2001_09.mmo",22/2/2001 01:00:00,22/2/2001 03:00:00,"normal"
"22Feb2001_21.mmo",22/2/2001 12:00:00,22/2/2001 12:00:00,"normal"
"22Feb2002_08.mmo",22/2/2002 01:00:00,22/2/2002 03:00:00,"normal"
"22Feb2002_20.mmo",22/2/2002 12:00:00,22/2/2002 12:00:00,"normal"
"22Jan2001_09.mmo",22/1/2001 01:00:00,22/1/2001 03:00:00,"normal"
"22Jan2001_21.mmo",22/1/2001 12:00:00,22/1/2001 12:00:00,"normal"
"22Jan2002_08.mmo",22/1/2002 01:00:00,22/1/2002 03:00:00,"normal"
"22Jan2002_21.mmo",22/1/2002 12:00:00,22/1/2002 12:00:00,"normal"
"22Jul2000_09.mmo",22/7/2000 02:00:00,22/7/2000 04:00:00,"normal"
"22Jul2000_23.mmo",22/7/2000 13:00:00,22/7/2000 13:00:00,"normal"
"22Jul2001_09.mmo",22/7/2001 02:00:00,22/7/2001 04:00:00,"normal"
"22Jul2001_21.mmo",22/7/2001 13:00:00,22/7/2001 13:00:00,"normal"
"22Jun2000.mmo",22/6/2000 13:00:00,22/6/2000 13:00:00,"normal"
"22Jun2001_09.mmo",22/6/2001 02:00:00,22/6/2001 04:00:00,"normal"
"22Mar2001_09.mmo",22/3/2001 01:00:00,22/3/2001 03:00:00,"normal"
"22Mar2001_22.mmo",22/3/2001 12:00:00,22/3/2001 12:00:00,"normal"
"22Mar2002_08.mmo",22/3/2002 01:00:00,22/3/2002 03:00:00,"normal"
"22Mar2002_20.mmo",22/3/2002 12:00:00,22/3/2002 12:00:00,"normal"
"22May2001_09.mmo",22/5/2001 02:00:00,22/5/2001 04:00:00,"normal"
"22May2001_21.mmo",22/5/2001 13:00:00,22/5/2001 13:00:00,"normal"
"22Nov2000_08.mmo",22/11/2000 01:00:00,22/11/2000 03:00:00,"normal"
"22Nov2000_21.mmo",22/11/2000 12:00:00,22/11/2000 12:00:00,"normal"
"22Nov2001_08.mmo",22/11/2001 01:00:00,22/11/2001 03:00:00,"normal"
"22Nov2001_20.mmo",22/11/2001 12:00:00,22/11/2001 12:00:00,"normal"
"22Oct2000_10.mmo",22/10/2000 02:00:00,22/10/2000 04:00:00,"normal"
"22Oct2000_23.mmo",22/10/2000 13:00:00,22/10/2000 13:00:00,"normal"
"22Oct2001_10.mmo",22/10/2001 02:00:00,22/10/2001 04:00:00,"normal"
"22Oct2001_21.mmo",22/10/2001 13:00:00,22/10/2001 13:00:00,"normal"
"22Sep2000_09.mmo",22/9/2000 02:00:00,22/9/2000 04:00:00,"normal"
"22Sep2000_23.mmo",22/9/2000 13:00:00,22/9/2000 13:00:00,"normal"
"22Sep2001_09.mmo",22/9/2001 02:00:00,22/9/2001 04:00:00,"normal"
"22Sep2001_21.mmo",22/9/2001 13:00:00,22/9/2001 13:00:00,"normal"
"23Apr2001_17.mmo",23/4/2001 02:00:00,23/4/2001 04:00:00,"normal"
"23Apr2001_23.mmo",23/4/2001 13:00:00,23/4/2001 13:00:00,"normal"
"23Apr2002_09.mmo",23/4/2002 02:00:00,23/4/2002 04:00:00,"normal"
"23Apr2002_21.mmo",23/4/2002 13:00:00,23/4/2002 13:00:00,"normal"
"23Aug2000_10.mmo",23/8/2000 02:00:00,23/8/2000 04:00:00,"normal"
"23Aug2000_23.mmo",23/8/2000 13:00:00,23/8/2000 13:00:00,"normal"
"23Aug2001_09.mmo",23/8/2001 02:00:00,23/8/2001 04:00:00,"normal"
"23Aug2001_21.mmo",23/8/2001 13:00:00,23/8/2001 13:00:00,"normal"
"23Dec2000_09.mmo",23/12/2000 01:00:00,23/12/2000 03:00:00,"normal"
"23Dec2000_21.mmo",23/12/2000 12:00:00,23/12/2000 12:00:00,"normal"
"23Dec2001_08.mmo",23/12/2001 01:00:00,23/12/2001 03:00:00,"normal"
"23Dec2001_21.mmo",23/12/2001 12:00:00,23/12/2001 12:00:00,"normal"
"23Feb2001_10.mmo",23/2/2001 01:00:00,23/2/2001 03:00:00,"normal"
"23Feb2001_22.mmo",23/2/2001 12:00:00,23/2/2001 12:00:00,"normal"
"23Feb2002_08.mmo",23/2/2002 01:00:00,23/2/2002 03:00:00,"normal"
"23Feb2002_21.mmo",23/2/2002 12:00:00,23/2/2002 12:00:00,"normal"
"23Jan2001_09.mmo",23/1/2001 01:00:00,23/1/2001 03:00:00,"normal"
"23Jan2001_21.mmo",23/1/2001 12:00:00,23/1/2001 12:00:00,"normal"
"23Jan2002_09.mmo",23/1/2002 01:00:00,23/1/2002 03:00:00,"normal"
"23Jan2002_20.mmo",23/1/2002 12:00:00,23/1/2002 12:00:00,"normal"
"23Jul2000_09.mmo",23/7/2000 02:00:00,23/7/2000 04:00:00,"normal"
"23Jul2000_23.mmo",23/7/2000 13:00:00,23/7/2000 13:00:00,"normal"
"23Jul2001_09.mmo",23/7/2001 02:00:00,23/7/2001 04:00:00,"normal"
"23Jul2001_21.mmo",23/7/2001 13:00:00,23/7/2001 13:00:00,"normal"
"23Jun2000.mmo",23/6/2000 13:00:00,23/6/2000 13:00:00,"normal"
"23Mar2001_09.mmo",23/3/2001 01:00:00,23/3/2001 03:00:00,"normal"
"23Mar2001_21.mmo",23/3/2001 12:00:00,23/3/2001 12:00:00,"normal"
