"filename","starttime","forecasttime","ftype"
"18Mar2002_01.tab",18/3/2002 06:00:00,18/3/2002 03:00:00,"normal"
"18Mar2002_13.tab",18/3/2002 18:00:00,18/3/2002 12:00:00,"normal"
"18May2001_14.tab",18/5/2001 19:00:00,18/5/2001 13:00:00,"normal"
"18Nov2000_02.tab",18/11/2000 06:00:00,18/11/2000 03:00:00,"normal"
"18Nov2000_15.tab",18/11/2000 18:00:00,18/11/2000 12:00:00,"normal"
"18Nov2001_03.tab",18/11/2001 06:00:00,18/11/2001 03:00:00,"normal"
"18Nov2001_16.tab",18/11/2001 18:00:00,18/11/2001 12:00:00,"normal"
"18Oct2000_03.tab",18/10/2000 07:00:00,18/10/2000 04:00:00,"normal"
"18Oct2000_13.tab",18/10/2000 19:00:00,18/10/2000 13:00:00,"normal"
"18Oct2001_01.tab",18/10/2001 07:00:00,18/10/2001 04:00:00,"normal"
"18Oct2001_14.tab",18/10/2001 19:00:00,18/10/2001 13:00:00,"normal"
"18Sep2000_04.tab",18/9/2000 07:00:00,18/9/2000 04:00:00,"normal"
"18Sep2000_16.tab",18/9/2000 19:00:00,18/9/2000 13:00:00,"normal"
"18Sep2001_03.tab",18/9/2001 07:00:00,18/9/2001 04:00:00,"normal"
"18Sep2001_16.tab",18/9/2001 19:00:00,18/9/2001 13:00:00,"normal"
"19Apr2001_01.tab",19/4/2001 07:00:00,19/4/2001 04:00:00,"normal"
"19Apr2001_14.tab",19/4/2001 19:00:00,19/4/2001 13:00:00,"normal"
"19Apr2002_03.tab",19/4/2002 07:00:00,19/4/2002 04:00:00,"normal"
"19Apr2002_14.tab",19/4/2002 19:00:00,19/4/2002 13:00:00,"normal"
"19Aug2001_14.tab",19/8/2001 19:00:00,19/8/2001 13:00:00,"normal"
"19Dec2000_14.tab",19/12/2000 18:00:00,19/12/2000 12:00:00,"normal"
"19Dec2001_02.tab",19/12/2001 06:00:00,19/12/2001 03:00:00,"normal"
"19Dec2001_14.tab",19/12/2001 18:00:00,19/12/2001 12:00:00,"normal"
"19Feb2002_03.tab",19/2/2002 06:00:00,19/2/2002 03:00:00,"normal"
"19Feb2002_14.tab",19/2/2002 18:00:00,19/2/2002 12:00:00,"normal"
"19Jan2001_01.tab",19/1/2001 06:00:00,19/1/2001 03:00:00,"normal"
"19Jan2001_16.tab",19/1/2001 18:00:00,19/1/2001 12:00:00,"normal"
"19Jul2000_2.tab",20/7/2000 07:00:00,20/7/2000 04:00:00,"normal"
"19Jul2001_04.tab",19/7/2001 07:00:00,19/7/2001 04:00:00,"normal"
"19Jul2001_13.tab",19/7/2001 19:00:00,19/7/2001 13:00:00,"normal"
"19Jun2000.tab",20/6/2000 07:00:00,20/6/2000 04:00:00,"normal"
"19Jun2001_13.tab",19/6/2001 19:00:00,19/6/2001 13:00:00,"normal"
"19Mar2001_02.tab",19/3/2001 06:00:00,19/3/2001 03:00:00,"normal"
"19Mar2001_13.tab",19/3/2001 18:00:00,19/3/2001 12:00:00,"normal"
"19Mar2002_02.tab",19/3/2002 06:00:00,19/3/2002 03:00:00,"normal"
"19Mar2002_13.tab",19/3/2002 18:00:00,19/3/2002 12:00:00,"normal"
"19May2001_13.tab",19/5/2001 19:00:00,19/5/2001 13:00:00,"normal"
"19Nov2000_02.tab",19/11/2000 06:00:00,19/11/2000 03:00:00,"normal"
"19Nov2001_02.tab",19/11/2001 06:00:00,19/11/2001 03:00:00,"normal"
"19Nov2001_13.tab",19/11/2001 18:00:00,19/11/2001 12:00:00,"normal"
"19Oct2000_04.tab",19/10/2000 07:00:00,19/10/2000 04:00:00,"normal"
"19Oct2000_14.tab",19/10/2000 19:00:00,19/10/2000 13:00:00,"normal"
"19Oct2001_01.tab",19/10/2001 07:00:00,19/10/2001 04:00:00,"normal"
"19Oct2001_14.tab",19/10/2001 19:00:00,19/10/2001 13:00:00,"normal"
"19Sep2000_03.tab",19/9/2000 07:00:00,19/9/2000 04:00:00,"normal"
"19Sep2000_15.tab",19/9/2000 19:00:00,19/9/2000 13:00:00,"normal"
"19Sep2001_03.tab",,,"empty"
"19Sep2001_13.tab",19/9/2001 19:00:00,19/9/2001 13:00:00,"normal"
"1Apr2001_01.tab",1/4/2001 07:00:00,1/4/2001 04:00:00,"normal"
"1Apr2001_15.tab",1/4/2001 19:00:00,1/4/2001 13:00:00,"normal"
"1Apr2002_02.tab",1/4/2002 07:00:00,1/4/2002 04:00:00,"normal"
"1Apr2002_14.tab",1/4/2002 19:00:00,1/4/2002 13:00:00,"normal"
"1Aug2000_12.tab",1/8/2000 19:00:00,1/8/2000 13:00:00,"normal"
"1Aug2000_22.tab",2/8/2000 07:00:00,2/8/2000 04:00:00,"normal"
"1Aug2001_15.tab",1/8/2001 19:00:00,1/8/2001 13:00:00,"normal"
"1Dec2000_03.tab",1/12/2000 06:00:00,1/12/2000 03:00:00,"normal"
"1Dec2000_15.tab",1/12/2000 18:00:00,1/12/2000 12:00:00,"normal"
"1Dec2001_02.tab",1/12/2001 06:00:00,1/12/2001 03:00:00,"normal"
"1Dec2001_14.tab",1/12/2001 18:00:00,1/12/2001 12:00:00,"normal"
"1Feb2001_01.tab",1/2/2001 06:00:00,1/2/2001 03:00:00,"normal"
"1Feb2001_13.tab",1/2/2001 18:00:00,1/2/2001 12:00:00,"normal"
"1Feb2001_23.tab",2/2/2001 06:00:00,2/2/2001 03:00:00,"normal"
"1Feb2002_03.tab",1/2/2002 06:00:00,1/2/2002 03:00:00,"normal"
"1Feb2002_16.tab",1/2/2002 18:00:00,1/2/2002 12:00:00,"normal"
"1Jan2001_01.tab",1/1/2001 06:00:00,1/1/2001 03:00:00,"normal"
"1Jan2001_14.tab",1/1/2001 18:00:00,1/1/2001 12:00:00,"normal"
"1Jul2000.tab",2/7/2000 07:00:00,2/7/2000 04:00:00,"normal"
"1Jul2001_14.tab",1/7/2001 19:00:00,1/7/2001 13:00:00,"normal"
"1Jun2001_15.tab",1/6/2001 19:00:00,1/6/2001 13:00:00,"normal"
"1Mar2001_13.tab",1/3/2001 18:00:00,1/3/2001 12:00:00,"normal"
"1Mar2002_02.tab",1/3/2002 06:00:00,1/3/2002 03:00:00,"normal"
"1Mar2002_13.tab",1/3/2002 18:00:00,1/3/2002 12:00:00,"normal"
"1Mar2002_14.tab",1/3/2002 18:00:00,1/3/2002 12:00:00,"duplicate"
"1Mar2002_18.tab",1/3/2002 18:00:00,1/3/2002 12:00:00,"duplicate"
"1May2001_15.tab",1/5/2001 19:00:00,1/5/2001 13:00:00,"normal"
"1May2002_04.tab",1/5/2002 07:00:00,1/5/2002 04:00:00,"normal"
"1May2002_13.tab",1/5/2002 19:00:00,1/5/2002 13:00:00,"normal"
"1Nov2000_02.tab",1/11/2000 06:00:00,1/11/2000 03:00:00,"normal"
"1Nov2000_15.tab",1/11/2000 18:00:00,1/11/2000 12:00:00,"normal"
"1Nov2001_03.tab",1/11/2001 06:00:00,1/11/2001 03:00:00,"normal"
"1Nov2001_13.tab",1/11/2001 18:00:00,1/11/2001 12:00:00,"normal"
"1Oct2000_03.tab",1/10/2000 07:00:00,1/10/2000 04:00:00,"normal"
"1Oct2000_13.tab",1/10/2000 19:00:00,1/10/2000 13:00:00,"normal"
"1Oct2001_15.tab",1/10/2001 19:00:00,1/10/2001 13:00:00,"normal"
"1Sep2000_03.tab",1/9/2000 07:00:00,1/9/2000 04:00:00,"normal"
"1Sep2000_15.tab",1/9/2000 19:00:00,1/9/2000 13:00:00,"normal"
"1Sep2001_04.tab",1/9/2001 07:00:00,1/9/2001 04:00:00,"normal"
"1Sep2001_13.tab",1/9/2001 19:00:00,1/9/2001 13:00:00,"normal"
"20Apr2001_01.tab",20/4/2001 07:00:00,20/4/2001 04:00:00,"normal"
"20Apr2001_13.tab",20/4/2001 19:00:00,20/4/2001 13:00:00,"normal"
"20Apr2002_04.tab",20/4/2002 07:00:00,20/4/2002 04:00:00,"normal"
"20Apr2002_14.tab",20/4/2002 19:00:00,20/4/2002 13:00:00,"normal"
"20Aug2001_15.tab",20/8/2001 19:00:00,20/8/2001 13:00:00,"normal"
"20Dec2000_01.tab",20/12/2000 06:00:00,20/12/2000 03:00:00,"normal"
"20Dec2000_13.tab",20/12/2000 18:00:00,20/12/2000 12:00:00,"normal"
"20Dec2001_03.tab",20/12/2001 06:00:00,20/12/2001 03:00:00,"normal"
"20Dec2001_14.tab",,,"error"
"20Feb2002_04.tab",20/2/2002 06:00:00,20/2/2002 03:00:00,"normal"
"20Feb2002_14.tab",20/2/2002 18:00:00,20/2/2002 12:00:00,"normal"
"20Jan2001_02.tab",20/1/2001 06:00:00,20/1/2001 03:00:00,"normal"
"20Jan2001_15.tab",,,"empty"
"20Jul2000_2.tab",20/7/2000 19:00:00,20/7/2000 13:00:00,"normal"
"20Jul2000_22.tab",21/7/2000 07:00:00,21/7/2000 04:00:00,"normal"
"20Jul2001_13.tab",20/7/2001 19:00:00,20/7/2001 13:00:00,"normal"
"20Jun2000.tab",21/6/2000 07:00:00,21/6/2000 04:00:00,"normal"
"20Jun2001_14.tab",20/6/2001 19:00:00,20/6/2001 13:00:00,"normal"
"20Mar2001_03.tab",20/3/2001 06:00:00,20/3/2001 03:00:00,"normal"
"20Mar2001_13.tab",,,"empty"
"20Mar2002_02.tab",20/3/2002 06:00:00,20/3/2002 03:00:00,"normal"
"20Mar2002_13.tab",20/3/2002 18:00:00,20/3/2002 12:00:00,"normal"
"20May2001_03.tab",20/5/2001 07:00:00,20/5/2001 04:00:00,"normal"
"20May2001_13.tab",20/5/2001 19:00:00,20/5/2001 13:00:00,"normal"
"20Nov2000_02.tab",20/11/2000 06:00:00,20/11/2000 03:00:00,"normal"
"20Nov2000_15.tab",20/11/2000 18:00:00,20/11/2000 12:00:00,"normal"
"20Nov2001_03.tab",20/11/2001 06:00:00,20/11/2001 03:00:00,"normal"
"20Nov2001_13.tab",20/11/2001 18:00:00,20/11/2001 12:00:00,"normal"
"20Oct2000_03.tab",20/10/2000 07:00:00,20/10/2000 04:00:00,"normal"
"20Oct2000_15.tab",20/10/2000 19:00:00,20/10/2000 13:00:00,"normal"
"20Oct2001_03.tab",20/10/2001 07:00:00,20/10/2001 04:00:00,"normal"
"20Oct2001_15.tab",,,"empty"
"20Sep2000_04.tab",20/9/2000 07:00:00,20/9/2000 04:00:00,"normal"
"20Sep2000_15.tab",20/9/2000 19:00:00,20/9/2000 13:00:00,"normal"
"21Apr2001_02.tab",21/4/2001 07:00:00,21/4/2001 04:00:00,"normal"
"21Apr2001_15.tab",21/4/2001 19:00:00,21/4/2001 13:00:00,"normal"
"21Apr2002_04.tab",21/4/2002 07:00:00,21/4/2002 04:00:00,"normal"
"21Apr2002_14.tab",21/4/2002 19:00:00,21/4/2002 13:00:00,"normal"
"21Aug2000_17.tab",21/8/2000 19:00:00,21/8/2000 13:00:00,"normal"
"21Aug2001_13.tab",21/8/2001 19:00:00,21/8/2001 13:00:00,"normal"
"21Dec2000_00.tab",21/12/2000 06:00:00,21/12/2000 03:00:00,"normal"
"21Dec2000_12.tab",21/12/2000 18:00:00,21/12/2000 12:00:00,"normal"
"21Dec2001_02.tab",21/12/2001 06:00:00,21/12/2001 03:00:00,"normal"
"21Dec2001_03.tab",21/12/2001 06:00:00,21/12/2001 03:00:00,"duplicate"
"21Dec2001_14.tab",21/12/2001 18:00:00,21/12/2001 12:00:00,"normal"
"21Feb2002_04.tab",21/2/2002 06:00:00,21/2/2002 03:00:00,"normal"
"21Feb2002_15.tab",21/2/2002 18:00:00,21/2/2002 12:00:00,"normal"
"21Jan2001_03.tab",21/1/2001 06:00:00,21/1/2001 03:00:00,"normal"
"21Jan2001_14.tab",21/1/2001 18:00:00,21/1/2001 12:00:00,"normal"
"21Jul2000_11.tab",21/7/2000 19:00:00,21/7/2000 13:00:00,"normal"
"21Jul2000_22.tab",22/7/2000 07:00:00,22/7/2000 04:00:00,"normal"
"21Jul2001_05.tab",21/7/2001 07:00:00,21/7/2001 04:00:00,"normal"
"21Jul2001_13.tab",21/7/2001 19:00:00,21/7/2001 13:00:00,"normal"
"21Jun2000.tab",22/6/2000 07:00:00,22/6/2000 04:00:00,"normal"
"21Jun2001_14.tab",21/6/2001 19:00:00,21/6/2001 13:00:00,"normal"
"21Mar2001_02.tab",21/3/2001 06:00:00,21/3/2001 03:00:00,"normal"
"21Mar2001_13.tab",21/3/2001 18:00:00,21/3/2001 12:00:00,"normal"
"21Mar2002_02.tab",21/3/2002 06:00:00,21/3/2002 03:00:00,"normal"
"21Mar2002_14.tab",21/3/2002 18:00:00,21/3/2002 12:00:00,"normal"
"21May2001_13.tab",21/5/2001 19:00:00,21/5/2001 13:00:00,"normal"
"21Nov2000_03.tab",21/11/2000 06:00:00,21/11/2000 03:00:00,"normal"
"21Nov2000_15.tab",21/11/2000 18:00:00,21/11/2000 12:00:00,"normal"
"21Nov2001_03.tab",21/11/2001 06:00:00,21/11/2001 03:00:00,"normal"
"21Nov2001_14.tab",21/11/2001 18:00:00,21/11/2001 12:00:00,"normal"
"21Oct2000_03.tab",21/10/2000 07:00:00,21/10/2000 04:00:00,"normal"
"21Oct2000_15.tab",21/10/2000 19:00:00,21/10/2000 13:00:00,"normal"
"21Oct2001_02.tab",21/10/2001 07:00:00,21/10/2001 04:00:00,"normal"
"21Oct2001_15.tab",21/10/2001 19:00:00,21/10/2001 13:00:00,"normal"
"21Sep2000_03.tab",21/9/2000 07:00:00,21/9/2000 04:00:00,"normal"
"21Sep2000_15.tab",21/9/2000 19:00:00,21/9/2000 13:00:00,"normal"
"21Sep2001_15.tab",21/9/2001 19:00:00,21/9/2001 13:00:00,"normal"
"22Apr2002_05.tab",22/4/2002 07:00:00,22/4/2002 04:00:00,"normal"
"22Apr2002_14.tab",22/4/2002 19:00:00,22/4/2002 13:00:00,"normal"
"22Aug2000_02.tab",22/8/2000 07:00:00,22/8/2000 04:00:00,"normal"
"22Aug2000_15.tab",22/8/2000 19:00:00,22/8/2000 13:00:00,"normal"
"22Aug2001_13.tab",22/8/2001 19:00:00,22/8/2001 13:00:00,"normal"
"22Dec2000_02.tab",22/12/2000 06:00:00,22/12/2000 03:00:00,"normal"
"22Dec2000_12.tab",22/12/2000 18:00:00,22/12/2000 12:00:00,"normal"
"22Dec2001_03.tab",22/12/2001 06:00:00,22/12/2001 03:00:00,"normal"
"22Dec2001_13.tab",22/12/2001 18:00:00,22/12/2001 12:00:00,"normal"
"22Feb2002_02.tab",22/2/2002 06:00:00,22/2/2002 03:00:00,"normal"
"22Feb2002_14.tab",22/2/2002 18:00:00,22/2/2002 12:00:00,"normal"
"22Jan2001_02.tab",22/1/2001 06:00:00,22/1/2001 03:00:00,"normal"
"22Jan2001_14.tab",22/1/2001 18:00:00,22/1/2001 12:00:00,"normal"
"22Jan2001_15.tab",22/1/2001 18:00:00,22/1/2001 12:00:00,"duplicate"
"22Jul2000_11.tab",22/7/2000 19:00:00,22/7/2000 13:00:00,"normal"
"22Jul2001_03.tab",22/7/2001 07:00:00,22/7/2001 04:00:00,"normal"
"22Jul2001_13.tab",22/7/2001 19:00:00,22/7/2001 13:00:00,"normal"
"22Jun2000.tab",23/6/2000 07:00:00,23/6/2000 04:00:00,"normal"
"22Jun2001_13.tab",,,"empty"
"22Mar2001_03.tab",22/3/2001 06:00:00,22/3/2001 03:00:00,"normal"
"22Mar2001_12.tab",22/3/2001 18:00:00,22/3/2001 12:00:00,"normal"
"22Mar2002_02.tab",22/3/2002 06:00:00,22/3/2002 03:00:00,"normal"
"22Mar2002_13.tab",22/3/2002 18:00:00,22/3/2002 12:00:00,"normal"
"22May2001_13.tab",22/5/2001 19:00:00,22/5/2001 13:00:00,"normal"
"22Nov2000_03.tab",22/11/2000 06:00:00,22/11/2000 03:00:00,"normal"
"22Nov2000_15.tab",22/11/2000 18:00:00,22/11/2000 12:00:00,"normal"
"22Nov2001_03.tab",22/11/2001 06:00:00,22/11/2001 03:00:00,"normal"
"22Nov2001_13.tab",22/11/2001 18:00:00,22/11/2001 12:00:00,"normal"
"22Oct2000_02.tab",22/10/2000 07:00:00,22/10/2000 04:00:00,"normal"
"22Oct2000_03.tab",22/10/2000 07:00:00,22/10/2000 04:00:00,"duplicate"
"22Oct2000_15.tab",22/10/2000 19:00:00,22/10/2000 13:00:00,"normal"
"22Oct2001_03.tab",22/10/2001 07:00:00,22/10/2001 04:00:00,"normal"
"22Oct2001_15.tab",22/10/2001 19:00:00,22/10/2001 13:00:00,"normal"
"22Sep2000_03.tab",22/9/2000 07:00:00,22/9/2000 04:00:00,"normal"
"22Sep2000_13.tab",22/9/2000 19:00:00,22/9/2000 13:00:00,"normal"
"22Sep2000_14.tab",22/9/2000 19:00:00,22/9/2000 13:00:00,"duplicate"
"22Sep2001_15.tab",22/9/2001 19:00:00,22/9/2001 13:00:00,"normal"
"23Apr2001_15.tab",23/4/2001 19:00:00,23/4/2001 13:00:00,"normal"
"23Apr2002_02.tab",23/4/2002 07:00:00,23/4/2002 04:00:00,"normal"
"23Apr2002_16.tab",23/4/2002 19:00:00,23/4/2002 13:00:00,"normal"
"23Aug2000_02.tab",23/8/2000 07:00:00,23/8/2000 04:00:00,"normal"
"23Aug2000_15.tab",23/8/2000 19:00:00,23/8/2000 13:00:00,"normal"
"23Aug2001_14.tab",23/8/2001 19:00:00,23/8/2001 13:00:00,"normal"
"23Dec2000_02.tab",23/12/2000 06:00:00,23/12/2000 03:00:00,"normal"
"23Dec2000_14.tab",23/12/2000 18:00:00,23/12/2000 12:00:00,"normal"
"23Dec2001_02.tab",23/12/2001 06:00:00,23/12/2001 03:00:00,"normal"
"23Dec2001_13.tab",23/12/2001 18:00:00,23/12/2001 12:00:00,"normal"
"23Feb2002_03.tab",23/2/2002 06:00:00,23/2/2002 03:00:00,"normal"
"23Feb2002_14.tab",23/2/2002 18:00:00,23/2/2002 12:00:00,"normal"
"23Jan2001_02.tab",23/1/2001 06:00:00,23/1/2001 03:00:00,"normal"
"23Jan2001_14.tab",23/1/2001 18:00:00,23/1/2001 12:00:00,"normal"
"23Jul2000_11.tab",23/7/2000 19:00:00,23/7/2000 13:00:00,"normal"
"23Jul2000_22.tab",24/7/2000 07:00:00,24/7/2000 04:00:00,"normal"
"23Jul2001_15.tab",23/7/2001 19:00:00,23/7/2001 13:00:00,"normal"
"23Jun2000.tab",24/6/2000 07:00:00,24/6/2000 04:00:00,"normal"
"23Mar2001_03.tab",23/3/2001 06:00:00,23/3/2001 03:00:00,"normal"
"23Mar2001_13.tab",23/3/2001 18:00:00,23/3/2001 12:00:00,"normal"
"23Mar2002_03.tab",23/3/2002 06:00:00,23/3/2002 03:00:00,"normal"
"23Mar2002_13.tab",23/3/2002 18:00:00,23/3/2002 12:00:00,"normal"
"23May2001_13.tab",23/5/2001 19:00:00,23/5/2001 13:00:00,"normal"
"23Nov2000_03.tab",23/11/2000 06:00:00,23/11/2000 03:00:00,"normal"
"23Nov2000_15.tab",23/11/2000 18:00:00,23/11/2000 12:00:00,"normal"
"23Nov2001_04.tab",23/11/2001 06:00:00,23/11/2001 03:00:00,"normal"
"23Nov2001_14.tab",23/11/2001 18:00:00,23/11/2001 12:00:00,"normal"
"23Oct2000_03.tab",23/10/2000 07:00:00,23/10/2000 04:00:00,"normal"
"23Oct2000_16.tab",23/10/2000 19:00:00,23/10/2000 13:00:00,"normal"
"23Oct2001_04.tab",23/10/2001 07:00:00,23/10/2001 04:00:00,"normal"
"23Oct2001_15.tab",23/10/2001 19:00:00,23/10/2001 13:00:00,"normal"
"23Sep2000_03.tab",23/9/2000 07:00:00,23/9/2000 04:00:00,"normal"
"23Sep2000_15.tab",23/9/2000 19:00:00,23/9/2000 13:00:00,"normal"
"23Sep2001_14.tab",23/9/2001 19:00:00,23/9/2001 13:00:00,"normal"
"24Apr2001_15.tab",24/4/2001 19:00:00,24/4/2001 13:00:00,"normal"
"24Apr2002_03.tab",24/4/2002 07:00:00,24/4/2002 04:00:00,"normal"
"24Apr2002_14.tab",24/4/2002 19:00:00,24/4/2002 13:00:00,"normal"
"24Aug2000_03.tab",24/8/2000 07:00:00,24/8/2000 04:00:00,"normal"
"24Aug2000_14.tab",24/8/2000 19:00:00,24/8/2000 13:00:00,"normal"
"24Aug2001_14.tab",24/8/2001 19:00:00,24/8/2001 13:00:00,"normal"
"24Dec2000_02.tab",24/12/2000 06:00:00,24/12/2000 03:00:00,"normal"
"24Dec2000_15.tab",24/12/2000 18:00:00,24/12/2000 12:00:00,"normal"
"24Dec2001_02.tab",24/12/2001 06:00:00,24/12/2001 03:00:00,"normal"
"24Dec2001_13.tab",24/12/2001 18:00:00,24/12/2001 12:00:00,"normal"
"24Feb2002_03.tab",24/2/2002 06:00:00,24/2/2002 03:00:00,"normal"
"24Feb2002_14.tab",24/2/2002 18:00:00,24/2/2002 12:00:00,"normal"
"24Jan2001_04.tab",24/1/2001 06:00:00,24/1/2001 03:00:00,"normal"
"24Jan2001_14.tab",24/1/2001 18:00:00,24/1/2001 12:00:00,"normal"
"24Jul2000_11.tab",24/7/2000 19:00:00,24/7/2000 13:00:00,"normal"
"24Jul2000_22.tab",25/7/2000 07:00:00,25/7/2000 04:00:00,"normal"
"24Jul2001_14.tab",24/7/2001 19:00:00,24/7/2001 13:00:00,"normal"
"24Jun2000.tab",25/6/2000 07:00:00,25/6/2000 04:00:00,"normal"
"24Mar2001_02.tab",24/3/2001 06:00:00,24/3/2001 03:00:00,"normal"
"24Mar2001_13.tab",24/3/2001 18:00:00,24/3/2001 12:00:00,"normal"
"24Mar2002_01.tab",24/3/2002 06:00:00,24/3/2002 03:00:00,"normal"
"24Mar2002_13.tab",24/3/2002 18:00:00,24/3/2002 12:00:00,"normal"
"24May2001_14.tab",24/5/2001 19:00:00,24/5/2001 13:00:00,"normal"
"24Nov2000_03.tab",24/11/2000 06:00:00,24/11/2000 03:00:00,"normal"
"24Nov2000_15.tab",24/11/2000 18:00:00,24/11/2000 12:00:00,"normal"
"24Nov2001_04.tab",24/11/2001 06:00:00,24/11/2001 03:00:00,"normal"
"24Nov2001_13.tab",24/11/2001 18:00:00,24/11/2001 12:00:00,"normal"
"24Oct2000_04.tab",24/10/2000 07:00:00,24/10/2000 04:00:00,"normal"
"24Oct2000_14.tab",24/10/2000 19:00:00,24/10/2000 13:00:00,"normal"
"24Oct2001_03.tab",24/10/2001 07:00:00,24/10/2001 04:00:00,"normal"
"24Oct2001_15.tab",24/10/2001 19:00:00,24/10/2001 13:00:00,"normal"
"24Sep2000_03.tab",24/9/2000 07:00:00,24/9/2000 04:00:00,"normal"
"24Sep2000_15.tab",24/9/2000 19:00:00,24/9/2000 13:00:00,"normal"
"24Sep2001_13.tab",24/9/2001 19:00:00,24/9/2001 13:00:00,"normal"
"25Apr2001_15.tab",25/4/2001 19:00:00,25/4/2001 13:00:00,"normal"
"25Apr2002_04.tab",25/4/2002 07:00:00,25/4/2002 04:00:00,"normal"
"25Apr2002_14.tab",25/4/2002 19:00:00,25/4/2002 13:00:00,"normal"
"25Aug2000_03.tab",25/8/2000 07:00:00,25/8/2000 04:00:00,"normal"
"25Aug2000_15.tab",25/8/2000 19:00:00,25/8/2000 13:00:00,"normal"
"25Aug2001_16.tab",25/8/2001 19:00:00,25/8/2001 13:00:00,"normal"
"25Dec2000_02.tab",25/12/2000 06:00:00,25/12/2000 03:00:00,"normal"
"25Dec2000_15.tab",25/12/2000 18:00:00,25/12/2000 12:00:00,"normal"
"25Dec2001_02.tab",25/12/2001 06:00:00,25/12/2001 03:00:00,"normal"
"25Dec2001_13.tab",25/12/2001 18:00:00,25/12/2001 12:00:00,"normal"
"25Feb2002_03.tab",25/2/2002 06:00:00,25/2/2002 03:00:00,"normal"
"25Feb2002_14.tab",25/2/2002 18:00:00,25/2/2002 12:00:00,"normal"
"25Jan2001_04.tab",25/1/2001 06:00:00,25/1/2001 03:00:00,"normal"
"25Jan2001_14.tab",25/1/2001 18:00:00,25/1/2001 12:00:00,"normal"
"25Jul2000_11.tab",25/7/2000 19:00:00,25/7/2000 13:00:00,"normal"
"25Jul2001_13.tab",25/7/2001 19:00:00,25/7/2001 13:00:00,"normal"
"25Jun2000.tab",26/6/2000 07:00:00,26/6/2000 04:00:00,"normal"
"25Jun2001_16.tab",25/6/2001 19:00:00,25/6/2001 13:00:00,"normal"
"25Mar2001_03.tab",25/3/2001 07:00:00,25/3/2001 04:00:00,"normal"
"25Mar2001_13.tab",25/3/2001 19:00:00,25/3/2001 13:00:00,"normal"
"25Mar2002_01.tab",25/3/2002 06:00:00,25/3/2002 03:00:00,"normal"
"25Mar2002_13.tab",25/3/2002 18:00:00,25/3/2002 12:00:00,"normal"
"25May2001_14.tab",25/5/2001 19:00:00,25/5/2001 13:00:00,"normal"
"25Nov2000_03.tab",25/11/2000 06:00:00,25/11/2000 03:00:00,"normal"
"25Nov2000_15.tab",25/11/2000 18:00:00,25/11/2000 12:00:00,"normal"
"25Nov2001_03.tab",25/11/2001 06:00:00,25/11/2001 03:00:00,"normal"
"25Nov2001_13.tab",25/11/2001 18:00:00,25/11/2001 12:00:00,"normal"
"25Oct2000_03.tab",25/10/2000 07:00:00,25/10/2000 04:00:00,"normal"
"25Oct2000_14.tab",25/10/2000 19:00:00,25/10/2000 13:00:00,"normal"
"25Oct2001_02.tab",25/10/2001 07:00:00,25/10/2001 04:00:00,"normal"
"25Oct2001_15.tab",25/10/2001 19:00:00,25/10/2001 13:00:00,"normal"
"25Sep2000_02.tab",25/9/2000 07:00:00,25/9/2000 04:00:00,"normal"
"25Sep2000_15.tab",25/9/2000 19:00:00,25/9/2000 13:00:00,"normal"
"25Sep2001_13.tab",25/9/2001 19:00:00,25/9/2001 13:00:00,"normal"
"26Apr2001_15.tab",26/4/2001 19:00:00,26/4/2001 13:00:00,"normal"
"26Apr2002_03.tab",26/4/2002 07:00:00,26/4/2002 04:00:00,"normal"
"26Apr2002_14.tab",26/4/2002 19:00:00,26/4/2002 13:00:00,"normal"
"26Aug2000_03.tab",26/8/2000 07:00:00,26/8/2000 04:00:00,"normal"
"26Aug2000_14.tab",26/8/2000 19:00:00,26/8/2000 13:00:00,"normal"
"26Aug2001_15.tab",26/8/2001 19:00:00,26/8/2001 13:00:00,"normal"
"26Dec2000_02.tab",26/12/2000 06:00:00,26/12/2000 03:00:00,"normal"
"26Dec2000_15.tab",26/12/2000 18:00:00,26/12/2000 12:00:00,"normal"
"26Dec2001_01.tab",26/12/2001 06:00:00,26/12/2001 03:00:00,"normal"
"26Dec2001_13.tab",26/12/2001 18:00:00,26/12/2001 12:00:00,"normal"
"26Feb2002_03.tab",26/2/2002 06:00:00,26/2/2002 03:00:00,"normal"
"26Feb2002_14.tab",26/2/2002 18:00:00,26/2/2002 12:00:00,"normal"
"26Jan2001_03.tab",26/1/2001 06:00:00,26/1/2001 03:00:00,"normal"
"26Jan2001_13.tab",26/1/2001 18:00:00,26/1/2001 12:00:00,"normal"
"26Jul2000_11.tab",26/7/2000 19:00:00,26/7/2000 13:00:00,"normal"
"26Jul2000_22.tab",27/7/2000 07:00:00,27/7/2000 04:00:00,"normal"
"26Jul2001_13.tab",26/7/2001 19:00:00,26/7/2001 13:00:00,"normal"
"26Jun2000.tab",27/6/2000 07:00:00,27/6/2000 04:00:00,"normal"
"26Jun2001_16.tab",26/6/2001 19:00:00,26/6/2001 13:00:00,"normal"
"26Mar2001_02.tab",26/3/2001 07:00:00,26/3/2001 04:00:00,"normal"
"26Mar2001_13.tab",26/3/2001 19:00:00,26/3/2001 13:00:00,"normal"
"26Mar2002_01.tab",26/3/2002 06:00:00,26/3/2002 03:00:00,"normal"
"26Mar2002_12.tab",26/3/2002 18:00:00,26/3/2002 12:00:00,"normal"
