"id","filename","section","field","ftext"
1080716673,"23Nov2000_15.prn","4","wind50M","CYCLONIC VARIABLE LESS THAN 12 VEERING WSW 25-32 GUSTS 45 BY MIDDAY, BACKING SSE 12-18 BY MIDNIGHT"
1080716674,"23Nov2000_15.prn","4","waveSigHeight","1.5-2.0 RISING 2.5-3.0 FOR A TIME MID PERIOD"
1080716675,"23Nov2000_15.prn","4","waveMaxHeight","2.5-3.0 RISING 4.0-5.0 FOR A TIME MID PERIOD"
1080716676,"23Nov2000_15.prn","4","weather","RAIN/MIST CLEARING TO SQUALLY SHOWERS SOON, DYING OUT IN THE EVENING"
1080716677,"23Nov2000_15.prn","5","wind10M","SSE 10-15 BACKING ENE 14-18 BY MIDDAY SUNDAY, VEERING ESE 08-12 BY LATE SUNDAY, THEN W-SW 10 OR LESS DURING MONDAY"
1080716678,"23Nov2000_15.prn","5","waveSigHeight","1.5-2.0 RISING AROUND 2.5 BY EARLY MONDAY WITH SSW BECOMING WSW SWELL"
1080716679,"23Oct2000_03.prn","2","windconf","HIGH"
1080716680,"23Oct2000_03.prn","2","wind10M","SSE 26-30 VEERING SSW EARLY AFTERNOON THEN EASING 18-22 DURING THE EVENING"
1080716681,"23Oct2000_03.prn","2","wind50M","SSE 33-38 VEERING SSW EARLY AFTERNOON THEN EASING 23-28 DURING THE EVENING"
1080716682,"23Oct2000_03.prn","2","waveconf","HIGH"
1080716683,"23Oct2000_03.prn","2","waveSigHeight","3.0-3.5 LOCALLY 3.5-4.0 FOR A TIME"
1080716684,"23Oct2000_03.prn","2","waveMaxHeight","5.0-5.5 LOCALLY 5.5-6.5 FOR A TIME"
1080716685,"23Oct2000_03.prn","2","wavePeriod","SEA 5-7, SWELL 8"
1080716686,"23Oct2000_03.prn","2","weather","PATCHY RAIN BECOMING MORE PERSISTENT THIS MORNING THEN CLEARING TO SHOWERS BY EARLY AFTERNOON"
1080716687,"23Oct2000_03.prn","2","visibility","6-10 FALLING 2-5 IN HEAVIER RAIN THEN IMPROVING OVER 10 BY EARLY AFTERNOON"
1080716688,"23Oct2000_03.prn","2","temperature","10-11"
1080716689,"23Oct2000_03.prn","2","cloud","8 ST/SC 1000-1500 LOWERING 500 IN RAIN THEN BREAKING 4-7 CU/SC 1500-2500, WITH 7-8 CU/CB 800 IN SHOWERS"
1080716690,"23Oct2000_03.prn","2","lightning","NIL BECOMING MODERATE (50-60 PER CENT) BY EVENING"
1080716691,"23Oct2000_03.prn","3","wind10M","SSW 18-22 VEERING WSW 14-18 IN THE MORNING THEN BACKING SSW AND RISING 22-26 LATE EVENING"
1080716692,"23Oct2000_03.prn","3","wind50M","SSW 23-28 VEERING WSW 18-23 IN THE MORNING THEN BACKING SSW AND RISING 28-33 LATE EVENING"
1080716693,"23Oct2000_03.prn","3","waveSigHeight","3.0-3.5 FALLING 2.0 IN THE AFTERNOON, RISING 2.5 LATER IN THE EVENING"
1080716694,"23Oct2000_03.prn","3","waveMaxHeight","5.0-5.5 FALLING 3.0 IN THE AFTERNOON, RISING 4.0 LATER IN THE EVENING"
1080716695,"23Oct2000_03.prn","3","weather","SCATTERED SHOWERS DYING OUT BY EVENING. RAIN LATER"
1080716696,"23Oct2000_03.prn","3","visibility","GOOD BUT MODERATE IN SHOWERS AND RAIN LATER"
1080716697,"23Oct2000_03.prn","4","wind10M","SSW 22-26 BACKING S 26-30 IN THE MORNING, BECOMING CYCLONIC 15 AFTERNOON THEN WNW 24-28 GUSTS 36 LATER"
1080716698,"23Oct2000_03.prn","4","wind50M","SSW 28-33 BACKING S 33-38 IN THE MORNING, BECOMING CYCLONIC 20 AFTERNOON THEN WNW 30-35 GUSTS 45 LATER"
1080716699,"23Oct2000_03.prn","4","waveSigHeight","2.5 RISING 4.0-4.5 FOR A TIME THEN FALLING 3.0 LATER"
1080716700,"23Oct2000_03.prn","4","waveMaxHeight","4.0 RISING 6.5-7.0 FOR A TIME THEN FALLING 5.0 LATER"
1080716701,"23Oct2000_03.prn","4","weather","RAIN SOON CLEARING TO SHOWERS. RISK OF THUNDER"
1080716702,"23Oct2000_03.prn","5A","wind10M","WNW 24-28 BACKING WSW 8-12 ON THURSDAY, BACKING SE 18-22 ON FRIDAY"
1080716703,"23Oct2000_03.prn","5A","waveSigHeight","3.0 FALLING 2.0-2.0 LATER ON THURSDAY AND FRIDAY"
1080716704,"23Oct2000_03.prn","5B","wind10M","SE 18-22 VEERING S 12-16 FOR A TIME THEN RISING 22-28 BY EARLY SUNDAY, EASING SSW 20-24 LATER"
1080716705,"23Oct2000_03.prn","5B","waveSigHeight","2.0-2.5 RISING 3.0-4.0 ON SUNDAY"
1080716706,"23Oct2000_16.prn","2","windconf","HIGH"
1080716707,"23Oct2000_16.prn","2","wind10M","S 22-28 EASING 15-20 BY MIDNIGHT AND LATER SW 12-18"
1080716708,"23Oct2000_16.prn","2","wind50M","S 28-35 EASING 20-25 BY MIDNIGHT AND LATER SW 15-22"
1080716709,"23Oct2000_16.prn","2","waveconf","HIGH"
1080716710,"23Oct2000_16.prn","2","waveSigHeight","3.0-3.5 SLOWLY DECREASING 2.0-2.5"
1080716711,"23Oct2000_16.prn","2","waveMaxHeight","5.0-5.5 SLOWLY DECREASING 3.0-4.0"
1080716712,"23Oct2000_16.prn","2","wavePeriod","6-8"
1080716713,"23Oct2000_16.prn","2","weather","CLOUDY/PARTLY CLOUDY WITH SCATTERED SHOWERS"
1080716714,"23Oct2000_16.prn","2","visibility","10 OR MORE BUT 3-6 IN SHOWERS"
1080716715,"23Oct2000_16.prn","2","temperature","PS 10-12"
1080716716,"23Oct2000_16.prn","2","cloud","4-8 CUSC AT 1500-2500 WITH ISOLATED CUCB AT 600"
1080716717,"23Oct2000_16.prn","2","lightning","MODERATE (40-60 PERCENT) OCCASIONALLY HIGH (60-80 PC)"
1080716718,"23Oct2000_16.prn","3","wind10M","SW 12-18 VERING W'LY 18-22 BY AFTERNOON AND LATER BACKING S-SW 20-25"
1080716719,"23Oct2000_16.prn","3","wind50M","SW 15-22 VERING W'LY 22-28 BY AFTERNOON AND LATER BACKING S-SW 25-32"
1080716720,"23Oct2000_16.prn","3","waveSigHeight","MAINLY 2.0-2.5"
1080716721,"23Oct2000_16.prn","3","waveMaxHeight","MAINLY 3.0-4.0"
1080716722,"23Oct2000_16.prn","3","weather","SCATTERED SHOWERS DYING OUT"
1080716723,"23Oct2000_16.prn","3","visibility","GOOD BUT MODERATE IN SHOWERS"
1080716724,"23Oct2000_16.prn","4","wind10M","S-SW 20-25 RISING S-SW 30-35 BY MIDAY. BECOMING CYCLONIC VARIABLE IN THE EVENING THEN N 12-18 LATER"
1080716725,"23Oct2000_16.prn","4","wind50M","S-SW 25-32 RISING S-SW 38-44 BY MIDAY. BECOMING CYCLONIC VARIABLE IN THE EVENING THEN N 15-22 LATER"
1080716726,"23Oct2000_16.prn","4","waveSigHeight","2.0-2.5 BECOMING 3.5-4.0 FOR A TIME. LATER 3.0-3.5"
1080716727,"23Oct2000_16.prn","4","waveMaxHeight","3.0-4.0 BECOMING 5.5-6.5 FOR A TIME. LATER 5.0-5.5"
1080716728,"23Oct2000_16.prn","4","weather","VERY SOON OVERCAST WITH RAIN THEN CLEARING MID-MORNING TO SHOWERS"
1080716729,"23Oct2000_16.prn","5","wind10M","N'LY 12-18 SOON N-NW 20-25 FOR A TIME THEN EASING W'LY 10 OR LESS LATER THURS. BACKING S-SE 22-28 FRI"
1080716730,"23Oct2000_16.prn","5","waveSigHeight","3.0-3.5 FALLING 2.0 FOR A TIME. LATER 2.5-3.0"
1080716731,"23Sep2000_03.prn","2","wind10M","S-SSW 12-18, GRADUALLY BACKING AND LATER INCREASING S-SE 22-28"
1080716732,"23Sep2000_03.prn","2","wind50M","S-SSW 15-22, GRADUALLY BACKING AND LATER INCREASING S-SE 28-35"
1080716733,"23Sep2000_03.prn","2","waveSigHeight","AROUND 3.5 FALLING 2.0, LATER RISING 2.5-3.0"
1080716734,"23Sep2000_03.prn","2","waveMaxHeight","AROUND 5.5 FALLING 3.0, LATER RISING 4.0-5.0"
1080716735,"23Sep2000_03.prn","2","wavePeriod","7-11"
1080716736,"23Sep2000_03.prn","2","weather","PARTLY CLOUDY TO CLOUDY BECOMING OVERCAST AND MISTY WITH RAIN/DRIZZLE/FOG SPREADING FROM THE SOUTH DURING THE EVENING"
1080716737,"23Sep2000_03.prn","2","visibility","OVER 10 FALLING 1-4 AND 400 YARDS IN FOG LATER"
1080716738,"23Sep2000_03.prn","2","temperature","13-14 LATER RISING 14-16"
1080716739,"23Sep2000_03.prn","2","cloud","2-4 SC 2000-4000 BECOMING 6-8 ST 400-800 LATER WITH A RISK SURFACE TO 300 IN FOG"
1080716740,"23Sep2000_03.prn","2","lightning","NIL"
1080716741,"23Sep2000_03.prn","3","wind10M","S-SE 22-28 EASING 18-22"
1080716742,"23Sep2000_03.prn","3","wind50M","S-SE 28-35 EASING 22-28"
1080716743,"23Sep2000_03.prn","3","waveSigHeight","2.5-3.0"
1080716744,"23Sep2000_03.prn","3","waveMaxHeight","4.0-5.0"
1080716745,"23Sep2000_03.prn","3","weather","OVERCAST AND MISTY WITH DRIZZLE/FOG PATCHES"
1080716746,"23Sep2000_03.prn","3","visibility","MODERATE TO POOR"
1080716747,"23Sep2000_03.prn","4","wind10M","S-SE 18-22 INCREASING 22-28"
1080716748,"23Sep2000_03.prn","4","wind50M","S-SE 22-28 INCREASING 28-35"
1080716749,"23Sep2000_03.prn","4","waveSigHeight","2.5-3.0 FALLING 2.0-2.5 FOR A TIME"
1080716750,"23Sep2000_03.prn","4","waveMaxHeight","4.0-5.0 FALLING 3.0-4.0 FOR A TIME"
1080716751,"23Sep2000_03.prn","4","weather","OVERCAST AND MISTY WITH DRIZZLE/FOG."
1080716752,"23Sep2000_03.prn","5A","wind10M","S-SE 22-28 EASING 15-20 FOR A TIME"
1080716753,"23Sep2000_03.prn","5A","waveSigHeight","2.5-3.0 FALLING AROUND 2.0 FOR A TIME"
1080716754,"23Sep2000_15.prn","2","windconf","HIGH"
1080716755,"23Sep2000_15.prn","2","wind10M","SSE 15-20 VEERING S'LY 20-24 AROUND MIDNIGHT, THEN FRESHENING 22-28 BY MORNING"
1080716756,"23Sep2000_15.prn","2","wind50M","SSE 18-25 VEERING S'LY 25-30 AROUND MIDNIGHT, THEN FRESHENING 27-35 BY MORNING"
1080716757,"23Sep2000_15.prn","2","waveconf","HIGH"
1080716758,"23Sep2000_15.prn","2","waveSigHeight","AROUND 2.0 RISING 2.5-3.0 BY MORNING"
1080716759,"23Sep2000_15.prn","2","waveMaxHeight","AROUND 3.0 RISING 4.0-5.0 BY MORNING"
1080716760,"23Sep2000_15.prn","2","wavePeriod","SEA: 4-5 RISING 5-6 SWELL: S-SSE 7-9"
1080716761,"23Sep2000_15.prn","2","weather","CLOUDY WITH MIST/FOG PATCHES BECOMING OVERCAST WITH RAIN/DRIZZLE FOR A TIME THIS EVENING"
1080716762,"23Sep2000_15.prn","2","visibility","6-12 BUT 1-3 IN PRECIPITATION/MIST, AND LESS THAN 0.5 IN ANY FOG PATCHES"
1080716763,"23Sep2000_15.prn","2","temperature","PS 11-13"
1080716764,"23Sep2000_15.prn","2","cloud","5-7 SC 2000-3000 WITH 5-8 ST 200-600 IN MIST/RAIN AND DRIZZLE, LOWERING SURFACE IN FOG"
1080716765,"23Sep2000_15.prn","2","lightning","NIL"
1080716766,"23Sep2000_15.prn","3","wind10M","S'LY 22-28 GRADUALLY BACKING/EASING SE 18-22"
1080716767,"23Sep2000_15.prn","3","wind50M","S'LY 27-35 GRADUALLY BACKING/EASING SE 22-28"
1080716768,"23Sep2000_15.prn","3","waveSigHeight","2.5-3.0 FALLING MAINLY AROUND 2.5 BY MID EVENING"
1080716769,"23Sep2000_15.prn","3","waveMaxHeight","4.0-5.0 FALLING MAINLY AROUND 4.0 BY MID EVENING"
1080716770,"23Sep2000_15.prn","3","weather","CLOUDY/PARTLY CLOUDY. MIST/FOG PATCHES"
1080716771,"23Sep2000_15.prn","3","visibility","MODERATE TO GOOD BUT POOR/VERY POOR IN ANY MIST AND FOG PATCHES"
1080716772,"23Sep2000_15.prn","4","wind10M","SE 18-22 EASING 12-16 BY END OF PERIOD"
1080716773,"23Sep2000_15.prn","4","wind50M","SE 22-28 EASING 15-20 BY END OF PERIOD"
1080716774,"23Sep2000_15.prn","4","waveSigHeight","AROUND 2.5 GRADUALLY FALLING 1.5-2.0 BY LATE EVENING"
1080716775,"23Sep2000_15.prn","4","waveMaxHeight","AROUND 4.0 GRADUALLY FALLING 2.5-3.0 BY LATE EVENING"
1080716776,"23Sep2000_15.prn","4","weather","PARTLY CLOUDY. MIST/FOG PATCHES"
1080716777,"23Sep2000_15.prn","5","wind10M","SE 12-16 VEERING/FRESHENING SSE 22-28 BY LATE TUESDAY, BACKING SE DURING WEDNESDAY"
1080716778,"23Sep2000_15.prn","5","waveSigHeight","1.5-2.0 RISING 2.5-3.0 BY LATE TUESDAY, AND 3.5-4.0 ON WEDNESDAY"
1080716779,"24Dec2000_02.prn","2","windconf","HIGH"
1080716780,"24Dec2000_02.prn","2","wind10M","NNE 26-32 GUSTS 40 GRADUALLY EASING 18-22 BY LATE EVENING"
1080716781,"24Dec2000_02.prn","2","wind50M","NNE 32-40 GUSTS 48 GRADUALLY EASING 22-28 BY LATE EVENING"
1080716782,"24Dec2000_02.prn","2","waveconf","HIGH"
1080716783,"24Dec2000_02.prn","2","waveSigHeight","5.0-6.0 FOR A TIME FALLING 4.0-4.5 BY EVENING"
1080716784,"24Dec2000_02.prn","2","waveMaxHeight","8.0-10.0 FOR A TIME FALLING 6.5-7.0 BY EVENING"
1080716785,"24Dec2000_02.prn","2","wavePeriod","SEAS: 05-06. SWELL: 11"
1080716786,"24Dec2000_02.prn","2","weather","SCATTERED WINTRY SHOWERS,SQUALLY AT TIMES"
1080716787,"24Dec2000_02.prn","2","visibility","10+ FALLING 500M-1NM IN WINTRY SHOWERS"
1080716788,"24Dec2000_02.prn","2","temperature","02-04"
1080716789,"24Dec2000_02.prn","2","cloud","3-6 CUSC 1500-2500 LOWERING 500 IN WINTRY SHOWERS WITH OCCASIONAL CB 800"
1080716790,"24Dec2000_02.prn","2","lightning","HIGH (60-80 PER CENT)"
1080716791,"24Dec2000_02.prn","3","wind10M","NNE 18-22 BACKING NNW-NW 10-14 BY MID AFTERNOON"
1080716792,"24Dec2000_02.prn","3","wind50M","NNE 22-28 BACKING NNW-NW 14-18 BY MID AFTERNOON"
1080716793,"24Dec2000_02.prn","3","waveSigHeight","AROUND 4.0 FALLING 2.0-2.5 BY EVENING"
1080716794,"24Dec2000_02.prn","3","waveMaxHeight","AROUND 6.5 FALLING 3.0-4.0 BY EVENING"
1080716795,"24Dec2000_02.prn","3","weather","SCATTERED WINTRY SHOWERS"
1080716796,"24Dec2000_02.prn","3","visibility","GOOD BUT VERY POOR IN WINTRY SHOWERS"
1080716797,"24Dec2000_02.prn","4","wind10M","NNW-N 12-16 FALLING VARIABLE 02-06 BY EVENING"
1080716798,"24Dec2000_02.prn","4","wind50M","NNW-N 15-20 FALLING VARIABLE 04-08 BY EVENING"
1080716799,"24Dec2000_02.prn","4","waveSigHeight","2.0-2.5"
1080716800,"24Dec2000_02.prn","4","waveMaxHeight","3.0-4.0"
1080716801,"24Dec2000_02.prn","4","weather","SCATTERED WINTRY SHOWERS AT FIRST,BECOMING PROLONGED LATER"
1080716802,"24Dec2000_02.prn","5A","wind10M","VARIABLE 02-06 SOON ENE 04-08 THEN BACKING NE 24-28 GUSTS 36 BY MIDDAY THURSDAY BEFORE BACKING N'LY 12-16 BY THURSDAY EVENING"
1080716803,"24Dec2000_02.prn","5A","waveSigHeight","2.0-2.5 SOON 1.5-2.0 THEN RISING LATE WED.EVENING ONWARDS TO 3.0-3.5 BY MIDDAY THURSDAY,FALLING 2.0-2.5 BY LATE THURSDAY EVENING"
1080716804,"24Dec2000_15.prn","2","windconf","HIGH"
1080716805,"24Dec2000_15.prn","2","wind10M","NNE 20-24 GUSTS 36 IN SHOWERS BACKING N 16-20 AFTER MIDNIGHT"
1080716806,"24Dec2000_15.prn","2","wind50M","NNE 25-30 GUSTS 45 IN SHOWERS BACKING N 20-25 AFTER MIDNIGHT"
1080716807,"24Dec2000_15.prn","2","waveconf","HIGH"
1080716808,"24Dec2000_15.prn","2","waveSigHeight","3.5-4.0 OCCASIONALLY 4.0-4.5 AT FIRST, SLOWLY FALLING 3.0-3.5"
1080716809,"24Dec2000_15.prn","2","waveMaxHeight","5.5-6.5 OCCASIONALLY 6.5-7.0 AT FIRST, SLOWLY FALLING 5.0-5.5"
1080716810,"24Dec2000_15.prn","2","wavePeriod","SEA 4-6, SWELL 10-11"
1080716811,"24Dec2000_15.prn","2","weather","SCATTERED WINTRY SHOWERS, SQUALLY AT TIMES"
1080716812,"24Dec2000_15.prn","2","visibility","OVER 10 FALLING 1 OR LESS IN SHOWERS"
1080716813,"24Dec2000_15.prn","2","temperature","3 TO 4 FALLING 0 TO 1 IN SHOWERS"
1080716814,"24Dec2000_15.prn","2","cloud","3-6 CU/SC 1800-3000 WITH 7-8 CU/CB 600-1000 IN SHOWERS"
1080716815,"24Dec2000_15.prn","2","lightning","HIGH (60-80 PER CENT)"
1080716816,"24Dec2000_15.prn","3","wind10M","N 16-20 BACKING NW BY AFTERNOON THEN EASING 12-16 IN THE EVENING"
1080716817,"24Dec2000_15.prn","3","wind50M","N 20-25 BACKING NW BY AFTERNOON THEN EASING 15-20 IN THE EVENING"
1080716818,"24Dec2000_15.prn","3","waveSigHeight","3.0-3.5 FALLING AROUND 2.5"
1080716819,"24Dec2000_15.prn","3","waveMaxHeight","5.0-5.5 FALLING AROUND 4.0"
1080716820,"24Dec2000_15.prn","3","weather","WINTRY SHOWERS BECOMING MORE PERSISTENT BY EVENING"
1080716821,"24Dec2000_15.prn","3","visibility","GOOD BUT POOR IN SHOWERS"
1080716822,"24Dec2000_15.prn","4","wind10M","NW 12-16 VEERING NNE 16-20 MID MORNING THEN EASING 10-14 LATER"
1080716823,"24Dec2000_15.prn","4","wind50M","NW 15-20 VEERING NNE 20-25 MID MORNING THEN EASING 12-18 LATER"
1080716824,"24Dec2000_15.prn","4","waveSigHeight","2.0-2.5 RISING 2.5-3.0 FOR A TIME"
1080716825,"24Dec2000_15.prn","4","waveMaxHeight","3.0-4.0 RISING 4.0-5.0 FOR A TIME"
1080716826,"24Dec2000_15.prn","4","weather","OCCASIONAL WINTRY SHOWERS"
1080716827,"24Dec2000_15.prn","5","wind10M","NNE VEERING ENE 10-14 ON WEDNESDAY, BACKING NE 14-18 ON THURSDAY"
1080716828,"24Dec2000_15.prn","5","waveSigHeight","2.0-2.5 FALLING 1.5-2.0 BY WEDNESDAY EVENING"
1080716829,"24Jul2000_02.prn","2","wind10M","NE 26-32 GUSTS 40 DECREASING 24-28 LATER"
1080716830,"24Jul2000_02.prn","2","wind50M","NE 32-40 GUSTS 50 DECREASING 30-35 LATER"
1080716831,"24Jul2000_02.prn","2","waveSigHeight","AROUND 3.0 RISING 4.5-5.0 BY EARLY EVENING, FALLING AROUND 4.5 LATER"
1080716832,"24Jul2000_02.prn","2","waveMaxHeight","AROUND 5.0 RISING 7.0-8.0 BY EARLY EVENING, FALLING AROUND 7.0 LATER"
1080716833,"24Jul2000_02.prn","2","wavePeriod","SEA: 5-8 SWELL: NNE 9-11"
1080716834,"24Jul2000_02.prn","2","weather","CLOUDY/PARTLY CLOUDY. MIST PATCHES"
1080716835,"24Jul2000_02.prn","2","visibility","6-12 BUT 1-3 IN ANY MIST PATCHES"
1080716836,"24Jul2000_02.prn","2","temperature","PS 10-14"
1080716837,"24Jul2000_02.prn","2","cloud","4-7 SC 1000-2000 WITH 5-8 ST 400-800 IN MIST PATCHES"
1080716838,"24Jul2000_02.prn","2","lightning","NIL"
1080716839,"24Jul2000_02.prn","3","wind10M","NE 24-28 DECREASING 14-18 BY MIDDAY, THEN VEERING AND EASING E'LY 06-10 BY MIDNIGHT"
1080716840,"24Jul2000_02.prn","3","wind50M","NE 30-35 DECREASING 17-22 BY MIDDAY, THEN VEERING AND EASING E'LY 07-12 BY MIDNIGHT"
1080716841,"24Jul2000_02.prn","3","waveSigHeight","AROUND 4.5 FALLING 1.5-2.0 BY END OF PERIOD"
1080716842,"24Jul2000_02.prn","3","waveMaxHeight","AROUND 7.0 FALLING 2.5-3.0 BY END OF PERIOD"
1080716843,"24Jul2000_02.prn","3","weather","CLOUDY/PARTLY CLOUDY BECOMING OVERCAST/MISTY FOR A TIME MID PERIOD WITH OUTBREAKS OF RAIN"
1080716844,"24Jul2000_02.prn","3","visibility","GOOD BECOMING MODERATE/POOR FOR A TIME IN RAIN/MIST"
1080716845,"24Jul2000_02.prn","4","wind10M","E'LY 06-10 DECREASING LESS THAN 08 SOON, BACKING NNE BY MIDDAY, VEERING E'LY LATER"
1080716846,"24Jul2000_02.prn","4","wind50M","E'LY 07-12 DECREASING LESS THAN 10 SOON, BACKING NNE BY MIDDAY, VEERING E'LY LATER"
1080716847,"24Jul2000_02.prn","4","waveSigHeight","1.5-2.0 GRADUALLY FALLING 1.0-1.5"
1080716848,"24Jul2000_02.prn","4","waveMaxHeight","2.5-3.0 GRADUALLY FALLING 1.5-2.5"
1080716849,"24Jul2000_02.prn","4","weather","CLOUDY/PARTLY CLOUDY. MIST PATCHES"
1080716850,"24Jul2000_02.prn","5A","wind10M","E'LY LESS THAN 08 VEERING S'LY ON THURSDAY, AND SW-W DURING FRIDAY"
1080716851,"24Jul2000_02.prn","5A","waveSigHeight","1.0-1.5 FALLING AROUND 0.5 BY FRIDAY EVENING"
1080716852,"24Jul2000_02.prn","5B","wind10M","SW-W LESS THAN 08 GRADUALLY VEERING W-NW"
1080716853,"24Jul2000_02.prn","5B","waveSigHeight","0.5 OR LESS"
1080716854,"24Jul2000_14.prn","2","wind10M","NE-N 25-30 EASING 18-22 OVERNIGHT"
1080716855,"24Jul2000_14.prn","2","wind50M","NE-N 30-38 EASING 22-28 OVERNIGHT"
1080716856,"24Jul2000_14.prn","2","waveSigHeight","3.5-4.5"
1080716857,"24Jul2000_14.prn","2","waveMaxHeight","5.5-6.5"
1080716858,"24Jul2000_14.prn","2","wavePeriod","6-11"
1080716859,"24Jul2000_14.prn","2","weather","CLOUDY AND MISTY WITH RAI/DRIZZLE AT TIMES. SLIGHT RISK OF FOG PATCHES FOR A TIME OVERNIGHT, BREAKING PARTLY CLOUDY BY MORNING"
1080716860,"24Jul2000_14.prn","2","visibility","4-6 REDUCED TO 1-4 AT TIMES AND 400 YARDS IN ANY FOG IMPROVING 6-10 LATER"
1080716861,"24Jul2000_14.prn","2","temperature","11-13"
1080716862,"24Jul2000_14.prn","2","cloud","6-8 ST 400-800 OCCASIONALLY 200-400 WITH A RISK SURFACE TO 200 IN FOG. 4-6 SC 2000-4000, BREAKING 2-4 SC 1200-2000"
1080716863,"24Jul2000_14.prn","2","lightning","NIL"
1080716864,"24Jul2000_14.prn","3","wind10M","NE-N 18-22 SOON VEERING AND EASIN NE-E 10-15 BECOMING E-SE  8 OR LESS LATER"
1080716865,"24Jul2000_14.prn","3","wind50M","NE-N 22-28 SOON VEERING AND EASIN NE-E 12-18 BECOMING E-SE 10 OR LESS LATER"
1080716866,"24Jul2000_14.prn","3","waveSigHeight","3.5-4.5 FALLING 1.5-2.0"
1080716867,"24Jul2000_14.prn","3","waveMaxHeight","5.5-6.5 FALLING 2.5-3.0"
1080716868,"24Jul2000_14.prn","3","weather","PARTLY CLOUDY"
1080716869,"24Jul2000_14.prn","3","visibility","GOOD"
1080716870,"24Jul2000_14.prn","4","wind10M","E-SE  8 OR LESS BECOMING VARIABLE"
1080716871,"24Jul2000_14.prn","4","wind50M","E-SE 10 OR LESS BECOMING VARIABLE"
1080716872,"24Jul2000_14.prn","4","waveSigHeight","1.5-2.0 FALLING AROUND 1.0"
1080716873,"24Jul2000_14.prn","4","waveMaxHeight","2.5-3.0 FALLING AROUND 1.5"
1080716874,"24Jul2000_14.prn","4","weather","PARTLY CLOUDY"
1080716875,"24Jul2000_14.prn","5A","wind10M","VARIABLE  8 OR LESS"
1080716876,"24Jul2000_14.prn","5A","waveSigHeight","AROUND 1.0 FALLING 0.5-1.0"
1080716877,"24Nov2000_03.prn","2","windconf","HIGH"
1080716878,"24Nov2000_03.prn","2","wind10M","S'LY 20-24 BACKING ESE 08-12 THEN CYCLONIC VARIABLE 04-08 BY LATE AFTERNOON BEFORE SETTING SSW 06-10 LATER VEERING WSW 10-14 BY LATE EVENING"
1080716879,"24Nov2000_03.prn","2","wind50M","S'LY 26-30 BACKING ESE 12-15 THEN CYCLONIC VARIABLE 08-12 BY LATE AFTERNOON BEFORE SETTING SSW 10-14 LATER VEERING WSW 14-18 BY LATE EVENING"
1080716880,"24Nov2000_03.prn","2","waveconf","HIGH"
1080716881,"24Nov2000_03.prn","2","waveSigHeight","AROUND 3.0 SLOWLY FALLING 2.0"
1080716882,"24Nov2000_03.prn","2","waveMaxHeight","AROUND 5.0 SLOWLY FALLING 3.0"
1080716883,"24Nov2000_03.prn","2","wavePeriod","06-09"
1080716884,"24Nov2000_03.prn","2","weather","PARTLY CLOUDY/CLOUDY SOON OVERCAST/MISTY WITH RAIN IN FRONTAL ZONE,BREAKING MID EVENING PARTLY CLOUDY/ CLOUDY WITH SCATTERED SHOWERS"
1080716885,"24Nov2000_03.prn","2","visibility","10+ FALLING 3-5 IN MIST/RAIN/SHOWERS"
1080716886,"24Nov2000_03.prn","2","temperature","06-09"
1080716887,"24Nov2000_03.prn","2","cloud","3-5 SC 2000-3000 INCREASING 4-6 ST 400-600 8 SC 1000 IN FRONTAL ZONE THEN BREAKING MID EVENING 3-6 CUSC 1500-2500 LOWERING 500-1000 IN SHOWERS WITH ISOLATED CB 800"
1080716888,"24Nov2000_03.prn","2","lightning","NIL RISING MODERATE (40 PER CENT) THIS EVENING"
1080716889,"24Nov2000_03.prn","3","wind10M","WSW 10-14 BACKNG SSW 18-22 BY MIDDAY AND SSE 22-26 BY LATE EVENING"
1080716890,"24Nov2000_03.prn","3","wind50M","WSW 14-18 BACKNG SSW 22-28 BY MIDDAY AND SSE 28-32 BY LATE EVENING"
1080716891,"24Nov2000_03.prn","3","waveSigHeight","AROUND 2.0 FALLING 1.5 BY MIDDAY,LATER 2.5"
1080716892,"24Nov2000_03.prn","3","waveMaxHeight","AROUND 3.0 FALLING 2.5 BY MIDDAY,LATER 4.0"
1080716893,"24Nov2000_03.prn","3","weather","SHOWERS DYING OUT,FAIR LATER"
1080716894,"24Nov2000_03.prn","3","visibility","GOOD EXCEPT IN SHOWERS"
1080716895,"24Nov2000_03.prn","4","wind10M","SSE 22-26 BACKING SE 12-16 BY LATE EVENING"
1080716896,"24Nov2000_03.prn","4","wind50M","SSE 28-32 BACKING SE 15-20 BY LATE EVENING"
1080716897,"24Nov2000_03.prn","4","waveSigHeight","AROUND 2.5 SOON RISING AROUND 3.5,LATER 3.0-3.5"
1080716898,"24Nov2000_03.prn","4","waveMaxHeight","AROUND 4.0 SOON RISING AROUND 5.5,LATER 5.0-5.5"
1080716899,"24Nov2000_03.prn","4","weather","FAIR LATER CLOUDY WITH PATCHY RAIN"
1080716900,"24Nov2000_03.prn","5A","wind10M","SE-ESE 12-16 FALLING VARIABLE 04-08 BY MIDDAY MONDAY THEN SETTING SE 08-12 EARLY TUESDAY INCREASING 26-30 BY MIDDAY THEN VEERING SSE-S 22-26 BY TUESDAY EVENING"
1080716901,"24Nov2000_03.prn","5A","waveSigHeight","3.0-3.5 FALLING 1.5-2.0 FOR A TIME EARLY TUESDAY"
1080716902,"24Nov2000_15.prn","2","windconf","HIGH"
