"filename","ftime","timetext","winddir","windspeed","gust10m","gust50m","sigwave","waveperiod","swelldir","swellheight","swellperiod"
"17Jul2001_05.tab",17/7/2001 16:00:00,"17/15","NNE",15,18,22,1.70,2.70,"NNE",1.50,7
"17Jul2001_05.tab",17/7/2001 19:00:00,"17/18","NNE",15,18,22,1.80,2.80,"NNE",1.60,7
"17Jul2001_05.tab",17/7/2001 22:00:00,"17/21","NNE",16,20,25,1.80,2.80,"NNE",1.60,7
"17Jul2001_05.tab",18/7/2001 01:00:00,"18/00","NNE",17,21,26,1.80,2.90,"NNE",1.60,7
"17Jul2001_05.tab",18/7/2001 04:00:00,"18/03","NE",17,21,26,1.90,3.00,"NNE",1.60,7
"17Jul2001_05.tab",18/7/2001 07:00:00,"18/06","NE",18,22,27,2.00,3.20,"NNE",1.60,8
"17Jul2001_05.tab",18/7/2001 10:00:00,"18/09","NE",18,22,28,2.20,3.50,"NNE",1.70,8
"17Jul2001_05.tab",18/7/2001 13:00:00,"18/12","NE",20,25,31,2.50,4.00,"NNE",1.80,8
"17Jul2001_05.tab",18/7/2001 16:00:00,"18/15","NNE",22,27,34,2.80,4.50,"NNE",1.90,9
"17Jul2001_05.tab",18/7/2001 19:00:00,"18/18","NNE",24,30,37,3.10,5.00,"NNE",2.10,9
"17Jul2001_05.tab",18/7/2001 22:00:00,"18/21","NNE",26,32,40,3.50,5.60,"NNE",2.30,10
"17Jul2001_05.tab",19/7/2001 01:00:00,"19/00","NNE",29,36,45,3.90,6.20,"NNE",2.50,10
"17Jul2001_05.tab",19/7/2001 04:00:00,"19/03","NNE",29,36,45,4.20,6.70,"NNE",2.80,10
"17Jul2001_05.tab",19/7/2001 07:00:00,"19/06","NNE",28,35,43,4.30,6.90,"NNE",3.10,10
"17Jul2001_05.tab",19/7/2001 10:00:00,"19/09","NNE",27,33,42,4.30,6.90,"NNE",3.30,10
"17Jul2001_05.tab",19/7/2001 13:00:00,"19/12","NNE",27,33,42,4.30,6.90,"NNE",3.30,10
"17Jul2001_05.tab",19/7/2001 16:00:00,"19/15","NNE",25,31,39,4.10,6.60,"NNE",3.20,10
"17Jul2001_05.tab",19/7/2001 19:00:00,"19/18","NNE",23,28,35,3.80,6.10,"NNE",3.10,10
"17Jul2001_05.tab",19/7/2001 22:00:00,"19/21","N",22,27,34,3.70,5.90,"NNE",3.00,10
"17Jul2001_05.tab",20/7/2001 01:00:00,"20/00","N",21,26,32,3.50,5.60,"NNE",3.00,10
"17Jul2001_13.tab",17/7/2001 19:00:00,"17/18","NNE",18,22,28,1.70,2.70,"NNE",0.80,8
"17Jul2001_13.tab",17/7/2001 22:00:00,"17/21","NNE",20,25,31,2.00,3.20,"NNE",0.70,9
"17Jul2001_13.tab",18/7/2001 01:00:00,"18/00","NNE",22,27,34,2.30,3.70,"NNE",0.60,10
"17Jul2001_13.tab",18/7/2001 04:00:00,"18/03","NNE",23,28,35,2.60,4.20,"NNE",0.60,11
"17Jul2001_13.tab",18/7/2001 07:00:00,"18/06","NNE",25,31,39,3.00,4.80,"NNE",0.60,11
"17Jul2001_13.tab",18/7/2001 10:00:00,"18/09","NE",26,32,40,3.40,5.40,"NNE",0.80,11
"17Jul2001_13.tab",18/7/2001 13:00:00,"18/12","NE",26,32,40,3.70,5.90,"NE",1.10,10
"17Jul2001_13.tab",18/7/2001 16:00:00,"18/15","NNE",28,35,43,4.10,6.60,"NE",1.30,11
"17Jul2001_13.tab",18/7/2001 19:00:00,"18/18","NNE",29,36,45,4.30,6.90,"NNE",1.60,11
"17Jul2001_13.tab",18/7/2001 22:00:00,"18/21","NNE",30,37,46,4.70,7.50,"NNE",1.80,11
"17Jul2001_13.tab",19/7/2001 01:00:00,"19/00","NNE",30,37,46,4.80,7.70,"NNE",2.00,11
"17Jul2001_13.tab",19/7/2001 04:00:00,"19/03","NNE",29,36,45,4.80,7.70,"NNE",2.10,11
"17Jul2001_13.tab",19/7/2001 07:00:00,"19/06","NNE",29,36,45,4.90,7.80,"NNE",2.20,11
"17Jul2001_13.tab",19/7/2001 10:00:00,"19/09","NNE",29,36,45,4.90,7.80,"NNE",2.30,11
"17Jul2001_13.tab",19/7/2001 13:00:00,"19/12","NNE",29,36,45,5.00,8.00,"NNE",2.30,11
"17Jul2001_13.tab",19/7/2001 16:00:00,"19/15","N",28,35,43,4.90,7.80,"NNE",2.40,11
"17Jul2001_13.tab",19/7/2001 19:00:00,"19/18","N",27,33,42,4.60,7.40,"NNE",2.30,11
"17Jul2001_13.tab",19/7/2001 22:00:00,"19/21","N",26,32,40,4.40,7.00,"N",2.20,11
"17Jul2001_13.tab",20/7/2001 01:00:00,"20/00","N",25,31,39,4.30,6.90,"N",2.60,11
"17Jul2001_13.tab",20/7/2001 04:00:00,"20/03","N",23,28,35,4.10,6.60,"N",2.70,11
"17Jul2001_13.tab",20/7/2001 07:00:00,"20/06","NNW",22,27,34,4.10,6.60,"N",3.00,11
"17Jul2001_13.tab",20/7/2001 10:00:00,"20/09","NNW",21,26,32,4.10,6.60,"N",3.20,11
"17Jul2001_13.tab",20/7/2001 13:00:00,"20/12","NNW",20,25,31,4.10,6.60,"N",3.30,11
"17Jun2000.tab",18/6/2000 07:00:00,"18/06","W",15,18,23,1.90,3.00,"S",1.50,7
"17Jun2000.tab",18/6/2000 10:00:00,"18/09","W",15,18,23,1.90,3.00,"SSW",1.50,7
"17Jun2000.tab",18/6/2000 13:00:00,"18/12","WSW",12,15,18,2.00,3.20,"SW",1.80,7
"17Jun2000.tab",18/6/2000 16:00:00,"18/15","SW",13,16,20,2.10,3.40,"SW",1.80,7
"17Jun2000.tab",18/6/2000 19:00:00,"18/18","SSW",14,17,21,2.10,3.40,"SW",1.70,7
"17Jun2000.tab",18/6/2000 22:00:00,"18/21","SSW",15,18,23,1.90,3.00,"SW",1.50,7
"17Jun2000.tab",19/6/2000 01:00:00,"19/00","S",15,18,23,1.80,2.90,"SW",1.30,7
"17Jun2000.tab",19/6/2000 04:00:00,"19/03","S",13,16,20,1.70,2.70,"SSW",1.40,7
"17Jun2000.tab",19/6/2000 07:00:00,"19/06","SSE",8,10,12,1.40,2.20,"SSW",1.40,7
"17Jun2000.tab",19/6/2000 10:00:00,"19/09","SSW",2,2,3,1.30,2.10,"SSW",1.30,13
"17Jun2000.tab",19/6/2000 13:00:00,"19/12","S",2,2,3,1.30,2.10,"SSW",1.30,6
"17Jun2000.tab",19/6/2000 16:00:00,"19/15","SSW",2,2,3,1.30,2.10,"SSW",1.30,6
"17Jun2000.tab",19/6/2000 19:00:00,"19/18","SW",2,2,3,1.30,2.10,"SSW",1.30,6
"17Jun2000.tab",19/6/2000 22:00:00,"19/21","SW",2,2,3,1.30,2.10,"SSW",1.30,6
"17Jun2000.tab",20/6/2000 01:00:00,"20/00","SW",3,3,4,1.30,2.10,"SW",1.30,7
"17Jun2000.tab",20/6/2000 04:00:00,"20/03","SE",3,3,4,1.30,2.10,"SW",1.30,7
"17Jun2000.tab",20/6/2000 07:00:00,"20/06","ESE",6,7,9,1.30,2.10,"SW",1.30,7
"17Jun2000.tab",20/6/2000 10:00:00,"20/09","NNE",12,15,18,1.40,2.20,"SW",1.30,7
"17Jun2000.tab",20/6/2000 13:00:00,"20/12","E",17,21,26,1.60,2.60,"SW",1.30,7
"17Jun2000.tab",20/6/2000 16:00:00,"20/15","E",12,15,18,1.60,2.60,"SW",1.30,7
"17Jun2000.tab",20/6/2000 19:00:00,"20/18","ENE",10,12,15,1.50,2.40,"SW",1.30,7
"17Jun2000.tab",20/6/2000 22:00:00,"20/21","ENE",7,8,10,1.40,2.20,"SW",1.30,7
"17Jun2000.tab",21/6/2000 01:00:00,"21/00","E",5,6,7,1.30,2.10,"WSW",1.30,8
"17Jun2000.tab",21/6/2000 04:00:00,"21/03","ESE",5,6,7,1.30,2.10,"WSW",1.30,8
"17Jun2000.tab",21/6/2000 07:00:00,"21/06","SE",8,10,12,1.40,2.20,"W",1.30,8
"17Jun2000.tab",21/6/2000 10:00:00,"21/09","SE",10,12,15,1.40,2.20,"WNW",1.30,8
"17Jun2000.tab",21/6/2000 13:00:00,"21/12","SE",13,16,20,1.60,2.60,"NW",1.40,8
"17Jun2000.tab",21/6/2000 16:00:00,"21/15","SE",14,17,21,1.70,2.70,"NNW",1.30,8
"17Jun2000.tab",21/6/2000 19:00:00,"21/18","SE",14,17,21,1.70,2.70,"NNW",1.30,8
"17Jun2000.tab",21/6/2000 22:00:00,"21/21","SE",14,17,21,1.70,2.70,"N",1.20,8
"17Jun2000.tab",22/6/2000 01:00:00,"22/00","SE",14,17,21,1.50,2.40,"N",1.00,8
"17Jun2000.tab",22/6/2000 04:00:00,"22/03","SE",12,15,18,1.50,2.40,"N",1.20,8
"17Jun2000.tab",22/6/2000 07:00:00,"22/06","SSE",11,13,17,1.40,2.20,"N",1.20,8
"17Jun2000.tab",22/6/2000 10:00:00,"22/09","SSE",10,12,15,1.40,2.20,"N",1.20,8
"17Jun2000.tab",22/6/2000 13:00:00,"22/12","S",9,11,14,1.40,2.20,"N",1.20,8
"17Jun2000.tab",22/6/2000 16:00:00,"22/15","S",6,7,9,1.30,2.10,"N",1.30,8
"17Jun2000.tab",22/6/2000 19:00:00,"22/18","S",4,5,6,1.30,2.10,"N",1.30,7
"17Jun2000.tab",22/6/2000 22:00:00,"22/21","SW",3,3,4,1.20,1.90,"N",1.20,7
"17Jun2000.tab",23/6/2000 01:00:00,"23/00","WSW",3,3,4,1.20,1.90,"N",1.20,7
"17Jun2000.tab",23/6/2000 04:00:00,"23/03","W",4,5,6,1.20,1.90,"NNW",1.20,7
"17Jun2000.tab",23/6/2000 07:00:00,"23/06","W",7,8,10,1.10,1.80,"NNW",1.10,7
"17Jun2000.tab",23/6/2000 10:00:00,"23/09","W",9,11,14,1.10,1.80,"NNW",1.10,7
"17Jun2000.tab",23/6/2000 13:00:00,"23/12","W",12,15,18,1.20,1.90,"NW",1.00,7
"17Jun2000.tab",23/6/2000 16:00:00,"23/15","W",13,16,20,1.30,2.10,"NW",0.90,7
"17Jun2000.tab",23/6/2000 19:00:00,"23/18","W",13,16,20,1.30,2.10,"WNW",0.80,7
"17Jun2000.tab",23/6/2000 22:00:00,"23/21","WSW",13,16,20,1.30,2.10,"WNW",0.70,7
"17Jun2000.tab",24/6/2000 01:00:00,"24/00","WSW",13,16,20,1.20,1.90,"W",0.60,7
"17Jun2000.tab",24/6/2000 04:00:00,"24/03","SW",13,16,20,1.20,1.90,"W",0.60,7
"17Jun2000.tab",24/6/2000 07:00:00,"24/06","SW",13,16,20,1.30,2.10,"WSW",0.60,7
"17Jun2000.tab",24/6/2000 10:00:00,"24/09","SW",13,16,20,1.30,2.10,"WSW",0.60,7
"17Jun2000.tab",24/6/2000 13:00:00,"24/12","SSW",13,16,20,1.20,1.90,"WSW",0.60,7
"17Jun2000.tab",24/6/2000 16:00:00,"24/15","SSW",14,17,21,1.30,2.10,"SW",0.40,7
"17Jun2000.tab",24/6/2000 19:00:00,"24/18","SSW",13,16,20,1.20,1.90,"SW",0.50,7
"17Jun2000.tab",24/6/2000 22:00:00,"24/21","S",12,15,18,1.10,1.80,"SW",0.60,7
"17Jun2000.tab",25/6/2000 01:00:00,"25/00","S",11,13,17,1.00,1.60,"SW",0.70,6
"17Jun2001_04.tab",17/6/2001 07:00:00,"17/06","NNE",24,30,37,3.20,5.10,"NNE",2.50,8
"17Jun2001_04.tab",17/6/2001 10:00:00,"17/09","NNE",24,30,37,3.30,5.30,"NNE",2.60,8
"17Jun2001_04.tab",17/6/2001 13:00:00,"17/12","NNE",23,28,35,3.30,5.30,"NNE",2.60,8
"17Jun2001_04.tab",17/6/2001 16:00:00,"17/15","NNE",23,28,35,3.30,5.30,"NNE",2.60,8
"17Jun2001_04.tab",17/6/2001 19:00:00,"17/18","NNE",22,27,34,3.10,5.00,"NNE",2.50,8
"17Jun2001_04.tab",17/6/2001 22:00:00,"17/21","NNE",21,26,32,3.00,4.80,"NNE",2.50,8
"17Jun2001_04.tab",18/6/2001 01:00:00,"18/00","NNE",20,25,31,2.80,4.50,"NNE",2.40,8
"17Jun2001_04.tab",18/6/2001 04:00:00,"18/03","NNE",19,23,29,2.70,4.30,"NNE",2.40,8
"17Jun2001_04.tab",18/6/2001 07:00:00,"18/06","NNE",19,23,29,2.60,4.20,"NNE",2.30,8
"17Jun2001_04.tab",18/6/2001 10:00:00,"18/09","NNE",17,21,26,2.50,4.00,"NNE",2.30,8
"17Jun2001_04.tab",18/6/2001 13:00:00,"18/12","NNE",16,20,24,2.40,3.80,"NNE",2.20,8
"17Jun2001_04.tab",18/6/2001 16:00:00,"18/15","NNE",13,16,20,2.20,3.50,"NNE",2.00,8
"17Jun2001_04.tab",18/6/2001 19:00:00,"18/18","NE",9,11,14,1.90,3.00,"NNE",1.80,8
"17Jun2001_04.tab",18/6/2001 22:00:00,"18/21","NE",6,7,9,1.70,2.70,"NNE",1.70,7
"17Jun2001_04.tab",19/6/2001 01:00:00,"19/00","E",4,5,6,1.50,2.40,"NNE",1.50,7
"17Jun2001_04.tab",19/6/2001 04:00:00,"19/03","SSE",7,8,10,1.40,2.20,"NNE",1.40,7
"17Jun2001_04.tab",19/6/2001 07:00:00,"19/06","S",12,15,18,1.30,2.10,"NNE",1.20,7
"17Jun2001_04.tab",19/6/2001 10:00:00,"19/09","S",19,23,29,1.60,2.60,"NNE",1.00,7
"17Jun2001_04.tab",19/6/2001 13:00:00,"19/12","S",24,30,37,1.70,2.70,"SE",0.50,7
"17Jun2001_04.tab",19/6/2001 16:00:00,"19/15","S",25,31,39,2.20,3.50,"S",0.80,7
"17Jun2001_04.tab",19/6/2001 19:00:00,"19/18","S",25,31,39,2.60,4.20,"SSW",1.20,7
"17Jun2001_04.tab",19/6/2001 22:00:00,"19/21","S",26,32,40,2.80,4.50,"SSW",1.50,7
"17Jun2001_04.tab",20/6/2001 01:00:00,"20/00","S",27,33,41,3.00,4.80,"SSW",1.80,8
"17Jun2001_13.tab",17/6/2001 19:00:00,"17/18","NNE",21,26,32,2.80,4.40,"NNE",1.90,7
"17Jun2001_13.tab",17/6/2001 22:00:00,"17/21","N",20,25,31,2.90,4.60,"NNE",2.00,7
"17Jun2001_13.tab",18/6/2001 01:00:00,"18/00","NNE",21,26,32,3.00,4.80,"NNE",2.20,7
"17Jun2001_13.tab",18/6/2001 04:00:00,"18/03","N",20,25,31,2.90,4.60,"NNE",2.20,7
"17Jun2001_13.tab",18/6/2001 07:00:00,"18/06","NNE",21,26,32,2.90,4.60,"NNE",2.10,7
"17Jun2001_13.tab",18/6/2001 10:00:00,"18/09","NNE",19,23,29,2.70,4.30,"NNE",2.00,7
"17Jun2001_13.tab",18/6/2001 13:00:00,"18/12","N",18,22,28,2.50,4.00,"NNE",2.00,8
"17Jun2001_13.tab",18/6/2001 16:00:00,"18/15","NNE",16,20,24,2.20,3.50,"NNE",1.80,8
"17Jun2001_13.tab",18/6/2001 19:00:00,"18/18","NNE",14,17,21,2.10,3.40,"NNE",1.70,8
"17Jun2001_13.tab",18/6/2001 22:00:00,"18/21","NNE",9,11,14,1.80,2.90,"NNE",1.70,7
"17Jun2001_13.tab",19/6/2001 01:00:00,"19/00","NNE",4,5,6,1.60,2.60,"NNE",1.60,7
"17Jun2001_13.tab",19/6/2001 04:00:00,"19/03","VR",3,3,4,1.50,2.40,"NNE",1.50,7
"17Jun2001_13.tab",19/6/2001 07:00:00,"19/06","S",8,10,12,1.40,2.20,"NNE",1.30,7
"17Jun2001_13.tab",19/6/2001 10:00:00,"19/09","S",15,18,23,1.40,2.20,"NNE",1.20,6
"17Jun2001_13.tab",19/6/2001 13:00:00,"19/12","S",21,26,32,1.70,2.70,"CN",1.00,
"17Jun2001_13.tab",19/6/2001 16:00:00,"19/15","S",23,28,35,1.70,2.70,"CN",0.40,
"17Jun2001_13.tab",19/6/2001 19:00:00,"19/18","S",24,30,37,2.20,3.50,"S",0.10,7
"17Jun2001_13.tab",19/6/2001 22:00:00,"19/21","S",25,31,38,2.60,4.20,"S",0.10,7
"17Jun2001_13.tab",20/6/2001 01:00:00,"20/00","SSW",27,33,41,2.80,4.50,"SSW",0.10,8
"17Jun2001_13.tab",20/6/2001 04:00:00,"20/03","SSW",24,30,37,2.90,4.60,"SSW",0.10,8
"17Jun2001_13.tab",20/6/2001 07:00:00,"20/06","SSW",22,27,34,2.80,4.50,"SSW",0.10,8
"17Jun2001_13.tab",20/6/2001 10:00:00,"20/09","SSW",21,26,32,2.60,4.20,"SSW",0.60,8
"17Jun2001_13.tab",20/6/2001 13:00:00,"20/12","SW",21,26,32,2.60,4.20,"SSW",0.50,8
"17Mar2001_02.tab",17/3/2001 06:00:00,"17/06","NE",14,17,21,1.80,2.80,"NNE",1.20,8
"17Mar2001_02.tab",17/3/2001 09:00:00,"17/09","NE",14,17,21,1.70,2.70,"NNE",1.20,8
"17Mar2001_02.tab",17/3/2001 12:00:00,"17/12","NE",12,15,18,1.60,2.50,"NNE",1.20,8
"17Mar2001_02.tab",17/3/2001 15:00:00,"17/15","NE",12,15,18,1.50,2.40,"NNE",1.10,8
"17Mar2001_02.tab",17/3/2001 18:00:00,"17/18","NE",12,15,18,1.40,2.20,"NNE",1.00,7
"17Mar2001_02.tab",17/3/2001 21:00:00,"17/21","NE",12,15,18,1.30,2.00,"NNE",0.90,7
"17Mar2001_02.tab",18/3/2001 00:00:00,"18/00","NE",12,15,18,1.20,1.90,"NNE",0.80,7
"17Mar2001_02.tab",18/3/2001 03:00:00,"18/03","NE",12,15,18,1.10,1.80,"NNE",0.80,7
"17Mar2001_02.tab",18/3/2001 06:00:00,"18/06","NE",12,15,18,1.10,1.80,"NNE",0.80,7
"17Mar2001_02.tab",18/3/2001 09:00:00,"18/09","NE",12,15,18,1.10,1.80,"NNE",0.80,7
"17Mar2001_02.tab",18/3/2001 12:00:00,"18/12","NE",12,15,18,1.20,1.90,"NNE",0.80,7
"17Mar2001_02.tab",18/3/2001 15:00:00,"18/15","NE",12,15,18,1.20,1.90,"NNE",0.80,7
"17Mar2001_02.tab",18/3/2001 18:00:00,"18/18","NE",10,12,15,1.10,1.80,"NNE",0.80,6
"17Mar2001_02.tab",18/3/2001 21:00:00,"18/21","NE",9,11,14,0.90,1.40,"NNE",0.80,6
"17Mar2001_02.tab",19/3/2001 00:00:00,"19/00","NNE",8,10,12,0.90,1.40,"N",0.80,6
"17Mar2001_02.tab",19/3/2001 03:00:00,"19/03","NNE",8,10,12,0.90,1.40,"N",0.80,6
"17Mar2001_02.tab",19/3/2001 06:00:00,"19/06","NNE",6,7,9,0.90,1.40,"N",0.90,6
"17Mar2001_02.tab",19/3/2001 09:00:00,"19/09","NNE",5,6,7,0.90,1.40,"N",0.90,6
"17Mar2001_02.tab",19/3/2001 12:00:00,"19/12","NE",5,6,7,0.90,1.40,"N",0.90,6
"17Mar2001_02.tab",19/3/2001 15:00:00,"19/15","NNE",5,6,7,0.90,1.40,"N",0.90,6
"17Mar2001_02.tab",19/3/2001 18:00:00,"19/18","NNE",6,7,9,0.90,1.40,"N",0.90,6
"17Mar2001_02.tab",19/3/2001 21:00:00,"19/21","NNE",6,7,9,0.90,1.40,"N",0.90,6
"17Mar2001_02.tab",20/3/2001 00:00:00,"20/00","NNE",8,10,12,0.90,1.40,"N",0.90,6
"17Mar2001_13.tab",17/3/2001 18:00:00,"17/18","NE",10,12,15,1.40,2.20,"N",1.30,8
"17Mar2001_13.tab",17/3/2001 21:00:00,"17/21","NE",11,13,17,1.30,2.00,"N",1.10,8
"17Mar2001_13.tab",18/3/2001 00:00:00,"18/00","ENE",10,12,15,1.20,1.90,"NNE",1.00,6
"17Mar2001_13.tab",18/3/2001 03:00:00,"18/03","NE",10,12,15,1.10,1.70,"NNE",1.00,6
"17Mar2001_13.tab",18/3/2001 06:00:00,"18/06","ENE",11,13,17,1.10,1.80,"NNE",0.90,6
"17Mar2001_13.tab",18/3/2001 09:00:00,"18/09","NE",11,13,17,1.10,1.80,"NNE",0.90,6
"17Mar2001_13.tab",18/3/2001 12:00:00,"18/12","ENE",12,15,18,1.20,1.90,"NNE",1.00,6
"17Mar2001_13.tab",18/3/2001 15:00:00,"18/15","NE",12,15,18,1.20,1.90,"NNE",1.00,6
"17Mar2001_13.tab",18/3/2001 18:00:00,"18/18","NE",14,17,21,1.30,2.10,"NNE",1.00,6
"17Mar2001_13.tab",18/3/2001 21:00:00,"18/21","NE",13,16,20,1.30,2.10,"NNE",1.00,6
"17Mar2001_13.tab",19/3/2001 00:00:00,"19/00","NE",13,16,20,1.30,2.10,"NNE",1.00,6
"17Mar2001_13.tab",19/3/2001 03:00:00,"19/03","NNE",13,16,20,1.30,2.10,"NNE",1.00,6
"17Mar2001_13.tab",19/3/2001 06:00:00,"19/06","NNE",12,15,18,1.20,1.90,"NNE",0.90,6
"17Mar2001_13.tab",19/3/2001 09:00:00,"19/09","NNE",11,13,17,1.10,1.80,"NNE",0.90,6
"17Mar2001_13.tab",19/3/2001 12:00:00,"19/12","NNE",10,12,15,1.00,1.60,"NNE",0.80,6
"17Mar2001_13.tab",19/3/2001 15:00:00,"19/15","NNE",10,12,15,1.00,1.60,"NNE",0.70,6
"17Mar2001_13.tab",19/3/2001 18:00:00,"19/18","N",7,8,10,0.80,1.30,"N",0.70,6
"17Mar2001_13.tab",19/3/2001 21:00:00,"19/21","N",6,7,9,0.70,1.10,"N",0.70,6
"17Mar2001_13.tab",20/3/2001 00:00:00,"20/00","NW",8,10,12,0.80,1.30,"N",0.70,6
"17Mar2001_13.tab",20/3/2001 03:00:00,"20/03","NNW",9,11,14,0.80,1.30,"N",0.70,6
"17Mar2001_13.tab",20/3/2001 06:00:00,"20/06","NNW",9,11,14,0.80,1.30,"N",0.70,6
"17Mar2001_13.tab",20/3/2001 09:00:00,"20/09","N",11,13,17,0.90,1.40,"N",0.70,6
"17Mar2001_13.tab",20/3/2001 12:00:00,"20/12","N",13,16,20,1.10,1.80,"N",0.70,6
"17Mar2002_01.tab",17/3/2002 06:00:00,"17/06","SSW",28,35,43,4.20,6.70,"S",3.20,10
"17Mar2002_01.tab",17/3/2002 09:00:00,"17/09","SSW",26,32,40,3.80,6.00,"SSW",3.00,10
"17Mar2002_01.tab",17/3/2002 12:00:00,"17/12","SSW",24,30,37,3.60,5.70,"SSW",2.80,9
"17Mar2002_01.tab",17/3/2002 15:00:00,"17/15","SSW",22,27,33,3.20,5.10,"SSW",2.60,9
"17Mar2002_01.tab",17/3/2002 18:00:00,"17/18","SSW",18,22,27,2.80,4.40,"SSW",2.40,9
"17Mar2002_01.tab",17/3/2002 21:00:00,"17/21","SSW",14,17,21,2.50,4.00,"SSW",2.20,8
"17Mar2002_01.tab",18/3/2002 00:00:00,"18/00","VAR",8,10,12,2.30,3.60,"SW",2.00,8
"17Mar2002_01.tab",18/3/2002 03:00:00,"18/03","VAR",8,10,12,2.20,3.50,"SW",1.90,8
"17Mar2002_01.tab",18/3/2002 06:00:00,"18/06","NNE",12,15,18,2.20,3.50,"W",1.90,8
"17Mar2002_01.tab",18/3/2002 09:00:00,"18/09","NNE",16,20,25,2.40,3.80,"NW",1.90,8
"17Mar2002_01.tab",18/3/2002 12:00:00,"18/12","NNE",20,25,31,2.80,4.50,"NNW",2.20,9
"17Mar2002_01.tab",18/3/2002 15:00:00,"18/15","NNE",20,25,31,2.90,4.60,"NNW",2.10,10
"17Mar2002_01.tab",18/3/2002 18:00:00,"18/18","NNE",20,25,31,3.00,4.80,"NNW",2.20,11
"17Mar2002_01.tab",18/3/2002 21:00:00,"18/21","NNE",20,25,31,3.40,5.40,"NNW",2.60,11
"17Mar2002_01.tab",19/3/2002 00:00:00,"19/00","NNE",18,22,27,3.80,6.00,"NNW",2.90,11
"17Mar2002_01.tab",19/3/2002 03:00:00,"19/03","NNE",16,20,25,4.00,6.40,"NNW",3.10,11
"17Mar2002_01.tab",19/3/2002 06:00:00,"19/06","NNE",16,20,25,4.20,6.70,"NNW",3.20,11
"17Mar2002_01.tab",19/3/2002 09:00:00,"19/09","NNE",16,20,24,4.20,6.70,"NNW",3.30,11
"17Mar2002_01.tab",19/3/2002 12:00:00,"19/12","NNE",18,22,28,4.40,7.00,"NNW",3.30,11
"17Mar2002_01.tab",19/3/2002 15:00:00,"19/15","NNE",18,22,27,4.50,7.20,"N",3.30,11
"17Mar2002_01.tab",19/3/2002 18:00:00,"19/18","NNE",18,22,28,4.20,6.70,"N",3.30,11
"17Mar2002_01.tab",19/3/2002 21:00:00,"19/21","NNE",16,20,24,3.90,6.20,"N",3.20,11
"17Mar2002_01.tab",20/3/2002 00:00:00,"20/00","NE",14,17,21,3.60,5.70,"N",3.20,11
"17Mar2002_13.tab",17/3/2002 18:00:00,"17/18","SW",15,18,23,2.50,4.00,"SSW",2.40,8
"17Mar2002_13.tab",17/3/2002 21:00:00,"17/21","SW",9,11,14,2.20,3.50,"SSW",2.10,8
"17Mar2002_13.tab",18/3/2002 00:00:00,"18/00","W",3,3,4,2.10,3.40,"SSW",2.00,8
"17Mar2002_13.tab",18/3/2002 03:00:00,"18/03","NNW",6,7,9,2.10,3.40,"CON",2.00,
"17Mar2002_13.tab",18/3/2002 06:00:00,"18/06","NNE",11,13,17,2.20,3.50,"CON",2.00,
"17Mar2002_13.tab",18/3/2002 09:00:00,"18/09","N",13,16,20,2.40,3.80,"CON",2.00,
"17Mar2002_13.tab",18/3/2002 12:00:00,"18/12","NNE",18,22,28,2.80,4.50,"NNW",2.30,11
"17Mar2002_13.tab",18/3/2002 15:00:00,"18/15","NNE",18,22,28,3.00,4.80,"NNW",2.50,11
"17Mar2002_13.tab",18/3/2002 18:00:00,"18/18","NNE",18,22,28,3.20,5.10,"NNW",2.80,11
"17Mar2002_13.tab",18/3/2002 21:00:00,"18/21","N",13,16,20,3.30,5.30,"NNW",3.00,11
"17Mar2002_13.tab",19/3/2002 00:00:00,"19/00","N",11,13,17,3.40,5.40,"NNW",3.10,11
"17Mar2002_13.tab",19/3/2002 03:00:00,"19/03","N",13,16,20,3.60,5.80,"NNW",3.40,11
"17Mar2002_13.tab",19/3/2002 06:00:00,"19/06","NNE",14,17,21,3.80,6.10,"NNW",3.60,11
"17Mar2002_13.tab",19/3/2002 09:00:00,"19/09","NNE",15,18,23,3.80,6.10,"NNW",3.60,11
"17Mar2002_13.tab",19/3/2002 12:00:00,"19/12","NNE",13,16,20,3.90,6.20,"NNW",3.70,11
"17Mar2002_13.tab",19/3/2002 15:00:00,"19/15","N",12,15,18,3.90,6.20,"N",3.70,11
"17Mar2002_13.tab",19/3/2002 18:00:00,"19/18","NNE",11,13,17,3.80,6.10,"N",3.60,11
"17Mar2002_13.tab",19/3/2002 21:00:00,"19/21","NNE",11,13,17,3.80,6.10,"N",3.60,11
"17Mar2002_13.tab",20/3/2002 00:00:00,"20/00","NNE",13,16,20,3.80,6.10,"N",3.60,11
"17Mar2002_13.tab",20/3/2002 03:00:00,"20/03","NNE",12,15,18,3.70,5.90,"N",3.60,11
"17Mar2002_13.tab",20/3/2002 06:00:00,"20/06","NNE",10,12,15,3.60,5.80,"N",3.50,11
"17Mar2002_13.tab",20/3/2002 09:00:00,"20/09","NE",9,11,14,3.50,5.60,"N",3.40,10
"17Mar2002_13.tab",20/3/2002 12:00:00,"20/12","NE",9,11,14,3.40,5.40,"N",3.30,10
"17May2001_04.tab",17/5/2001 07:00:00,"17/06","SSW",11,13,16,1.50,2.40,"CON",1.40,
"17May2001_04.tab",17/5/2001 10:00:00,"17/09","SSW",10,12,15,1.30,2.00,"CON",1.20,
"17May2001_04.tab",17/5/2001 13:00:00,"17/12","SW",9,11,13,1.20,1.90,"CON",1.10,
