"filename","author","forecasttime","ftype","section1"
"19Dec2001_02.prn","F5",19/12/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, WEDNESDAY,        19-Dec   2001 A COLD FRONT WILL MOVE QUICKLY SOUTH ACROSS THE NORTH SEA THIS MORNING WITH A RIDGE FOLLOWING FROM THE NORTH TONIGHT. THE NEXT DEEPENING LOW WILL MOVE SE INTO WESTERN NORWAY TOMORROW EVENING, WITH ASSOCIATED FRONTS MOVING RAPIDLY SE ACROSS THE NORTH SEA TOMORROW AFTERNOON."
"19Dec2001_14.prn","F4",19/12/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, WEDNESDAY,        19-Dec   2001 LOW 982MB, OVER ESTONIA, WILL DRIFT EAST. RIDGE OF HIGH PRESSURE, FROM MID ATLANTIC TO THE WESTERN NORWEGIAN SEA, WILL DECLINE SE'WARD INTO CENTRAL SWEDEN, THE NORTHERN NORTH SEA AND SCOTLAND BY EARLY TOMORROW. DEVELOPING LOW 1006MB, NEAR 73N 000E/W, WILL DEEPEN AS IT MOVES SE-SSE, EXPECTED 990MB NEAR 65N 005E BY 1200GMT TOMORROW, AND 983MB OVER SOUTHERN NORWAY AND SCANDINAVIA BY FRIDAY, THEN 981MB OVER LITHUANIA BY SATURDAY. A RIDGE OF HIGH PRESSURE WILL BUILD FROM MID ATLANTIC TO THE WESTERN NORWEGIAN SEA BY SATURDAY.-"
"19Feb2002_03.prn","F3",19/2/2002 03:00:00,"normal","1.INFERENCE 0300 GMT, TUESDAY,          19-Feb   2002 A FAST MOVING LOW (1000 MB) OVER THE MORAY FIRTH WILL MOVE ESE-SE, EXPECTED (991 MB) JUST OFF SOUTHERN SWEDEN BY MIDDAY TODAY,FOLLOWED BY A RIDGE OF HIGH PRESSURE CROSSING THE NORTH SEA AROUND 1800 GMT TODAY.THE DEEPENING LOW IN THE DENMARK STRAIT WILL EXTEND RAPIDLY SE'WARDS WITH TROUGHING TO THE GERMAN BIGHT BY EARLY WEDNESDAY MORNING.THE LOW IS EXPECTED NW OF CAPE WRATH (975 MB) BY 0600 GMT WEDNESDAY,REACHING NORTHERN GERMANY (983 MB) BY LATE WEDNESDAY EVENING."
"19Feb2002_14.prn","F5",19/2/2002 12:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          19-Feb   2002 AN INTENSIFYING LOW SW OF ICELAND WILL MOVE ESE, PASSING CLOSE TO ORKNEY TONIGHT THEN CONTINUING ACROSS THE NORTH SEA INTO SOUTHERN DENMARK BY TOMORROW EVENING. A RIDGE WILL CROSS FROM THE WEST EARLY ON THURSDAY, WITH THE NEXT DEEP ATLANTIC LOW EXPECTED TO MOVE EAST ACROSS THE NORTHERN NORTH SEA EARLY ON FRIDAY. CONFIDENCE IS LOW BEYOND TOMORROW DUE TO LARGE DIFFERENCES IN SUCCESSIVE MODEL RUNS."
"19Jan2001_01.prn","F3",19/1/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, FRIDAY,           19-Jan   2001 THE RIDGE OF HIGH PRESSURE OVER THE EAST SHETLAND BASIN/NORTHERN NORTH SEA WILL PERSIST TODAY THEN RETREAT EAST LATER SATURDAY. A WEAK TROUGH WILL CONTINUE TO AFFECT THE CENTRAL AND SOUTHERN NORTH SEA TODAY THROUGH SATURDAY AFTERNOON.AN OCCLUDING ATLANTIC FRONT WILL MOVE EAST TO LIE FROM SHETLAND TO EAST ANGLIA BY LATE SUNDAY EVENING.ANOTHER ATLANTIC LOW WILL FOLLOW,EXPECTED (951 MB) 56N 26E, BY THE SAME TIME."
"19Jan2001_16.prn","F5",19/1/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, FRIDAY,           19-Jan   2001 THE SETTLED SPELL OF WEATHER LOOKS LIKELY TO BREAK DOWN ON SUNDAY AS A SERIES OF ATLANTIC LOWS MOVE NE PAST NW SCOTLAND, BRINGING GALE FORCE S-SE'LY WINDS TO THE NORTH SEA AT TIMES FROM SUNDAY MORNING ONWARDS."
"19Jul2000.prn","F3",19/7/2000 04:00:00,"normal","1.INFERENCE 0300 GMT, WEDNESDAY,        19-Jul   2000 LOW (1001 MB),CENTRAL BALTIC SEA,WILL BECOME SLOW MOVING OVER STOCKHOLM LATER TODAY,GRADUALLY FILLING THEN DRIFTING SE LATER THURSDAY.HIGH (1024 MB),SW OF EIRE,WILL BUILD AND DRIFT NNE, EXPECTED (1030 MB),HEBRIDES,LATE FRIDAY.THE RIDGE OF HIGH PRESSURE FROM NE SCOTLAND ALONG THE NORWEGIAN COAST WILL PERSIST BUT AN ATLANTIC FRONTAL SYSTEM WILL MOVE EAST AROUND 60 DEGREES NORTH TODAY THROUGH FRIDAY."
"19Jul2001_04.prn","F5",19/7/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, THURSDAY,         19-Jul   2001 A DEPRESSION OVER THE SOUTHERN NORTH SEA WILL MOVE NE AND FILL, WHILE A RIDGE FROM THE NORWEGIAN SEA TO THE WEST OF SCOTLAND MOVES SLOWLY EAST INTO SCOTLAND DURING TOMORROW. FRESH TO STRONG N-NE'LY WINDS LOOK LIKELY TO PERSIST FOR SEVERAL DAYS."
"19Jul2001_13.prn","F2",19/7/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, THURSDAY,         19-Jul   2001 DEPRESSION 998MB OFF THE NETHERLANDS WILL GRADUALLY FILL AS IT DRIFTS NORTHEASTWARDS. HIGH PRESSURE OVER THE GREENLAND SEA WILL REMAIN SLOW MOVING, WITH ITS ASSOCIATED RIDGE TO THE WEST OF THE BRITISH ISLES DECLINING NORTHWARDS AS A DEPRESSION OVER THE ATLANTIC MOVES EAST TO BE 1005MB TO THE NW OF IRELAND BY SUNDAY WITH ITS ASSOCIATED OCCLUDING FRONTAL TROUGH BECOMING SLOW MOVING OVER THE CENTRAL NORTH SEA."
"19Jun2001_13.prn","F1",19/6/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          19-Jun   2001 A RIDGE OVER THE EASTERN NORTH SEA WILL MOVE EAST. LOW TO THE SOUTH OF ICELAND WILL MOVE SLOWLY ENE TO BE TO THE EAST OF ICELAND BY MIDDAY TOMORROW. THE LOW WILL THEN MOVE SE AND WEAKEN TO BE OVER SOUTHERN SWEDEN BY LATER THURSDAY. THE ASSOCIATED WARM FRONT OVER THE NORTHERN NORTH SEA WILL MOVE NE TONIGHT. THE FOLLOWING COLD FRONT WILL MOVE EAST ACROSS THE NORTHERN NORTH SEA TOMORROW MORNING. A HIGH WILL BUILD ENE TO BE OVER THE HEBRIDES BY LATE THURSDAY."
"19Mar2001_02.prn","F3",19/3/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, MONDAY,           19-Mar   2001 LOW (994 MB),NORTHERN GERMANY,WILL DRIFT EAST,FILLING SLOWLY. LEE TROUGHING ALONG THE NORWEGIAN COAST WILL PERSIST TODAY, MOVING EAST ON TUESDAY.THE RIDGE OF HIGH PRESSUREFROM ICELAND TO IRELAND WILL SWING EAST TO COVER THE NORTH SEA THIS EVENING, HOLDING THROUGH TUESDAY BUT THEN BEING FORCED EAST ON WEDNESDAY AS A SERIES OF OCCLUSIONS EDGE NORTHEAST ACROSS IRELAND/SW ENGLAND."
"19Mar2001_13.prn","F4",19/3/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, MONDAY,           19-Mar   2001 FRONTAL TROUGH, OVER THE CENTRAL NORWEGIAN SEA, WILL MOVE SOUTHEAST INTO NORWAY TOMORROW MORNING. HIGH PRESSURE, OVER ICELAND, WILL BUILD A RIDGE TO SCOTLAND TONIGHT, THEN THE NORTHERN NORTH SEA BY WEDNESDAY. THIS RIDGE WILL DECLINE NE'WARDS DURING WEDNESDAY AS A FRONTAL TROUGH MOVES NORTHEAST INTO IRELAND AND CENTRAL ENGLAND."
"19Mar2002_02.prn","F3",19/3/2002 03:00:00,"normal","1.INFERENCE 0300 GMT, TUESDAY,          19-Mar   2002 LOW (987 MB),JUST SW OF THE LOFOTEN ISLANDS,WILL MOVE AWAY NE'WARDS. LOW (984 MB),OVER THE SOUTHERN NORTH SEA WILL MOVE NE TO BECOME SLOW MOVING OVER SOUTHERN SWEDEN.A COMPLEX LOW PRESSURE AREA WILL CONTINUE TO DOMINATE THE CENTRAL NORTH ATLANTIC FOR THE FORSEEABLE FUTURE WHILST THE HIGH PRESSURE AREA OVER ICELAND WILL EDGE SLOWLY EAST AND BUILD SE TO COVER THE NORWEGIAN SEA WITH A NARROW RIDGE OVER THE NORTH SEA BY MIDDAY FRIDAY."
"19Mar2002_13.prn","F2",19/3/2002 12:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          19-Mar   2002 DEPRESSION OVER THE SKAGERRAK WILL MOVE AWAY GRADUALLY NORTHEAST. HIGH PRESSURE OVER ICELAND WITH RIDGE TO WESTERN SCOTLAND WILL MOVE VERY SLOWLY EASTWARDS. A COMPLEX AREA OF LOW PRESSURE WILL PERSIST OVER THE MID-ATLANTIC WITH A SERIES OF FRONTAL WAVES RUNNING EASTWARADS OVER THE SOUTH OF ENGLAND WITH AN ASSOCIATED FRONTAL TROUGH MOVING GRADUALLY NORTHEAST TO BECOME SLOW MOVING OVER THE CENTRAL NORTH SEA BY THURSDAY."
"19May2001_13.prn","F1",19/5/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, SATURDAY,         19-May   2001 HIGH CENTRED TO THE SW OF IRELAND WILL MOVE VERY SLOWLY ENE TO BE OVER DENMARK BY LATER MONDAY. A WEAK COLD FRONT WILL MOVE ESE ACROSS THE NORTHERN NORTH SEA TOMORROW MORNING. A RIDGE WILL FOLLOW LATER TOMORROW. A DEVELOPING LOW WILL MOVE ENE TO BE OVER THE CENTRAL NORWEGIAN SEA BY LATER MONDAY. THE ASSOCIATED WARM FRONT WILL AFFECT THE NORTHERN NORTH SEA DURING MONDAY.  -"
"19Nov2000_02.prn","F3",19/11/2000 03:00:00,"normal","1.INFERENCE 0300 GMT, SUNDAY,           19-Nov   2000 LOW (977 MB),JUST WEST OF SHETLAND,WILL DRIFT SE,EXPECTED (983 MB) MORAY FIRTH BY LATE THIS EVENING THEN GRADUALLY DRIFTING W-WNW LATER MONDAY THROUGH TUESDAY.A TRIPLE POINT LOW WILL DEVELOP IN MID NORTH ATLANTIC ON MONDAY,DEEPENING AND MOVING SE,EXPECTED (977 MB) OFF NW IRELAND BY LATE TUESDAY EVENING."
"19Nov2001_02.prn","F3",19/11/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, MONDAY,           19-Nov   2001 THE RIDGE OF HIGH PRESSURE COVERING THE U.K. WILL TOPPLE SOUTHEAST ACROSS THE NORTH SEA TODAY AHEAD OF AN ADVANCING ATLANTIC FRONTAL SYSTEM WHICH WILL AFFECT THE U.K./NORTH SEA TUESDAY MORNING ONWARDS WITH THE COLD FRONT CLEARING THE NORTH SEA ENTIRELY LATE WEDNESDAY EVENING.A SERIES OF LOWS WHICH DEVELOP IN THE DENMARK STRAIT WILL MOVE NE'WARDS INTO THE NORTHERN NORWEGIAN SEA."
"19Nov2001_13.prn","F1",19/11/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, MONDAY,           19-Nov   2001 HIGH COVERING THE NORTH SEA WILL SLOWLY DECLINE SE. A COLD FRONT WILL MOVE ESE AND WILL CROSS THE NORTHERN NORTH SEA TOMORROW AFTERNOON/EVENING. A FRONTAL WAVE WILL MOVE ENE AND WILL CROSS THE SE NORWEGIAN SEA DURING WEDNESDAY. A SHOWERY TROUGH WILL MOVE SE ACROSS THE NORTHERN NORTH SEA LATER WEDNESDAY.  -"
"19Oct2000_04.prn","F5",19/10/2000 04:00:00,"normal","1.INFERENCE 0300 GMT, THURSDAY,         19-Oct   2000 THE DEEP LOW JUST SOUTH OF ICELAND WILL FILL STEADILY TODAY, WITH ASSOCIATED WAVING COLD FRONT OVER THE EASTERN NORTH SEA SOON MOVING AWAY EAST. A DEVELOPING LOW WILL MOVE NORTH TOWARDS SW IRELAND TONIGHT, CONTINUING NORTH PAST WESTERN SCOTLAND ON SATURDAY THEN MOVING AWAY INTO THE NORWEGIAN SEA ON SUNDAY."
"19Oct2000_14.prn","F1",19/10/2000 13:00:00,"normal","1.INFERENCE 1200 GMT, THURSDAY,         19-Oct   2000 LOW OVER ICELAND WILL MOVE SLOWLY NE. A FRONTAL WAVE TO THE SW OF IRELAND WILL MOVE NNE THEN NORTH TO BE TO THE WEST OF THE FAEROES BY LATER TOMORROW THEN NE TO BE OVER THE NORTHERN NORWEGIAN SEA BY LATER SATURDAY. THE ASSOCIATED COLD FRONT WILL MOVE NE AND WILL CROSS THE NORTHERN NORTH SEA DURING SATURDAY.  -"
"19Oct2001_01.prn","F1",19/10/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, FRIDAY,           19-Oct   2001 HIGH PRESSURE COVERING SOUTHERN SCANDINAVIA WILL DECLINE SLOWLY EAST. LOW CENTRED AROUND  52N 21W  WILL MOVE SLOWLY SE AND WEAKEN. A COLD FRONT FROM NEAR THE FAEROES SE'WARDS ACROSS THE CENTRAL NORTH SEA TO THE LOW COUNTRIES WILL MOVE SLOWLY NORTH TO BE OVER THE NORTHERN NORTH SEA LATER TODAY. ANOTHER FRONT WILL MOVE SLOWLY AND ERRATICALLY NORTH TO BE OVER THE CENTRAL NORTH SEA WITH A WEAK LOW BY LATER SUNDAY.  -"
"19Oct2001_14.prn","F2",19/10/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, FRIDAY,           19-Oct   2001 HIGH PRESSURE OVER SCANDINAVIA WITH A RIDGE TO EASTERN EUROPE WILL WEAKEN AS IT MOVES EASTWARDS. COMPLX AREA OF LOW PRESSURE SW OF IRELAND WILL MOVE NORTHEASTWARDS OVER THE BRITISH ISLES WITH A LOW FORMING OVER BISCAY AND MOVING NORTHWARDS TO THE IRISH SEA BY SATURDAY AFTERNOON, THEN TURNING NW TO BE 994MB WEST OF SCOTLAND BY EARLY SUNDAY."
"19Sep2000_03.prn","F2",19/9/2000 04:00:00,"normal","1.INFERENCE 0300 GMT, TUESDAY,          19-Sep   2000 HIGH 1024MB OVER ESTONIA WILL GRADUALLY BUILD AS IT DRIFTS SLOWLY NORTHWARDS WHILE MAINTAINING A RIDGE TOWARDS SOUTHERN EUROPE. COMPLEX AREA OF LOW PRESSURE OVER THE BRITISH ISLES WILL PERSIST WITH A CENTRE OVER NORTHERN SCOTLAND WILL MOVE WEST. A SERIES OF FRONTAL WAVES WILL RUN RAPIDLY NORTHWEST OVER THE NORTH SEA CAUSING INCREASES IN THE SOUTHEASTERLY WINDFLOW AT TIMES"
"19Sep2000_15.prn","F5",19/9/2000 13:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          19-Sep   2000 A FRONT OVER THE NORTH SEA WILL MOVE NW TODAY, INTRODUCING GALE FORCE E-SE'LY WINDS TO ALL AREAS TONIGHT AND TOMORROW. WINDS ARE EXPECTED TO EASE TOMORROW NIGHT AS THE COLD FRONT MOVES QUICKLY NNE ACROSS THE NORTH SEA."
"19Sep2001_03.prn","F3",19/9/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, WEDNESDAY,        19-Sep   2001 LOW (1004 MB),54N 005E,WILL MOVE SSW TO DOVER BY MIDDAY TODAY THEN DRIFT E-NE TO LIE OVER NW GERMANY (1009 MB) BY MIDDAY THURSDAY BECOMING SLOW MOVING OVER SOUTHERN DEMARK LATER THURS.THROUGH SAT. THE RIDGE OF HIGH PRESSURE FROM THE NORTHERN BALTIC SEA ACROSS THE FAEROES AND DOWN TO THE SSW OF EIRE,WILL DECLINE TEMPORARILY TODAY BUT WILL RE-ESTABLISH ITSELF AS A SEPERATE HIGH (1023 MB) 56N 15W BY LATE THURSDAY,EDGING EAST TO LIE OVER CENTRAL SCOTLAND (1020 MB) BY LATE FRIDAY."
"19Sep2001_13.prn","F5",19/9/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, WEDNESDAY,        19-Sep   2001 DEEP SLOW MOVING DEPRESSION OVER THE SOUTHERN NORTH SEA TODAY AND TONIGHT WILL MOVE SLOWLY NE AND FILL DURING TOMORROW AND FRIDAY, WITH AN ASSOCIATED FRONT MOVING STEADILY NW ACROSS THE NORTHERN NORTH SEA TODAY AND TONIGHT. HIGH PRESSURE WILL MOVE SLOWLY EAST TO LIE OVER THE UK BY LATE ON FRIDAY."
"1Apr2001_01.prn","F4",1/4/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, SUNDAY,           01-Apr   2001 LOW 978MB, OVER THE NORWEGIAN SEA, MOVING AWAY NE AS A WEAK RIDGE BUILDS OVER THE EAST SHETLAND BASIN BY EARLY MONDAY. DEVELOPING ATLANTIC LOW WILL DEEPEN, EXPECTED JUST NW OF SCOTLAND 987MB BY MONDAY AFTERNOON, AND THE FAEROES 984MB BY WEDNESDAY. ASSOCIATED WARM FRONT WILL MOVE NNE ACROSS SCOTLAND AND THE NORTH SEA TONIGHT AND EARLY TOMORROW, WITH COLD FRONT CROSSING THE NORTH SEA DURING MONDAY AFTERNOON THROUGH TUESDAY AFTERNOON. -"
"1Apr2001_15.prn","F5",1/4/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, SUNDAY,           01-Apr   2001 A DEVELOPING LOW SW OF IRELAND WILL DEEPEN AND MOVE NNE, PASSING TO THE WEST OF SCOTLAND TOMORROW MORNING THEN BECOMING SLOW MOVING NEAR THE FAEROES TOMORROW NIGHT. THE WARM FRONT OVER THE CENTRAL NORTH SEA WILL MOVE NORTH ACROSS THE NORTHERN NORTH SEA TONIGHT, WITH THE COLD FRONT CROSSING ALL AREAS TOMORROW EVENING AND NIGHT."
"1Apr2002_02.prn","F2",1/4/2002 04:00:00,"normal","1.INFERENCE 0300 GMT, MONDAY,           01-Apr   2002 DEPRESSION SOUTH OF ICELAND WILL MOVE NORTHWESTWAARDS WITH ITS ASSOCIATED COLD FRONTAL TROUGH OVER WESTERN SCOTLAND MOVING EAST TO BECOME SLOW MOVING OVER THE CENTRAL NORTH SEA MONDAY NIGHT, GRADUALLY RETURNING NORTHWESTWARDS AS A WARM FRONT."
"1Apr2002_14.prn","F5",1/4/2002 13:00:00,"normal","1.INFERENCE 1200 GMT, MONDAY,           01-Apr   2002 A DEEP DEPRESSION OVER SOUTHERN ICELAND WILL SLOWLY FILL WHILE AN ATLANTIC LOW MOVES EAST, BECOMING SLOW MOVING JUST SW OF IRELAND TOMORROW MORNING. A COLD FRONT OVER SCOTLAND WILL BECOME SLOW MOVING OVER THE CENTRAL NORTH SEA TONIGHT THEN RETURN WEST AS A WARM FRONT TOMORROW AFTERNOON."
"1Aug2000_14.prn","F4",1/8/2000 13:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          01-Aug   2000 A RIDGE OF HIGH PRESSURE, EXTENDING FROM NORTHERN NORWAY TO JUST SOUTH OF ICELAND, WILL REMAIN SLOW MOVING BUT START TO DECLINE DURING WEDNESDAY. LOW 1004MB, JUST NW OF IRELAND, WILL DRIFT EAST TO BE 1008MB, NEAR NEWCASTLE BY THURSDAY, THEN SSE INTO THE SOUTHERN NORTH SEA BY FRIDAY. ASSOCIATED FRONTAL TROUGH, PRESENTLY LYING FROM JUST NORTH OF SCOTLAND THROUGH THE NORTHERN NORTH SEA, WILL BECOME SLOW MOVING AROUND 60N BY MIDNIGHT, THEN MOVE SE ACROSS THE NORTHERN AND CENTRAL NORTH SEA DURING THURSDAY. -"
"1Aug2001_15.prn","F5",1/8/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, WEDNESDAY,        01-Aug   2001 LOW PRESSURE SOUTH OF ICELAND WILL MOVE SLOWLY NE AND DEEPEN OVER NEXT 48 HOURS. ASSOCIATED WARM FRONT WILL CROSS THE NORTHERN NORTH SEA TONIGHT AND TOMORROW MORNING, WITH THE COLD FRONT FOLLOWING ON FRIDAY. A THUNDERY LOW IS CURRENTLY EXPECTED TO MOVE NNE ACROSS THE EASTERN NORTH SEA ON FRIDAY, BUT CONFIDENCE IS LOW IN THE TRACK AND INTENSITY OF THIS FEATURE."
"1Dec2000_03.prn","F3",1/12/2000 03:00:00,"normal","1.INFERENCE 0300 GMT, FRIDAY,           01-Dec   2000 THE COMPLEX LOW PRESSURE AREA FROM ICELAND TO THE NORTHERN BALTIC SEA WILL EDGE SLOWLY NORTH AND FILL.THE COMPLEX LOW PRESSURE AREA (965 MB),WEST OF IRELAND,WILL RESOLVE ITSELF INTO ONE CENTRE AND DRIFT VERY SLOWLY NORTH,EXPECTED (978 MB),ICELAND,BY MIDDAY SUNDAY. THE COLD FRONT NOW LYING FROM NE SCOTLAND TO SW ENGLAND WILL EDGE ERRATICALLY EAST AS A FRONTAL WAVE RUNS ALONG ITS LENGTH AND IS EXPECTED TO CLEAR ALL AREAS BY 0600 GMT SATURDAY"
"1Dec2000_15.prn","F4",1/12/2000 12:00:00,"normal","1.INFERENCE 1200 GMT, FRIDAY,           01-Dec   2000 LOW 964MB, 180NM WEST OF NORTHERN IRELAND, WILL DRIFT NORTHEAST, EXPECTED 973MB BETWEEN SCOTLAND AND ICELAND BY SUNDAY, THEN DRIFTING NW TO EASTERN ICELAND AND FILLING. ASSOCIATED FRONTAL TROUGH, PRESENTLY OVER EASTERN ENGLAND, WILL MOVE NORTHEAST ACROSS THE NORTH SEA AND EAST SHETLAND BASIN DURING THIS EVENING AND OVERNIGHT."
"1Dec2001_02.prn","F1",1/12/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, SATURDAY,         01-Dec   2001 LOW NE OF ICELAND WILL MOVE NORTH. THE ASSOCIATED COLD FRONT FROM THE LOW TO THE SE NORWEGIAN SEA ACROSS SCOTLAND TO THE SW APPROACHES WILL MOVE ERRATICALLY EAST OVER THE NORTH SEA TODAY AS A WAVE ON THE FRONT OVER NORTH SCOTLAND WILL MOVE NNE TO BE NEAR THE LOFOTEN ISLANDS BY TOMORROW MORNING. A RIDGE WILL MOVE EAST ACROSS THE NORTH SEA TONIGHT. A LOW WILL MOVE NE THEN NNW AND WILL PASS TO THE EAST OF ICELAND DURING THE TUESDAY. THE ASSOCIATED FRONT WILL MOVE NE ACROSS THE NORTH SEA DURING TUESDAY MORNING.  -"
"1Dec2001_14.prn","F5",1/12/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, SATURDAY,         01-Dec   2001 LOW PRESSURE OVER THE NORTHERN NORTH SEA WILL TRANSFER QUICKLY AWAY NNE'WARDS THIS AFTERNOON AND EVENING, WITH A TRANSIENT HIGH MOVING STEADILY NE ACROSS THE CENTRAL NORTH SEA DURING TOMORROW. A FRONT WILL MOVE NE ACROSS SCOTLAND TOMORROW NIGHT, WITH A DEEP LOW THEN MOVING NNE TO THE WEST OF SCOTLAND TOMORROW AFTERNOON. ASSOCIATED COLD FRONT WILL CROSS THE NORTH SEA ON TUESDAY MORNING."
"1Feb2001_01.prn","F3",1/2/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, THURSDAY,         01-Feb   2001 THE RIDGE OF HIGH PRESSURE COVERING THE NORWEGIAN SEA/EAST SHETLAND BASIN AND THE NORTH SEA WILL EDGE EAST TODAY AS THE OCCLUDING ATLANTIC FRONTAL SYSTEM NOW WEST OF THE U.K. EDGES SLOWLY EAST TO LIE FROM EASTERN ICELAND TO SW ENGLAND BY LATE THIS EVENING AND FROM EASTERN ICELAND ACROSS THE MORAY FIRTH TO THE LOW CONTRIES BY LATE FRIDAY.ANOTHER OCCLUDING ATLANTIC FRONTAL SYSTEM WILL CATCH UP WITH THE ORIGINAL FRONT ON SATURDAY MORNING FORCING IT ACROSS THE NORTH SEA SATURDATY AFTERNOON."
"1Feb2001_13.prn","F2",1/2/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, THURSDAY,         01-Feb   2001 COMPLEX SERIES OF OCCLUDING FRONTAL TROUGHS OVER WESTERN BRITAIN WILL MOVE GRADUALLY EASTWARDS TO BECOME SLOW MOVING OFF NE SCOTLAND ON FRIDAY MORNING. RETURNING GRADUALLY WESTWARDS LATER AS HIGH PRESSURE OVER NORTHERN NORWAY BUILDS A RIDGE TO SOUTHERN NORWAY."
"1Feb2002_03.prn","F3",1/2/2002 03:00:00,"normal","1.INFERENCE 0300 GMT, FRIDAY,           01-Feb   2002 THE OCCLUSION NOW LYING SOUTH OF ICELAND TO THE GERMAN BIGHT WILL MOVE AWAY NE'WARDS.A VIGOROUSLY DEEPENING ATLANTIC LOW,PRESENTLY (952 MB) 54N 24W,IS MOVING NORTH,EXPECTED (933 MB) 60N 21W BY LATE THIS EVENING.THE LOW WILL THEN REMAIN SLOW MOVING SOUTH OF ICELAND THROUGH SATURDAY,FILLING SLOWLY AND THEN MOVING NE ON SUNDAY. A SECONDARY LOW IS EXPECTED TO DEVELOP SW OF IRELAND BY EARLY SUNDAY MORNING,DEEPENING RAPIDLY,EXPECTED (989 MB) OVER WALES BY MIDDAY SUNDAY,REACHING THE CENTRAL NORTH SEA 57 30N 003E (982 MB) BY LATE SUNDAY EVENING."
"1Feb2002_16.prn","F4",1/2/2002 12:00:00,"normal","1.INFERENCE 1200 GMT, FRIDAY,           01-Feb   2002 DEEP ATLANTIC DEPRESSION 936MB, IS EXPECTED 951MB JUST SE OF ICELAND BY SUNDAY. ASSOCIATED FRONTAL SYSTEM WILL MOVE NE INTO THE NORWEGIAN SEA, AND ACROSS THE NORTH SEA TONIGHT. A FURTHER FRONT WILL CROSS SCOTLAND AND THE NORTH SEA DURING TOMORROW. -"
"1Jan2001_01.prn","F4",1/1/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, MONDAY,           01-Jan   2001 AN ACTIVE FRONTAL TROUGH, PRESENTLY LYING FROM NE SCOTLAND TO SW ENGLAND, WILL CONTINUE MOVING NORTHEAST INTO SCANDINAVIA BY EARLY TUESDAY. A SHOWERY TROUGH IS EXPECTED TO MOVE NE ACROSS THE NORTH SEA DURING TOMORROW. AN AREA OF LOW PRESSURE WILL BECOME ESTABLISHED NEAR THE FAEROES DURING TOMORROW WITH ASSOCIATED TROUGH TO NW SCOTLAND MOVING SOUTHEAST INTO THE NORTH SEA DURING WEDNESDAY."
"1Jan2001_14.prn","F1",1/1/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, MONDAY,           01-Jan   2001 LOW SW OF IRELAND WILL MOVE SLOWLY NNE TO BE OVER NORTHERN SCOTLAND BY TOMORROW MIDDAY. THE LOW WILL THEN DRIFT SOUTH. ANOTHER LOW TO THE SOUTH OF THE FAEROES WILL MOVE SLOWLY NNE ACROSS THE NORWEGIAN SEA. THE ASSOCIATED FRONTS OVER THE NORTHERN NORTH SEA WILL MOVE NORTH.  -"
"1Jan2002_03.prn","F3",1/1/2002 03:00:00,"normal","1.INFERENCE 0300 GMT, TUESDAY,          01-Jan   2002 LOW (994 MB),67 30N 005E,WILL TRANSFER ACROSS SOUTHERN SCANDINAVIA TODAY TO REACH NE POLAND (997 MB) BY LATE THIS EVENING. HIGH (1037 MB),NE FRANCE,WILL MOVE SE TO REACH NORTHERN ITALY BY THIS EVENING.THE ASSOCIATED RIDGE LYING FROM NE FRANCE TO SOUTH OF ICELAND WILL SWING NE-E TO CROSS THE NORTH SEA WEDNESDAY MORNING FOLLOWED BY STRENGTHENING S'LY WINDS."
"1Jan2002_14.prn","F5",1/1/2002 12:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          01-Jan   2002 LOW PRESSURE OVER SOUTHERN SCANDINAVIA WILL MOVE QUICKLY EAST WHILE A RIDGE OVER THE UK CROSSES THE NORTH SEA TONIGHT. A NEW HIGH WILL FORM OVER CENTRAL NORWAY TONIGHT THEN MOVE SOUTH AND BUILD STRONGLY DURING TOMORROW, WITH STRONG S'LY WINDS DEVELOPING OVER THE NORTH SEA LATER TOMORROW."
