"forecast","AMPM","author","Section","Index","phrasep","timephrase","matchCount","matchQuality","matchTime"
"17Nov2000_14.prn","PM","F2","2",0,0,"null",0,0,-99
"17Nov2000_14.prn","PM","F2","2",1,0,"null",1,3,6
"17Nov2000_14.prn","PM","F2","3",0,0,"null",2,1,6
"17Nov2000_14.prn","PM","F2","3",1,1,"by evening",0,0,-99
"17Nov2000_14.prn","PM","F2","4",0,0,"null",0,0,-99
"17Nov2000_14.prn","PM","F2","4",1,0,"null",3,1,15
"17Nov2001_01.prn","AM","F4","2",0,0,"null",3,2,12
"17Nov2001_01.prn","AM","F4","2",2,1,"from midday",0,0,-99
"17Nov2001_01.prn","AM","F4","2",3,1,"by midnight",2,2,0
"17Nov2001_01.prn","AM","F4","3",0,0,"null",1,3,0
"17Nov2001_01.prn","AM","F4","3",1,1,"soon",7,1,9
"17Nov2001_01.prn","AM","F4","3",2,1,"by midday",7,1,6
"17Nov2001_01.prn","AM","F4","4",0,0,"null",2,2,0
"17Nov2001_01.prn","AM","F4","4",1,1,"by midday",1,3,12
"17Nov2001_01.prn","AM","F4","4",2,1,"by midnight",1,3,0
"17Nov2001_13.prn","PM","F1","2",0,0,"null",0,0,-99
"17Nov2001_13.prn","PM","F1","2",1,1,"tonight",1,3,6
"17Nov2001_13.prn","PM","F1","3",0,0,"null",7,2,12
"17Nov2001_13.prn","PM","F1","4",0,0,"null",2,2,0
"17Nov2001_13.prn","PM","F1","4",2,1,"later",1,3,0
"17Oct2000_13.prn","PM","F4","2",0,0,"null",0,0,-99
"17Oct2000_13.prn","PM","F4","2",1,1,"by morning",1,3,6
"17Oct2000_13.prn","PM","F4","3",0,0,"null",1,3,6
"17Oct2000_13.prn","PM","F4","3",1,1,"by early evening",3,2,0
"17Oct2000_13.prn","PM","F4","4",0,0,"null",4,1,21
"17Oct2001_03.prn","AM","F3","2",0,0,"null",5,1,6
"17Oct2001_03.prn","AM","F3","2",1,1,"by evening",2,1,21
"17Oct2001_03.prn","AM","F3","3",0,0,"null",9,1,9
"17Oct2001_03.prn","AM","F3","4",0,0,"null",9,1,21
"17Oct2001_16.prn","PM","F2","2",0,0,"null",1,3,18
"17Oct2001_16.prn","PM","F2","2",1,1,"overnight",0,0,-99
"17Oct2001_16.prn","PM","F2","3",0,0,"null",0,0,-99
"17Oct2001_16.prn","PM","F2","3",1,1,"during morning",0,0,-99
"17Oct2001_16.prn","PM","F2","4",0,0,"null",0,0,-99
"17Sep2000_04.prn","AM","F4","2",0,0,"null",2,2,6
"17Sep2000_04.prn","AM","F4","2",1,1,"from midday",2,2,6
"17Sep2000_04.prn","AM","F4","2",2,1,"midnight",2,1,21
"17Sep2000_04.prn","AM","F4","3",0,0,"null",3,2,0
"17Sep2000_04.prn","AM","F4","3",1,1,"by midday",2,2,12
"17Sep2000_04.prn","AM","F4","3",2,1,"later",1,3,0
"17Sep2000_04.prn","AM","F4","4",0,0,"null",1,3,0
"17Sep2000_04.prn","AM","F4","4",1,1,"by midday",2,2,12
"17Sep2000_04.prn","AM","F4","4",2,1,"early afternoon",1,3,15
"17Sep2000_04.prn","AM","F4","4",3,1,"during evening",0,0,-99
"17Sep2000_15.prn","PM","F5","2",0,0,"null",0,0,-99
"17Sep2000_15.prn","PM","F5","2",1,1,"evening",1,3,0
"17Sep2000_15.prn","PM","F5","2",2,1,"by end of period",1,3,6
"17Sep2000_15.prn","PM","F5","3",0,0,"null",3,1,6
"17Sep2000_15.prn","PM","F5","3",2,1,"in evening",3,2,0
"17Sep2000_15.prn","PM","F5","4",0,0,"null",2,1,0
"17Sep2000_15.prn","PM","F5","4",1,1,"in morning",3,2,12
"17Sep2000_15.prn","PM","F5","4",2,1,"in evening",4,2,18
"17Sep2001_02.prn","AM","F3","2",0,0,"null",3,2,6
"17Sep2001_02.prn","AM","F3","2",1,1,"by evening",2,1,21
"17Sep2001_02.prn","AM","F3","3",0,0,"null",9,1,0
"17Sep2001_02.prn","AM","F3","4",0,0,"null",5,2,3
"17Sep2001_02.prn","AM","F3","4",1,1,"soon",5,2,3
"17Sep2001_02.prn","AM","F3","4",2,1,"by evening",3,1,21
"17Sep2001_16.prn","PM","F5","3",0,0,"null",3,2,9
"17Sep2001_16.prn","PM","F5","3",1,1,"by evening",3,1,21
"17Sep2001_16.prn","PM","F5","4",0,0,"null",2,2,0
"17Sep2001_16.prn","PM","F5","4",1,1,"in evening",1,3,0
"18Apr2001_03.prn","AM","F5","2",0,0,"null",4,1,6
"18Apr2001_03.prn","AM","F5","2",2,1,"evening",4,1,6
"18Apr2001_03.prn","AM","F5","2",3,1,"later",2,1,21
"18Apr2001_03.prn","AM","F5","3",0,0,"null",3,1,3
"18Apr2001_03.prn","AM","F5","3",1,1,"by afternoon",2,2,12
"18Apr2001_03.prn","AM","F5","3",2,1,"in evening",3,2,18
"18Apr2001_03.prn","AM","F5","4",0,0,"null",1,3,0
"18Apr2001_03.prn","AM","F5","4",1,1,"in morning",1,3,12
"18Apr2001_03.prn","AM","F5","4",2,1,"in evening",3,2,0
"18Apr2001_13.prn","PM","F2","2",0,0,"null",3,1,18
"18Apr2001_13.prn","PM","F2","2",1,1,"later",2,2,3
"18Apr2001_13.prn","PM","F2","3",0,0,"null",1,3,6
"18Apr2001_13.prn","PM","F2","3",1,0,"null",3,1,21
"18Apr2001_13.prn","PM","F2","4",0,0,"null",1,3,0
"18Apr2001_13.prn","PM","F2","4",1,1,"soon",3,2,12
"18Apr2001_13.prn","PM","F2","4",2,1,"during night",1,3,0
"18Apr2002_03.prn","AM","F5","2",0,0,"null",3,1,15
"18Apr2002_03.prn","AM","F5","2",1,1,"evening",1,3,0
"18Apr2002_03.prn","AM","F5","3",0,0,"null",4,1,0
"18Apr2002_03.prn","AM","F5","3",1,1,"by midday",4,1,18
"18Apr2002_03.prn","AM","F5","4",0,0,"null",3,2,3
"18Apr2002_03.prn","AM","F5","4",1,1,"by mid evening",2,2,0
"18Apr2002_14.prn","PM","F2","2",0,0,"null",0,0,-99
"18Apr2002_14.prn","PM","F2","2",1,0,"null",4,1,21
"18Apr2002_14.prn","PM","F2","3",0,0,"null",1,3,6
"18Apr2002_14.prn","PM","F2","3",1,0,"null",0,0,-99
"18Apr2002_14.prn","PM","F2","4",0,0,"null",0,0,-99
"18Apr2002_14.prn","PM","F2","4",1,1,"by afternoon",4,2,0
"18Aug2001_15.prn","PM","F2","2",0,0,"null",0,0,-99
"18Aug2001_15.prn","PM","F2","2",1,1,"overnight",1,3,6
"18Aug2001_15.prn","PM","F2","3",0,0,"null",3,1,9
"18Aug2001_15.prn","PM","F2","3",1,1,"by evening",3,2,21
"18Aug2001_15.prn","PM","F2","4",0,0,"null",1,3,0
"18Aug2001_15.prn","PM","F2","4",1,1,"soon",2,2,9
"18Dec2000_01.prn","AM","F4","2",0,0,"null",1,3,6
"18Dec2000_01.prn","AM","F4","2",1,1,"by end of period",2,2,0
"18Dec2000_01.prn","AM","F4","3",0,0,"null",2,2,0
"18Dec2000_01.prn","AM","F4","3",1,1,"by midday",2,2,9
"18Dec2000_01.prn","AM","F4","3",2,1,"by midnight",1,3,0
"18Dec2000_01.prn","AM","F4","4",0,0,"null",5,2,0
"18Dec2000_01.prn","AM","F4","4",1,1,"by midday",6,2,12
"18Dec2000_01.prn","AM","F4","4",2,1,"by midnight",9,1,9
"18Dec2000_13.prn","PM","F2","2",0,0,"null",2,2,18
"18Dec2000_13.prn","PM","F2","2",1,0,"null",2,2,6
"18Dec2000_13.prn","PM","F2","3",0,0,"null",2,1,6
"18Dec2000_13.prn","PM","F2","3",1,0,"null",2,2,0
"18Dec2000_13.prn","PM","F2","4",0,0,"null",2,2,0
"18Dec2000_13.prn","PM","F2","4",1,0,"null",6,2,12
"18Dec2001_04.prn","AM","F5","2",0,0,"null",2,2,6
"18Dec2001_04.prn","AM","F5","2",1,1,"afternoon",0,0,-99
"18Dec2001_04.prn","AM","F5","2",2,1,"by late evening",2,1,21
"18Dec2001_04.prn","AM","F5","3",0,0,"null",1,3,0
"18Dec2001_04.prn","AM","F5","3",1,1,"soon",2,1,9
"18Dec2001_04.prn","AM","F5","3",2,1,"by late evening",2,2,0
"18Dec2001_04.prn","AM","F5","4",0,0,"null",1,3,0
"18Dec2001_04.prn","AM","F5","4",1,1,"in morning",2,2,9
"18Dec2001_04.prn","AM","F5","4",2,1,"by evening",1,3,0
"18Dec2001_14.prn","PM","F4","2",0,0,"null",0,0,-99
"18Dec2001_14.prn","PM","F4","2",1,1,"evening",1,3,21
"18Dec2001_14.prn","PM","F4","2",2,1,"around midnight",2,2,0
"18Dec2001_14.prn","PM","F4","2",3,1,"by morning",1,3,6
"18Dec2001_14.prn","PM","F4","3",0,0,"null",1,3,6
"18Dec2001_14.prn","PM","F4","3",1,1,"by end of period",1,3,0
"18Dec2001_14.prn","PM","F4","4",0,0,"null",1,3,0
"18Dec2001_14.prn","PM","F4","4",1,1,"by midday",1,3,12
"18Dec2001_14.prn","PM","F4","4",2,1,"by evening",1,3,18
"18Dec2001_14.prn","PM","F4","4",3,1,"later",1,3,0
"18Feb2002_03.prn","AM","F3","2",0,0,"null",2,1,6
"18Feb2002_03.prn","AM","F3","2",1,1,"by mid afternoon",4,1,18
"18Feb2002_03.prn","AM","F3","3",0,0,"null",4,1,0
"18Feb2002_03.prn","AM","F3","3",1,1,"by late afternoon",1,3,18
"18Feb2002_03.prn","AM","F3","3",2,1,"late evening",1,3,0
"18Feb2002_03.prn","AM","F3","4",0,0,"null",2,2,3
"18Feb2002_03.prn","AM","F3","4",1,1,"by midday",1,3,12
"18Feb2002_03.prn","AM","F3","4",2,1,"by late evening",1,3,0
"18Feb2002_14.prn","PM","F5","2",0,0,"null",1,3,21
"18Feb2002_14.prn","PM","F5","2",1,1,"later in period",0,0,-99
"18Feb2002_14.prn","PM","F5","3",0,0,"null",2,2,9
"18Feb2002_14.prn","PM","F5","3",1,1,"by late pm",0,0,-99
"18Feb2002_14.prn","PM","F5","3",2,1,"by late evening",1,3,0
"18Feb2002_14.prn","PM","F5","4",0,0,"null",1,3,0
"18Feb2002_14.prn","PM","F5","4",1,1,"in morning",1,3,12
"18Feb2002_14.prn","PM","F5","4",2,1,"later",1,3,0
"18Jan2001_15.prn","PM","F5","2",0,0,"null",1,3,6
"18Jan2001_15.prn","PM","F5","3",0,0,"null",1,3,6
"18Jan2001_15.prn","PM","F5","3",1,0,"null",1,3,0
"18Jan2001_15.prn","PM","F5","4",0,0,"null",1,3,0
"18Jan2001_15.prn","PM","F5","4",1,1,"later in evening",0,0,-99
"18Jul2001_13.prn","PM","F2","2",0,0,"null",5,1,18
"18Jul2001_13.prn","PM","F2","3",0,0,"null",6,1,6
"18Jul2001_13.prn","PM","F2","3",1,1,"later",2,2,0
"18Jul2001_13.prn","PM","F2","4",0,0,"null",9,1,3
"18Jun2001_04.prn","AM","F5","2",0,0,"null",3,2,6
"18Jun2001_04.prn","AM","F5","2",1,1,"evening",1,3,18
"18Jun2001_04.prn","AM","F5","3",0,0,"null",0,0,-99
"18Jun2001_04.prn","AM","F5","3",1,1,"in morning",0,0,-99
"18Jun2001_04.prn","AM","F5","3",2,1,"early afternoon",0,0,-99
"18Jun2001_04.prn","AM","F5","3",3,1,"in evening",2,2,0
"18Jun2001_04.prn","AM","F5","4",0,0,"null",1,3,0
"18Jun2001_04.prn","AM","F5","4",1,1,"in morning",2,1,9
"18Jun2001_04.prn","AM","F5","4",2,1,"in evening",2,2,21
"18Jun2001_13.prn","PM","F1","2",0,0,"null",1,3,18
"18Jun2001_13.prn","PM","F1","2",1,1,"evening",1,3,0
"18Jun2001_13.prn","PM","F1","2",2,1,"later",1,3,6
"18Jun2001_13.prn","PM","F1","3",0,0,"null",1,3,6
"18Jun2001_13.prn","PM","F1","3",1,1,"by evening",1,3,18
"18Jun2001_13.prn","PM","F1","3",2,0,"null",2,1,21
"18Jun2001_13.prn","PM","F1","4",0,0,"null",1,3,0
"18Jun2001_13.prn","PM","F1","4",1,0,"null",1,3,0
"18Mar2001_02.prn","AM","F3","2",0,0,"null",7,1,6
"18Mar2001_02.prn","AM","F3","3",0,0,"null",2,1,0
"18Mar2001_02.prn","AM","F3","3",1,1,"by midday",7,1,9
"18Mar2001_02.prn","AM","F3","4",0,0,"null",6,1,3
"18Mar2001_02.prn","AM","F3","4",1,1,"soon",6,1,3
"18Mar2001_02.prn","AM","F3","4",2,1,"in evening",2,1,21
"18Mar2001_13.prn","PM","F4","2",0,0,"null",3,1,18
"18Mar2001_13.prn","PM","F4","2",1,1,"later",1,3,6
"18Mar2001_13.prn","PM","F4","3",0,0,"null",3,2,6
"18Mar2001_13.prn","PM","F4","3",1,0,"null",2,2,0
"18Mar2001_13.prn","PM","F4","4",0,0,"null",2,2,0
"18Mar2001_13.prn","PM","F4","4",1,1,"by midday",5,2,12
"18Mar2001_13.prn","PM","F4","4",2,1,"later",1,3,0
"18Mar2002_01.prn","AM","F3","2",0,0,"null",2,2,6
"18Mar2002_01.prn","AM","F3","2",1,1,"by midday",5,1,12
"18Mar2002_01.prn","AM","F3","2",2,1,"by late evening",4,2,0
"18Mar2002_01.prn","AM","F3","3",0,0,"null",2,2,0
"18Mar2002_01.prn","AM","F3","3",1,1,"soon",3,1,6
"18Mar2002_01.prn","AM","F3","3",2,1,"by evening",3,1,21
"18Mar2002_01.prn","AM","F3","4",0,0,"null",3,2,0
"18Mar2002_01.prn","AM","F3","4",1,1,"by late afternoon",3,1,18
"18Mar2002_13.prn","PM","F2","2",0,0,"null",1,3,0
"18Mar2002_13.prn","PM","F2","2",1,1,"overnight",3,1,3
"18Mar2002_13.prn","PM","F2","3",0,0,"null",2,1,6
"18Mar2002_13.prn","PM","F2","3",1,1,"by early afternoon",3,1,18
"18Mar2002_13.prn","PM","F2","3",2,1,"later",2,2,12
"18Mar2002_13.prn","PM","F2","4",0,0,"null",2,1,21
"18May2001_14.prn","PM","F2","2",0,0,"null",3,1,18
"18May2001_14.prn","PM","F2","2",1,1,"by morning",0,0,-99
"18May2001_14.prn","PM","F2","3",0,0,"null",1,3,9
"18May2001_14.prn","PM","F2","3",1,1,"during afternoon",2,2,18
"18May2001_14.prn","PM","F2","4",0,0,"null",1,3,0
"18May2001_14.prn","PM","F2","4",1,1,"very soon",1,3,6
"18May2001_14.prn","PM","F2","4",2,1,"later",1,3,0
"18Nov2000_02.prn","AM","F1","2",0,0,"null",1,3,6
"18Nov2000_02.prn","AM","F1","2",1,1,"soon",3,2,12
"18Nov2000_02.prn","AM","F1","2",2,1,"later",1,3,0
"18Nov2000_02.prn","AM","F1","3",0,0,"null",4,2,0
"18Nov2000_02.prn","AM","F1","3",1,1,"during morning",9,1,9
"18Nov2000_02.prn","AM","F1","4",0,0,"null",1,3,0
"18Nov2000_15.prn","PM","F4","2",0,0,"null",0,0,-99
"18Nov2000_15.prn","PM","F4","2",1,0,"null",1,3,6
"18Nov2000_15.prn","PM","F4","3",0,0,"null",2,2,9
"18Nov2000_15.prn","PM","F4","3",1,1,"by early evening",1,3,18
"18Nov2000_15.prn","PM","F4","3",2,1,"later",1,3,0
"18Nov2000_15.prn","PM","F4","4",0,0,"null",2,2,3
"18Nov2000_15.prn","PM","F4","4",1,1,"by midday",2,2,12
"18Nov2000_15.prn","PM","F4","4",2,1,"by late evening",2,1,21
"18Nov2001_03.prn","AM","F3","2",0,0,"null",1,3,6
"18Nov2001_03.prn","AM","F3","2",1,1,"soon",6,1,9
"18Nov2001_03.prn","AM","F3","3",0,0,"null",2,2,0
"18Nov2001_03.prn","AM","F3","3",1,1,"soon",3,1,6
"18Nov2001_03.prn","AM","F3","3",2,1,"by evening",2,2,0
"18Nov2001_03.prn","AM","F3","4",0,0,"null",2,2,0
"18Nov2001_03.prn","AM","F3","4",1,1,"by late afternoon",3,2,21
"18Nov2001_16.prn","PM","F1","2",0,0,"null",3,2,18
"18Nov2001_16.prn","PM","F1","2",1,0,"null",4,2,6
"18Nov2001_16.prn","PM","F1","3",0,0,"null",1,3,6
"18Nov2001_16.prn","PM","F1","3",1,1,"soon",2,2,12
"18Nov2001_16.prn","PM","F1","3",2,1,"later",1,3,0
"18Nov2001_16.prn","PM","F1","4",0,0,"null",3,1,0
"18Nov2001_16.prn","PM","F1","4",1,1,"later",2,1,21
"18Oct2000_03.prn","AM","F3","2",0,0,"null",2,1,6
"18Oct2000_03.prn","AM","F3","2",1,1,"by mid afternoon",3,2,15
"18Oct2000_03.prn","AM","F3","2",2,1,"by evening",3,2,0
"18Oct2000_03.prn","AM","F3","3",0,0,"null",4,1,0
"18Oct2000_03.prn","AM","F3","3",1,1,"by mid afternoon",5,1,15
"18Oct2000_03.prn","AM","F3","4",0,0,"null",2,2,0
"18Oct2000_03.prn","AM","F3","4",1,1,"by late evening",1,3,0
"18Oct2000_13.prn","PM","F4","2",0,0,"null",4,1,21
"18Oct2000_13.prn","PM","F4","2",1,0,"null",5,2,0
"18Oct2000_13.prn","PM","F4","4",0,0,"null",2,1,0
"18Oct2000_13.prn","PM","F4","4",1,1,"by midday",3,1,9
"18Oct2000_13.prn","PM","F4","4",2,1,"later",1,3,0
"18Oct2001_01.prn","AM","F1","2",0,0,"null",7,1,9
"18Oct2001_01.prn","AM","F1","2",1,0,"null",6,1,12
"18Oct2001_01.prn","AM","F1","3",0,0,"null",2,2,0
"18Oct2001_01.prn","AM","F1","4",0,0,"null",4,2,3
"18Oct2001_01.prn","AM","F1","4",1,1,"by end of period",1,3,0
"18Oct2001_14.prn","PM","F2","2",0,0,"null",3,1,18
"18Oct2001_14.prn","PM","F2","2",1,0,"null",5,1,18
"18Oct2001_14.prn","PM","F2","3",0,0,"null",2,1,6
"18Oct2001_14.prn","PM","F2","3",1,0,"null",7,1,12
"18Oct2001_14.prn","PM","F2","4",0,0,"null",2,1,0
"18Oct2001_14.prn","PM","F2","4",1,1,"during morning",2,1,12
"18Sep2000_04.prn","AM","F4","2",0,0,"null",7,2,21
"18Sep2000_04.prn","AM","F4","3",0,0,"null",5,1,0
"18Sep2000_04.prn","AM","F4","3",1,1,"by mid afternoon",2,1,15
"18Sep2000_04.prn","AM","F4","3",2,1,"later",2,2,0
"18Sep2000_04.prn","AM","F4","4",0,0,"null",4,2,0
"18Sep2000_04.prn","AM","F4","4",1,0,"null",4,2,0
"18Sep2000_16.prn","PM","F5","2",0,0,"null",0,0,-99
"18Sep2000_16.prn","PM","F5","2",1,1,"tonight",4,2,0
"18Sep2000_16.prn","PM","F5","3",0,0,"null",1,3,6
"18Sep2000_16.prn","PM","F5","3",1,1,"in morning",2,2,15
"18Sep2000_16.prn","PM","F5","3",2,1,"in evening",3,1,21
"18Sep2000_16.prn","PM","F5","4",0,0,"null",5,2,21
"18Sep2001_03.prn","AM","F3","2",0,0,"null",2,2,6
"18Sep2001_03.prn","AM","F3","2",1,1,"by late afternoon",4,1,18
"18Sep2001_03.prn","AM","F3","3",0,0,"null",4,1,0
"18Sep2001_03.prn","AM","F3","4",1,1,"soon",7,1,0
"18Sep2001_03.prn","AM","F3","4",2,1,"by evening",2,2,0
"18Sep2001_16.prn","PM","F5","2",0,0,"null",2,2,18
"18Sep2001_16.prn","PM","F5","2",1,1,"tonight",4,2,3
"18Sep2001_16.prn","PM","F5","3",0,0,"null",2,2,6
"18Sep2001_16.prn","PM","F5","3",1,1,"in evening",1,3,0
"19Apr2001_01.prn","AM","F4","2",0,0,"null",2,2,6
"19Apr2001_01.prn","AM","F4","2",1,1,"by end of period",4,1,18
"19Apr2001_01.prn","AM","F4","3",0,0,"null",2,2,0
"19Apr2001_01.prn","AM","F4","3",1,1,"by mid afternoon",1,3,15
"19Apr2001_01.prn","AM","F4","3",2,1,"by midnight",1,3,0
"19Apr2001_01.prn","AM","F4","4",0,0,"null",2,2,0
"19Apr2001_01.prn","AM","F4","4",1,1,"by midday",5,2,12
"19Apr2001_01.prn","AM","F4","4",2,1,"later",2,2,0
"19Apr2001_14.prn","PM","F2","2",0,0,"null",2,2,18
"19Apr2001_14.prn","PM","F2","2",1,1,"overnight",2,2,6
"19Apr2001_14.prn","PM","F2","3",0,0,"null",1,3,6
"19Apr2001_14.prn","PM","F2","3",1,1,"soon",2,2,15
"19Apr2001_14.prn","PM","F2","3",2,1,"later",1,3,0
"19Apr2001_14.prn","PM","F2","4",0,0,"null",1,3,0
"19Apr2001_14.prn","PM","F2","4",1,0,"null",3,1,21
"19Apr2002_03.prn","AM","F5","2",0,0,"null",6,1,6
"19Apr2002_03.prn","AM","F5","2",1,1,"evening",1,3,0
"19Apr2002_03.prn","AM","F5","3",0,0,"null",4,1,0
"19Apr2002_03.prn","AM","F5","3",1,1,"by early evening",2,2,0
"19Apr2002_03.prn","AM","F5","4",0,0,"null",7,1,0
"19Apr2002_03.prn","AM","F5","4",1,1,"in evening",1,3,0
"19Apr2002_14.prn","PM","F2","2",0,0,"null",0,0,-99
"19Apr2002_14.prn","PM","F2","2",1,1,"overnight",0,0,-99
"19Apr2002_14.prn","PM","F2","3",0,0,"null",0,0,-99
"19Apr2002_14.prn","PM","F2","3",1,0,"null",0,0,-99
"19Apr2002_14.prn","PM","F2","4",0,0,"null",0,0,-99
"19Apr2002_14.prn","PM","F2","4",1,0,"null",0,0,-99
"19Aug2001_14.prn","PM","F2","2",0,0,"null",0,0,-99
"19Aug2001_14.prn","PM","F2","2",2,1,"later",1,3,6
"19Aug2001_14.prn","PM","F2","3",0,0,"null",1,3,6
"19Aug2001_14.prn","PM","F2","3",1,1,"during afternoon",1,3,15
"19Aug2001_14.prn","PM","F2","3",2,1,"later",1,3,0
"19Aug2001_14.prn","PM","F2","4",0,0,"null",1,3,0
"19Aug2001_14.prn","PM","F2","4",1,1,"during morning",6,1,15
"19Dec2000_14.prn","PM","F2","2",0,0,"null",0,0,-99
"19Dec2000_14.prn","PM","F2","2",1,0,"null",1,3,6
"19Dec2000_14.prn","PM","F2","3",0,0,"null",4,2,9
"19Dec2000_14.prn","PM","F2","3",1,0,"null",2,1,18
"19Dec2000_14.prn","PM","F2","4",0,0,"null",0,0,-99
"19Dec2000_14.prn","PM","F2","4",1,0,"null",0,0,-99
"19Dec2001_02.prn","AM","F5","2",0,0,"null",1,3,6
"19Dec2001_02.prn","AM","F5","2",1,1,"by midday",2,2,9
"19Dec2001_02.prn","AM","F5","2",2,1,"later evening",1,3,0
"19Dec2001_02.prn","AM","F5","3",0,0,"null",1,3,0
"19Dec2001_02.prn","AM","F5","3",2,1,"by midday",1,3,12
"19Dec2001_02.prn","AM","F5","3",3,1,"early pm",0,0,-99
"19Dec2001_02.prn","AM","F5","3",4,0,"null",1,3,18
"19Dec2001_02.prn","AM","F5","4",0,0,"null",1,3,0
"19Dec2001_02.prn","AM","F5","4",1,1,"in morning",2,1,12
"19Dec2001_02.prn","AM","F5","4",2,1,"later",2,1,21
"19Dec2001_14.prn","PM","F4","2",0,0,"null",0,0,-99
"19Dec2001_14.prn","PM","F4","2",1,1,"by midnight",1,3,0
"19Dec2001_14.prn","PM","F4","2",2,1,"by morning",1,3,6
"19Dec2001_14.prn","PM","F4","3",0,0,"null",1,3,6
"19Dec2001_14.prn","PM","F4","3",1,1,"by midday",1,3,12
"19Dec2001_14.prn","PM","F4","3",2,1,"by evening",2,2,18
"19Dec2001_14.prn","PM","F4","3",3,1,"by midnight",2,2,0
"19Dec2001_14.prn","PM","F4","4",0,0,"null",1,3,0
"19Dec2001_14.prn","PM","F4","4",1,1,"by midday",1,3,12
"19Dec2001_14.prn","PM","F4","4",2,0,"null",6,1,15
"19Feb2002_03.prn","AM","F3","2",0,0,"null",1,3,6
"19Feb2002_03.prn","AM","F3","2",1,1,"by late afternoon",1,3,18
"19Feb2002_03.prn","AM","F3","2",2,1,"by late evening",1,3,0
"19Feb2002_03.prn","AM","F3","3",0,0,"null",1,3,0
"19Feb2002_03.prn","AM","F3","3",2,1,"by late evening",1,3,0
"19Feb2002_03.prn","AM","F3","4",0,0,"null",1,3,0
"19Feb2002_03.prn","AM","F3","4",1,1,"by midday",1,3,12
"19Feb2002_03.prn","AM","F3","4",2,1,"by late evening",2,2,0
"19Feb2002_14.prn","PM","F5","2",0,0,"null",0,0,-99
"19Feb2002_14.prn","PM","F5","2",1,1,"evening",1,3,0
"19Feb2002_14.prn","PM","F5","2",2,1,"after midnight",0,0,-99
"19Feb2002_14.prn","PM","F5","3",0,0,"null",0,0,-99
"19Feb2002_14.prn","PM","F5","3",1,1,"in morning",2,1,9
"19Feb2002_14.prn","PM","F5","3",2,1,"later in evening",1,3,0
"19Feb2002_14.prn","PM","F5","4",0,0,"null",1,3,0
"19Feb2002_14.prn","PM","F5","4",1,1,"in morning",0,0,-99
"19Feb2002_14.prn","PM","F5","4",2,1,"early pm",1,3,15
"19Feb2002_14.prn","PM","F5","4",3,1,"later",1,3,0
"19Jan2001_01.prn","AM","F3","2",0,0,"null",4,1,6
"19Jan2001_01.prn","AM","F3","2",1,1,"by evening",4,1,18
"19Jan2001_01.prn","AM","F3","3",0,0,"null",2,2,0
"19Jan2001_01.prn","AM","F3","3",2,1,"by mid afternoon",1,3,15
"19Jan2001_01.prn","AM","F3","3",3,1,"by late evening",1,3,0
"19Jan2001_01.prn","AM","F3","4",0,0,"null",1,3,0
"19Jan2001_01.prn","AM","F3","4",1,1,"by midday",3,1,12
"19Jan2001_01.prn","AM","F3","4",2,1,"by late evening",2,2,0
"19Jan2001_16.prn","PM","F5","2",0,0,"null",5,1,18
"19Jan2001_16.prn","PM","F5","3",0,0,"null",5,1,12
"19Jan2001_16.prn","PM","F5","3",1,1,"in evening",1,3,0
"19Jan2001_16.prn","PM","F5","4",0,0,"null",1,3,0
"19Jan2001_16.prn","PM","F5","4",1,1,"by afternoon",5,1,15
"19Jul2000.prn","AM","F3","2",0,0,"null",0,0,-99
"19Jul2000.prn","AM","F3","2",1,1,"by evening",4,1,15
"19Jul2000.prn","AM","F3","3",0,0,"null",9,1,21
"19Jul2000.prn","AM","F3","4",0,0,"null",1,3,0
"19Jul2000.prn","AM","F3","4",1,1,"soon",5,1,6
"19Jul2000.prn","AM","F3","4",2,1,"by late evening",1,3,0
"19Jul2001_04.prn","AM","F5","2",0,0,"null",7,1,6
"19Jul2001_04.prn","AM","F5","3",0,0,"null",1,3,0
"19Jul2001_04.prn","AM","F5","3",1,1,"in morning",8,1,3
"19Jul2001_04.prn","AM","F5","4",0,0,"null",5,2,12
"19Jul2001_04.prn","AM","F5","4",1,0,"null",2,1,3
"19Jul2001_13.prn","PM","F2","2",0,0,"null",0,0,-99
"19Jul2001_13.prn","PM","F2","2",1,1,"overnight",5,1,0
"19Jul2001_13.prn","PM","F2","3",0,0,"null",4,2,6
"19Jul2001_13.prn","PM","F2","3",1,0,"null",3,2,0
"19Jul2001_13.prn","PM","F2","4",0,0,"null",6,1,0
"19Jul2001_13.prn","PM","F2","4",1,1,"by evening",2,2,0
"19Jun2001_13.prn","PM","F1","2",0,0,"null",4,1,18
"19Jun2001_13.prn","PM","F1","2",1,1,"later",1,3,6
"19Jun2001_13.prn","PM","F1","3",0,0,"null",1,3,6
"19Jun2001_13.prn","PM","F1","3",1,0,"null",1,3,0
"19Jun2001_13.prn","PM","F1","4",0,0,"null",2,2,0
"19Jun2001_13.prn","PM","F1","4",1,1,"by end of period",2,1,21
"19Mar2001_02.prn","AM","F3","2",0,0,"null",4,1,9
"19Mar2001_02.prn","AM","F3","2",1,1,"by evening",2,2,0
"19Mar2001_02.prn","AM","F3","3",0,0,"null",2,2,0
"19Mar2001_02.prn","AM","F3","3",1,1,"by late evening",1,3,0
"19Mar2001_02.prn","AM","F3","4",0,0,"null",3,1,0
"19Mar2001_02.prn","AM","F3","4",1,1,"by afternoon",4,1,15
